date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,287450000.0,149629000.0,158536000.0,158440000.0,124306000.0,128991000.0,107692000.0,51300000.0,19500000.0,-27445000.0,4861000.0
,depreciationAndAmortization,225783000.0,122804000.0,110749000.0,96744000.0,80414000.0,69169000.0,60362000.0,47200000.0,35773000.0,54645000.0,14163000.0
,deferredIncomeTax,3717000.0,-216000.0,23333000.0,7803000.0,20663000.0,15581000.0,16432000.0,25200000.0,13853000.0,-19753000.0,2314000.0
,stockBasedCompensation,14339000.0,8949000.0,14512000.0,14221000.0,13399000.0,8018000.0,5355000.0,5780000.0,4653000.0,3774000.0,111000.0
,changeInWorkingCapital,-40616000.0,-52814000.0,24048000.0,-5078000.0,-109922000.0,1504000.0,57289000.0,-10300000.0,4263000.0,39581000.0,762000.0
,accountsReceivables,25977000.0,36062000.0,-7666000.0,-4920000.0,-4803000.0,-5622000.0,-4424000.0,-1521000.0,-2861000.0,1559000.0,-491000.0
,inventory,21754000.0,-11612000.0,-34824000.0,-25079000.0,-39030000.0,-22641000.0,-24537000.0,-19875000.0,-1442000.0,1837000.0,-7155000.0
,accountsPayables,20184000.0,28699000.0,4366000.0,39244000.0,16015000.0,19387000.0,-4721000.0,31996000.0,-4673000.0,15175000.0,3143000.0
,otherWorkingCapital,-3883000.0,-28973000.0,23841000.0,-207000.0,4871000.0,114793000.0,113289000.0,56000000.0,5413000.0,12930000.0,0.0
,otherNonCashItems,3362000.0,99040000.0,20109000.0,706000.0,14610000.0,16097000.0,9818000.0,9700000.0,2827000.0,1582000.0,0.0
,netCashProvidedByOperatingActivites,494035000.0,355210000.0,294379000.0,309567000.0,254351000.0,239898000.0,181218000.0,160600000.0,84431000.0,52384000.0,22222000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-183232000.0,-177083000.0,-198624000.0,-181018000.0,-125313000.0,-127065000.0,-87463000.0,-46485000.0,-27594000.0,-16698000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130000000.0,-233000000.0,0.0
,purchasesOfInvestments,0.0,0.0,-258307000.0,0.0,-294265000.0,-25735000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,258308000.0,0.0,294480000.0,22736000.0,394000.0,1172000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,-183232000.0,-177082000.0,-198594000.0,-180803000.0,-128312000.0,-126671000.0,-86300000.0,-166703000.0,-260505000.0,-17059000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-288754000.0,-690000.0,-2131000.0,-64192000.0,-258514000.0,-1896000.0,-57585000.0,-1370000.0,-8391000.0,-26801000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348536000.0,5549000.0,206000000.0,0.0
,commonStockRepurchased,0.0,-171432000.0,-236464000.0,-203392000.0,-287788000.0,839000.0,58328000.0,370100000.0,-148000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,125910000.0,0.0,355627000.0,-78399000.0,186412000.0,-333370000.0,-258000.0,-282390000.0,-6889000.0
,netCashUsedProvidedByFinancingActivities,0.0,-87441000.0,-134528000.0,-103959000.0,-197152000.0,-106030000.0,-1686000.0,-63900000.0,134941000.0,217745000.0,-6477000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,84656000.0,84537000.0,-17231000.0,7014000.0,-123604000.0,5556000.0,52861000.0,10400000.0,52669000.0,9624000.0,-1314000.0
,cashAtEndOfPeriod,171441000.0,86125000.0,2248000.0,19479000.0,12465000.0,136069000.0,130561000.0,77600000.0,67211000.0,14542000.0,4918000.0
,cashAtBeginningOfPeriod,86785000.0,1588000.0,19479000.0,12465000.0,136069000.0,130513000.0,77700000.0,67200000.0,14542000.0,4918000.0,6232000.0
,operatingCashFlow,494035000.0,355210000.0,294379000.0,309567000.0,254351000.0,239898000.0,181218000.0,160600000.0,84431000.0,52384000.0,22222000.0
,capitalExpenditure,-121968000.0,-183232000.0,-177083000.0,-198624000.0,-181018000.0,-125313000.0,-127065000.0,-87463000.0,-46485000.0,-27594000.0,-17071000.0
,freeCashFlow,372067000.0,171978000.0,117296000.0,110943000.0,72842000.0,108878000.0,54153000.0,73100000.0,37946000.0,24790000.0,5151000.0
