date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,744000000.0,1058300000.0,851900000.0,-557100000.0,253200000.0,837800000.0,852400000.0,798400000.0,1025900000.0,1165400000.0,909900000.0,848800000.0,919000000.0,857300000.0,914000000.0
,depreciationAndAmortization,61000000.0,257700000.0,264700000.0,262900000.0,263200000.0,270200000.0,271900000.0,262800000.0,246100000.0,192600000.0,175900000.0,154200000.0,144000000.0,123900000.0,103500000.0
,deferredIncomeTax,13000000.0,-24500000.0,-15100000.0,69500000.0,-174200000.0,-39900000.0,-26800000.0,-39300000.0,-35200000.0,21200000.0,28600000.0,-20800000.0,15900000.0,4200000.0,12900000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31200000.0,35900000.0,31900000.0,26300000.0,0.0,0.0
,changeInWorkingCapital,1145300000.0,394300000.0,346700000.0,-483800000.0,-1112800000.0,-486400000.0,-339600000.0,630700000.0,300100000.0,-941800000.0,565400000.0,381600000.0,180700000.0,-468100000.0,35000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-96000000.0,94300000.0,-126500000.0,-417600000.0,522800000.0,14200000.0,-29400000.0,81100000.0,9300000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,928000000.0,-217300000.0,-611600000.0,-958300000.0,-474500000.0,638300000.0,1124700000.0,1464300000.0,833600000.0,533500000.0,1475300000.0,909900000.0,528300000.0,347600000.0,815700000.0
,otherNonCashItems,0.0,118400000.0,66200000.0,124200000.0,98300000.0,63700000.0,49500000.0,53300000.0,77200000.0,1164000000.0,2000000.0,44100000.0,42900000.0,64800000.0,47600000.0
,netCashProvidedByOperatingActivites,877000000.0,914600000.0,821300000.0,735800000.0,1041900000.0,1071100000.0,1045900000.0,1088600000.0,1185300000.0,1174900000.0,994400000.0,1218100000.0,1253900000.0,1103500000.0,1108900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-36000000.0,-127700000.0,-339000000.0,-177100000.0,-229800000.0,-266500000.0,-179000000.0,-241300000.0,-268200000.0,-162500000.0,-113700000.0,-98900000.0,-70900000.0,-192100000.0,-202300000.0
,acquisitionsNet,0.0,712000000.0,0.0,-25000000.0,0.0,0.0,-11000000.0,0.0,10000000.0,-1198000000.0,-5000000.0,-516000000.0,-43000000.0,0.0,-67000000.0
,purchasesOfInvestments,-4000000.0,-8100000.0,-27000000.0,-234800000.0,-104400000.0,-120200000.0,0.0,-100000000.0,0.0,0.0,0.0,0.0,-298100000.0,-35800000.0,0.0
,salesMaturitiesOfInvestments,0.0,56400000.0,37200000.0,232200000.0,63100000.0,100300000.0,100200000.0,0.0,0.0,0.0,16900000.0,290700000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20800000.0,36900000.0,-27300000.0,-41900000.0,25900000.0,-115900000.0
,netCashUsedForInvestingActivites,-113400000.0,632300000.0,-328800000.0,-204600000.0,-271100000.0,-286400000.0,-89400000.0,-341300000.0,-258200000.0,-1360300000.0,-64600000.0,-324100000.0,-453700000.0,-202000000.0,-384700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,187000000.0,-824900000.0,-414400000.0,-500000000.0,-1005400000.0,-500000000.0,-500000000.0,-300000000.0,-297000000.0,-696300000.0,0.0,-582800000.0,-755300000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216100000.0,80800000.0
,commonStockRepurchased,-239000000.0,-552600000.0,-412400000.0,-502800000.0,-501600000.0,-511300000.0,-495400000.0,-399700000.0,-766500000.0,-803900000.0,-581400000.0,-400200000.0,-1314500000.0,-726800000.0,-19900000.0
,dividendsPaid,-370000000.0,-340800000.0,-341700000.0,-325600000.0,-312200000.0,-316500000.0,-265200000.0,-277200000.0,-254200000.0,-194200000.0,-165300000.0,-41200000.0,-28400000.0,-30000000.0,-2961600000.0
,otherFinancingActivites,0.0,-4100000.0,-9200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160200000.0
,netCashUsedProvidedByFinancingActivities,-773500000.0,-1069800000.0,-357200000.0,-570500000.0,-1209200000.0,-1252000000.0,-1246400000.0,-450700000.0,-521500000.0,-601100000.0,-457600000.0,-504400000.0,-1297700000.0,-530100000.0,187300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
