Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,87171000.0,113271000.0,107029000.0,100877000.0,28832000.0,29999000.0,21414000.0,20705000.0,20013000.0
Stock-based compensation,4641000.0,8032000.0,5658000.0,4365000.0,1626000.0,2094000.0,1783000.0,1607000.0,1185000.0
Operating Cash Flow,5175000.0,9620000.0,90351000.0,86978000.0,21478000.0,17223000.0,18348000.0,10432000.0,13791000.0
Capital Expenditure,-96622000.0,-85054000.0,-147798000.0,-208040000.0,-90675000.0,-26696000.0,-11577000.0,-6244000.0,-10268000.0
Acquisitions and disposals,345422000.0,44413000.0,-97891000.0,-49806000.0,-372684000.0,0.0,-51377000.0,-35500000.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,248800000.0,-40491000.0,-245689000.0,-250771000.0,-471870000.0,-28214000.0,-62427000.0,-41744000.0,-10268000.0
Issuance (repayment) of debt,-193406000.0,-69171000.0,546687000.0,229546000.0,239234000.0,-3579000.0,62015000.0,9285000.0,-4830000.0
Issuance (buybacks) of shares,0.0,0.0,2825000.0,82488000.0,239843000.0,82321000.0,13000.0,69085000.0,12000000.0
Dividend payments,-80310000.0,-116293000.0,-112136000.0,-100411000.0,-28009000.0,-16120000.0,-16070000.0,-43546000.0,-11779000.0
Financing Cash Flow,-243134000.0,-264180000.0,477544000.0,161956000.0,450490000.0,10816000.0,43784000.0,32120000.0,-4609000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,10841000.0,-295051000.0,322206000.0,-1837000.0,98000.0,-175000.0,-295000.0,808000.0,-1086000.0
Free Cash Flow,-91447000.0,-75434000.0,-57447000.0,-121062000.0,-69197000.0,-9473000.0,6771000.0,4188000.0,3523000.0
Net Cash/Marketcap,-4.432,-1.2003,-1.3615,-1.5873,-0.8429,-0.3403,-1.0233,-0.3824,-0.321
