date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-14785000.0,-8418000.0,4534000.0,76000.0,-3010000.0,-795000.0,-8749000.0
,depreciationAndAmortization,0.0,4413000.0,3603000.0,4890000.0,5144000.0,6504000.0,7643000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,787000.0,915000.0,891000.0,857000.0,893000.0,928000.0
,changeInWorkingCapital,-4878000.0,4768000.0,325000.0,2989000.0,5804000.0,-4865000.0,-4845000.0
,accountsReceivables,0.0,9000.0,2000.0,-17000.0,-7000.0,19000.0,5772000.0
,inventory,0.0,-2997000.0,-10177000.0,-406000.0,-765000.0,1823000.0,-3115000.0
,accountsPayables,0.0,-196000.0,-706000.0,-606000.0,-803000.0,-131000.0,1736000.0
,otherWorkingCapital,1498000.0,6376000.0,1608000.0,1283000.0,-1706000.0,-7510000.0,-2645000.0
,otherNonCashItems,0.0,11171000.0,-2524000.0,1580000.0,2912000.0,-2063000.0,-1609000.0
,netCashProvidedByOperatingActivites,0.0,3987000.0,-5363000.0,5626000.0,3390000.0,5512000.0,1937000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-271000.0,-55000.0,-181000.0,-296000.0,-77000.0,-436000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,28000.0,3504000.0,-23000.0,86000.0,17000.0,-2572000.0
,netCashUsedForInvestingActivites,-25000.0,-243000.0,3449000.0,-204000.0,-210000.0,-60000.0,-3008000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-2554000.0,-4895000.0,-4623000.0,-8679000.0,-7374000.0,-3585000.0
,commonStockIssued,0.0,0.0,0.0,0.0,105000.0,0.0,0.0
,commonStockRepurchased,0.0,203000.0,10290000.0,1711000.0,6577000.0,410000.0,1347000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,7885000.0,15684000.0,5403000.0,7140000.0,1853000.0,9266000.0
,netCashUsedProvidedByFinancingActivities,5327000.0,-2421000.0,4417000.0,-3099000.0,-2986000.0,-6964000.0,2577000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,53000.0,62000.0,-110000.0,5000.0,-28000.0,-7000.0,-29000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,1385000.0,2393000.0,2328000.0,110000.0,-1661000.0,1477000.0
,cashAtEndOfPeriod,0.0,5821000.0,4605000.0,3300000.0,351000.0,1012000.0,2777000.0
,cashAtBeginningOfPeriod,0.0,4436000.0,2212000.0,972000.0,241000.0,2673000.0,1300000.0
,operatingCashFlow,0.0,3987000.0,-5363000.0,5626000.0,3390000.0,5512000.0,1937000.0
,capitalExpenditure,0.0,-271000.0,-55000.0,-181000.0,-296000.0,-77000.0,-436000.0
,freeCashFlow,0.0,3707000.0,-5449000.0,5427000.0,3094000.0,5433000.0,1436000.0
