date,,2017-03-31_FY,2016-04-01_FY,2015-03-31_FY
,revenue,4993000000.0,4250447000.0,4069746000.0
,costOfRevenue,3830000000.0,3575631000.0,3282301000.0
,grossProfit,1163000000.0,674816000.0,787445000.0
,grossProfitRatio,0.232926096535149,0.158763537105627,0.193487505117027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,187244000.0,194207000.0
,SellingAndMarketingExpenses,210000000.0,0.0,0.0
,otherExpenses,-3000000.0,3914114000.0,0.0
,operatingExpenses,451000000.0,4101358000.0,331265000.0
,costAndExpenses,4281000000.0,7676989000.0,3613566000.0
,interestExpense,106000000.0,53475000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,241000000.0,195189000.0,137058000.0
,EBITDA,953000000.0,344278000.0,593238000.0
,EBITDARatio,0.19086721409974,0.0809980691442571,0.14576781941674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,712000000.0,149089000.0,456180000.0
,operatingIncomeRatio,0.142599639495293,0.0350760755280562,0.112090533414125
,totalOtherIncomeExpensesNet,-93000000.0,-15221000.0,-5608000.0
,incomeBeforeTax,495000000.0,149089000.0,428708000.0
,incomeBeforeTaxRatio,0.0991387943120369,0.0350760755280562,0.105340234992552
,incomeTaxExpense,179000000.0,46167000.0,160996000.0
,netIncome,304000000.0,87145000.0,251757000.0
,netIncomeRatio,0.0608852393350691,0.0205025494965588,0.0618606173456525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.86,0.537292789994404,1.49855357142857
,EPSDiluted,1.84,0.532721226893328,1.46370348837209
,weightedAverageShsOut,163345000.0,162192759.0,168000000.0
,weightedAverageShsOutDil,164836000.0,163584621.0,172000000.0
