Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,14465000.0,14000000.0,195000.0,0000000.0,23429000.0,23000000.0,33561000.0,34000000.0,9717000.0,10000000.0,1007000.0,0.0
Revenue Growth,0.0332142857142857,70.7948717948718,1,-1,0.0186521739130435,-0.314680730609934,-0.0129117647058824,2.49902233199547,-0.0283,8.9304865938431,0.0,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Profit,0.0,14000000.0,0.0,0000000.0,0.0,23000000.0,0.0,34000000.0,0.0,10000000.0,0.0,0.0
R&D Expenses,13815000.0,14000000.0,24387000.0,24000000.0,35276000.0,35000000.0,31172000.0,31000000.0,8884000.0,9000000.0,0.0,0.0
SG&A Expense,7592000.0,8000000.0,5828000.0,6000000.0,5294000.0,5000000.0,6226000.0,6000000.0,4775000.0,21000000.0,0.0,0.0
Operating Expenses,21407000.0,21000000.0,30217000.0,30000000.0,40581000.0,41000000.0,37417000.0,37000000.0,29629000.0,30000000.0,0.0,0.0
Operating Income,-6942000.0,-7000000.0,-30022000.0,-30000000.0,-17152000.0,-17000000.0,-3856000.0,-4000000.0,-19912000.0,-20000000.0,0.0,0.0
Interest Expense,3870000.0,4000000.0,2406000.0,2000000.0,0.0,000000.0,288000.0,0000000.0,1649000.0,2000000.0,0.0,0.0
Earnings before Tax,-10705000.0,-11000000.0,0.0,-33000000.0,0.0,-17000000.0,4700000.0,5000000.0,0.0,-22000000.0,0.0,0.0
Income Tax Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-6942000.0,-11000000.0,-30022000.0,-33000000.0,-17152000.0,-17000000.0,-3856000.0,5000000.0,-21564000.0,-22000000.0,0.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-6942000.0,-11000000.0,-30022000.0,-33000000.0,-17152000.0,-17000000.0,-3856000.0,5000000.0,-21564000.0,-22000000.0,0.0,0.0
EPS,-0.72,-0.72,-2.23,-2.23,-1.17,-1.17,0.32,0.32,-0.06,-2.40,0.0,0.0
EPS Diluted,-0.72,-0.72,-2.23,-2.23,-1.17,-1.17,0.32,0.32,-0.06,-2.40,0.0,0.0
Weighted Average Shs Out,14860000.0,15000000.0,14779000.0,15000000.0,14747000.0,15000000.0,14700000.0,15000000.0,366165000.0,9000000.0,0.0,0.0
Weighted Average Shs Out (Dil),14860000.0,15000000.0,14779000.0,15000000.0,14747000.0,15000000.0,14726000.0,15000000.0,366165000.0,9000000.0,0.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.0,1,0.0,,0.0,1,0.0,1,0.0,1,0.0,0.0
EBITDA Margin,-0.348150708607,-0.5,-147.917948718,,-0.723419693542,-0.73913043478261,-0.105092220136,0.14705882352941,-2.0014407739,-2,0.0,0.0
EBIT Margin,-0.479917041134,-0.5,-153.958974359,,-0.732084169192,-0.73913043478261,-0.114895265338,0.14705882352941,-2.04919213749,-2,0.0,0.0
Profit Margin,-0.479917041134,-0.78571428571429,-153.958974359,,-0.732084169192,-0.73913043478261,-0.114895265338,0.14705882352941,-2.21920345786,-2.2,0.0,0.0
Free Cash Flow margin,-1.1511925337,,-146.435897436,,-0.712919885612,,-0.00908792944191,,0.022743645158,,0.0,0.0
EBITDA,-5036000.0,-7000000.0,-28844000.0,-30000000.0,-16949000.0,-17000000.0,-3527000.0,5000000.0,-19448000.0,-20000000.0,0.0,0.0
EBIT,-6942000.0,-7000000,-30022000.0,-31000000,-17152000.0,-17000000,-3856000.0,5000000,-19912000.0,-20000000,0.0,0.0
Consolidated Income,-6942000.0,-11000000.0,-30022000.0,-33000000.0,-17152000.0,-17000000.0,-3856000.0,5000000.0,-21564000.0,-22000000.0,0.0,0.0
Earnings Before Tax Margin,-0.74006221915,-0.78571428571429,0.0,,0.0,-0.73913043478261,0.140043502875,0.14705882352941,0.0,-2.2,0.0,0.0
Net Profit Margin,-0.479917041134,-0.78571428571429,-153.958974359,,-0.732084169192,-0.73913043478261,-0.114895265338,0.14705882352941,-2.21920345786,-2.2,0.0,0.0
