date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,47994000000.0,46840000000.0,42294000000.0,40122000000.0,39807000000.0,39498000000.0,42237000000.0,44033000000.0,47267000000.0,48047000000.0,45987000000.0,27428300000.0,23850300000.0,24197700000.0,22636000000.0,22011900000.0,22938600000.0,22485900000.0,51790300000.0,47715700000.0,40363200000.0,32714000000.0,26898200000.0,23636900000.0,19828700000.0,16681100000.0,14969800000.0
,costOfRevenue,15485000000.0,14112000000.0,13509000000.0,12775000000.0,13891000000.0,14934000000.0,16768000000.0,16954000000.0,16446000000.0,16871000000.0,18396000000.0,9018900000.0,5582500000.0,6140700000.0,6001100000.0,5149600000.0,4959800000.0,4315300000.0,33053600000.0,28976500000.0,21166200000.0,16706800000.0,13174600000.0,10953200000.0,8588300000.0,6789100000.0,5281100000.0
,grossProfit,32509000000.0,32728000000.0,28785000000.0,27347000000.0,25916000000.0,24564000000.0,25469000000.0,27079000000.0,30821000000.0,31176000000.0,27591000000.0,18409400000.0,18267800000.0,18057000000.0,16634900000.0,16862300000.0,17978800000.0,18170600000.0,18736700000.0,18739200000.0,19197000000.0,16007200000.0,13723600000.0,12683700000.0,11240400000.0,9892000000.0,9688700000.0
,grossProfitRatio,0.67735550277118,0.698719043552519,0.680592991913747,0.681596131798016,0.651041274147763,0.621904906577548,0.603002107157232,0.614970590239139,0.652061692089619,0.648864653360251,0.599973905668993,0.67118268357864,0.765935858249162,0.746227947284246,0.734886905813748,0.766053816344795,0.783779306496473,0.808088624426863,0.361780101679272,0.392726083867574,0.475606493043168,0.489307330195024,0.510205143838621,0.536605900096882,0.566875286831714,0.59300645640875,0.647216395676629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,13558000000.0,9872000000.0,9752000000.0,10208000000.0,10124000000.0,6704000000.0,7180000000.0,7503000000.0,8168000000.0,8467000000.0,10991000000.0,5845000000.0,4805300000.0,4882800000.0,4782900000.0,3848000000.0,4010200000.0,3178100000.0,2677200000.0,2456400000.0,2343800000.0,2068300000.0,1821100000.0,1683700000.0,1487300000.0,1331400000.0,1230600000.0
,GeneralAndAdministrativeExpenses,10468000000.0,10615000000.0,10102000000.0,0.0,0.0,0.0,0.0,0.0,0.0,13733000000.0,13245000000.0,8543200000.0,7377000000.0,7556700000.0,8165400000.0,7155500000.0,7346300000.0,6394900000.0,6186800000.0,6224400000.0,6167700000.0,5199900000.0,4511400000.0,4299200000.0,3841300000.0,3297800000.0,3177500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,9830000000.0,9762000000.0,10313000000.0,11606000000.0,11911000000.0,12776000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,465000000.0,497000000.0,652000000.0,304000000.0,-267000000.0,-72000000.0,12002000000.0,12000000.0,-449000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,24026000000.0,20487000000.0,19854000000.0,20038000000.0,19886000000.0,17017000000.0,18786000000.0,19414000000.0,20944000000.0,22200000000.0,24236000000.0,14388200000.0,12182300000.0,12439500000.0,12948300000.0,11003500000.0,11356500000.0,9713800000.0,9068900000.0,9010900000.0,10107900000.0,8413000000.0,7347600000.0,7017200000.0,6255700000.0,5488400000.0,5283600000.0
