date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-468383000.0,-231808000.0,-19105000.0,-84850000.0,-46390000.0,28597000.0,179003000.0,421258000.0,448609000.0,322453000.0,168018000.0,59114000.0,222710000.0,203372000.0,197634000.0,121813000.0,59362000.0,44432000.0,39676000.0,42676000.0,1448000.0,-18628000.0,0.0
,depreciationAndAmortization,98543000.0,123319000.0,123530000.0,107667000.0,118720000.0,131257000.0,124776000.0,278054000.0,230098000.0,188147000.0,124202000.0,118108000.0,102604000.0,70703000.0,55591000.0,46704000.0,35988000.0,27905000.0,23312000.0,28039000.0,21314000.0,7476000.0,0.0
,deferredIncomeTax,-24404000.0,-15469000.0,-3489000.0,16342000.0,-37606000.0,-3173000.0,-11970000.0,-7967000.0,17370000.0,27075000.0,20590000.0,-15126000.0,15890000.0,6802000.0,755000.0,-3082000.0,6870000.0,714000.0,4897000.0,-11504000.0,840000.0,-143000.0,0.0
,stockBasedCompensation,8431000.0,16768000.0,22649000.0,23049000.0,21322000.0,21778000.0,25581000.0,28991000.0,18904000.0,14565000.0,12620000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,69675000.0,-52639000.0,12330000.0,-42078000.0,-74528000.0,-97981000.0,-596817000.0,-155489000.0,292850000.0,468881000.0,-64516000.0,-90634000.0,140223000.0,57183000.0,102526000.0,158893000.0,52934000.0,29956000.0,51487000.0,-8888000.0,6811000.0,1218000.0,0.0
,accountsReceivables,63876000.0,50257000.0,-16792000.0,21128000.0,85503000.0,156945000.0,-65787000.0,48086000.0,-83379000.0,-260186000.0,-61835000.0,205627000.0,-155897000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,17578000.0,-10774000.0,-7283000.0,11339000.0,32158000.0,17777000.0,1430000.0,26038000.0,-34182000.0,-154290000.0,-75416000.0,200469000.0,-281971000.0,43186000.0,-22569000.0,-128087000.0,-41587000.0,194000.0,-29273000.0,28758000.0,-774000.0,9576000.0,0.0
,accountsPayables,0.0,-6173000.0,5796000.0,14048000.0,-27716000.0,-98354000.0,5741000.0,-11424000.0,30697000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,25536000.0,300358000.0,352997000.0,340667000.0,382745000.0,457273000.0,555254000.0,1152071000.0,1307560000.0,1014710000.0,545829000.0,610345000.0,700979000.0,560756000.0,503573000.0,401047000.0,242154000.0,189220000.0,159264000.0,107777000.0,886000.0,0.0,0.0
,otherNonCashItems,12404000.0,10963000.0,8819000.0,1446000.0,3708000.0,1063000.0,4946000.0,10090000.0,12942000.0,5132000.0,8832000.0,21992000.0,14836000.0,-3130000.0,-7187000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,132755000.0,137432000.0,103170000.0,95382000.0,149257000.0,256121000.0,438036000.0,687263000.0,637190000.0,215913000.0,230779000.0,453229000.0,257169000.0,247382000.0,137197000.0,32725000.0,96582000.0,57682000.0,45072000.0,55497000.0,23755000.0,-2556000.0,7469000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-239633000.0,-129090000.0,-83392000.0,-60041000.0,-41261000.0,-26086000.0,-29671000.0,-21383000.0,-2638000.0,0.0
,acquisitionsNet,0.0,0.0,-380000000.0,-13000000.0,0.0,-33000000.0,0.0,556000000.0,-100000000.0,-2000000.0,-710000000.0,0.0,-30000000.0,-103000000.0,-4000000.0,-148000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21166000.0,27381000.0,29354000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24408000.0,0.0
,otherInvestingActivites,-581000.0,-1912000.0,2666000.0,-1719000.0,-1135000.0,-1686000.0,-2626000.0,215000.0,-23244000.0,-5010000.0,-632000.0,-2143000.0,-646000.0,-1275000.0,-5966000.0,-1156000.0,-63000.0,-26000.0,73000.0,4947000.0,115000.0,102999000.0,-25719000.0
,netCashUsedForInvestingActivites,-3729000.0,-51982000.0,-461375000.0,-47615000.0,-29292000.0,-147196000.0,-198504000.0,108377000.0,-576977000.0,-488955000.0,-889680000.0,-102608000.0,-246094000.0,-310836000.0,-114248000.0,-229881000.0,-137713000.0,-54902000.0,-89428000.0,-22667000.0,-22377000.0,126745000.0,-61864000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-133404000.0,-338265000.0,-699859000.0,-42701000.0,-81208000.0,-18366000.0,-1050639000.0,-340721000.0,-273857000.0,-334237000.0,322094000.0,-299721000.0,-4999000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14154000.0,23361000.0,3460000.0,8868000.0,13796000.0,8509000.0,7552000.0,3968000.0,4177000.0,1205000.0,84599000.0,268000.0,46000.0,0.0
