Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0
R&D Expenses,28539000.0,9286000.0,1734000.0
SG&A Expense,9240000.0,2730000.0,651000.0
Operating Expenses,37779000.0,12016000.0,2385000.0
Operating Income,-37779000.0,-12016000.0,-2385000.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-40725000.0,-11941000.0,-2542000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-40725000.0,-11941000.0,-2542000.0
Preferred Dividends,6523000.0,0.0,0.0
Net Income Com,-39812000.0,-11941000.0,-2542000.0
EPS,-1.86,-3.32,-0.98
EPS Diluted,-1.86,-3.32,-0.98
Weighted Average Shs Out,36747182.0,36737000.0,36737000.0
Weighted Average Shs Out (Dil),21366995.0,3596673.0,2599641.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0
EBITDA Margin,,,
EBIT Margin,0.0,0.0,0.0
Profit Margin,,,
Free Cash Flow margin,0.0,0.0,0.0
EBITDA,-40669000.0,-11937000.0,-2542000.0
EBIT,-40725000.0,-11941000.0,-2542000.0
Consolidated Income,-40725000.0,-11941000.0,-2542000.0
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0
