date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,219987000.0,272064000.0,314369000.0,292594000.0,298880000.0,341731000.0,406242000.0,290415000.0,441412000.0,223941000.0,626400000.0,155156000.0,169721000.0,229682000.0,184308000.0,157697000.0,119299000.0,88479000.0,58116000.0,90361000.0,17545000.0,10613000.0,4475000.0
,costOfRevenue,8834000.0,15217000.0,20153000.0,20959000.0,21593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,211153000.0,256847000.0,294216000.0,271635000.0,277287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.959843081636642,0.944068307457069,0.935893806323143,0.928368319240996,0.927753613490364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,32612000.0,57016000.0,41043000.0,38034000.0,24546000.0,22438000.0,35691000.0,69866000.0,47635000.0,30233000.0,29528000.0,31611000.0,7297000.0,6041000.0,4946000.0,4159000.0,4638000.0,4030000.0,2914000.0,2399000.0,0.0,0.0,1444000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,248509000.0,308718000.0,312541000.0,310243000.0,305395000.0,318000000.0,276000000.0,49000000.0,39000000.0,30000000.0,31000000.0,32000000.0,33000000.0,50000000.0,52000000.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,257343000.0,323935000.0,332694000.0,331202000.0,326988000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,10968000.0,8760000.0,16639000.0,19581000.0,52868000.0,62129000.0,80022000.0,90973000.0,109924000.0,138035000.0,172219000.0,218410000.0,307303000.0,476988000.0,374269000.0,226446000.0,138847000.0,81561000.0,49527000.0,61332000.0,33986000.0,19741000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,27152000.0,22396000.0,19704000.0,24304000.0,26496000.0,28634000.0,26967000.0,30973000.0,6975000.0,312000.0,262000.0,290000.0,637000.0,1412000.0,-14280000.0,-1827000.0,4151000.0,-676000.0,3836000.0,13996000.0,0.0,0.0,452000.0
,EBITDA,-16529000.0,-23057000.0,-2056000.0,2649000.0,156632000.0,112955000.0,140443000.0,275459000.0,401917000.0,0.0,76863000.0,-209296000.0,-2975061000.0,-64022000.0,113420000.0,341895000.0,98548000.0,57650000.0,34809000.0,79251000.0,0.0,0.0,4927000.0
,EBITDARatio,-0.0751362580516121,-0.0847484415431663,-0.00654008505927747,0.00905350075531282,0.524063169164882,0.330537762157955,0.345712654033803,0.948501282647246,0.910525767310359,0.0,0.122705938697318,-1.34893913222821,-17.5291272146641,-0.278741912731516,0.615382945938321,2.16805012143541,0.826058894039347,0.651567038506312,0.598957257897997,0.877048726773719,0.0,0.0,1.10100558659218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-37356000.0,-51871000.0,-18325000.0,-38608000.0,-28108000.0,21253000.0,67791000.0,121109000.0,394942000.0,0.0,76601000.0,-209586000.0,-2975698000.0,-65434000.0,127700000.0,115168000.0,94397000.0,58326000.0,30973000.0,65255000.0,17545000.0,0.0,4475000.0
,operatingIncomeRatio,-0.169810034229295,-0.19065734533051,-0.0582913709685115,-0.131950757705216,-0.0940444325481799,0.062192192104316,0.166873439969279,0.417020470705714,0.894724203238698,0.0,0.122287675606641,-1.35080821882492,-17.5328804331815,-0.284889542933273,0.692861948477548,0.730311927303627,0.791263967007267,0.659207269521581,0.532951338701907,0.722158895983887,1.0,0.0,1.0
,totalOtherIncomeExpensesNet,17293000.0,2342000.0,20074000.0,2628000.0,-105633000.0,0.0,0.0,0.0,-39236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-54649000.0,-54213000.0,-38399000.0,-41236000.0,77525000.0,21253000.0,67791000.0,121109000.0,434178000.0,0.0,0.0,0.0,0.0,0.0,0.0,115168000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.248419224772373,-0.199265613973183,-0.122146267602722,-0.140932486653862,0.259385037473233,0.062192192104316,0.166873439969279,0.417020470705714,0.983611682509764,0.0,0.0,0.0,0.0,0.0,0.0,0.730311927303627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,1705000.0,641000.0,284000.0,965000.0,189000.0,345000.0,208000.0,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-56354000.0,-54854000.0,-38683000.0,-42201000.0,77079000.0,21847000.0,33246000.0,151413000.0,434110000.0,259447000.0,621662000.0,-209904000.0,-2985352000.0,-65457000.0,127923000.0,116955000.0,98415000.0,56118000.0,31495000.0,43671000.0,42860000.0,12299000.0,10640000.0
,netIncomeRatio,-0.256169682753981,-0.201621677252411,-0.123049664566163,-0.144230572055476,0.257892799785867,0.0639304013975905,0.0818379192697948,0.521367697949486,0.983457631419173,1.15855068969059,0.992436143039591,-1.35285776895512,-17.5897620211995,-0.284989681385568,0.694071879679667,0.741643785233708,0.824944048147931,0.634252195436205,0.54193337463005,0.483294784254269,2.44286121402109,1.1588617732969,2.37765363128492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.92,-0.9,-0.66,-0.71,1.07,0.328628506900665,0.45,3.180003,17.820018,18.9876581356488,65.760066,-25.380025,-340.860341,-9.120009,16.080016,15.180015,15.000015,11.880012,10.08001,14.940015,10.415996,4.475483,3.060003
,EPSDiluted,-0.92,-0.9,-0.66,-0.71,1.04,0.318247101896685,0.44,3.060003,17.640018,18.9861935955524,65.760066,-25.380025,-340.860341,-9.120009,16.020016,15.060015,14.760015,11.760012,10.06068,14.940015,10.415996,3.540004,3.060003
,weightedAverageShsOut,67158745.0,67039556.0,66993543.0,66903457.0,66709925.0,66479321.0,61500913.0,46146836.0,24024370.0,13663981.0,9991461.0,8810656.0,8797542.0,8561572.0,7378088.0,7278578.0,6157285.0,4316377.0,3013379.0,2748781.0,3914748.0,2748083.0,3476996.0
,weightedAverageShsOutDil,67158745.0,67039556.0,66993543.0,66903457.0,68788440.0,68647915.0,63131227.0,47218226.0,24294377.0,13665035.0,9991461.0,8810656.0,8797542.0,8561572.0,7402844.0,7330933.0,6259625.0,4356791.0,3015005.0,2748781.0,3914748.0,3486163.0,3476996.0
