date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,88170000.0,150048000.0,36783551.0,42877086.0,22573303.0,24817025.0,6977455.0,3045207.0,15960716.0,2755772.0,3359611.0,3334444.0,2651081.0,5552307.0,692135.0,629978.0,707073.0,4449685.0,3411518.0,4555000.0,442627.0,100000.0
,costOfRevenue,144966000.0,168339000.0,124600359.0,116125299.0,94971379.0,70444259.0,22349327.0,13541484.0,11236167.0,0.0,122946.0,0.0,0.0,0.0,0.0,0.0,4799.0,1941521.0,1337197.0,1064000.0,-1312614.0,0.0
,grossProfit,-56796000.0,-18291000.0,-87816808.0,-73248213.0,-72398076.0,-45627234.0,-15371872.0,-10496277.0,4724549.0,2755772.0,3236665.0,3334444.0,2651081.0,5552307.0,692135.0,629978.0,702274.0,2508164.0,2074321.0,3491000.0,1755241.0,0.0
,grossProfitRatio,-0.64416468186458,-0.121900991682662,-2.38739343028627,-1.70833001571049,-3.20724335291118,-1.83854567580119,-2.20307719648496,-3.4468188862038,0.2960110937379,1.0,0.963404691793187,1.0,1.0,1.0,1.0,1.0,0.993212864866852,0.563672259946491,0.608034605122998,0.766410537870472,3.96550820442494,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,-142617000.0,168339000.0,124600359.0,116125299.0,94971379.0,70444259.0,22349327.0,13005366.0,10564195.0,11022391.0,12877695.0,16902537.0,20662987.0,21788541.0,28643510.0,47079493.0,41717626.0,48526842.0,39982656.0,31357000.0,17575144.0,11000000.0
,GeneralAndAdministrativeExpenses,59218000.0,46041000.0,37339748.0,33741183.0,33125690.0,28370001.0,21249710.0,14483835.0,11465092.0,10820187.0,12111507.0,14110514.0,19831858.0,17041339.0,21287599.0,27464342.0,25784360.0,21716531.0,19466501.0,13761000.0,9189607.0,6900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1858000.0,28000.0,-2183278.0,1977398.0,-2202336.0,-5968170.0,2096334.0,-2672759.0,110473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
