date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,5987000000.0,5633000000.0,5221000000.0,4764000000.0,4840000000.0,4853000000.0,5102000000.0,5065000000.0,4854000000.0,0.0,198140000.0,118840000.0,112759000.0,23382000.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,5987000000.0,5633000000.0,5221000000.0,4764000000.0,4840000000.0,4853000000.0,5102000000.0,5065000000.0,4854000000.0,0.0,198140000.0,118840000.0,112759000.0,23382000.0,0.0,0.0,0.0
,grossProfitRatio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,-135000000.0,-129000000.0,-115000000.0,-65000000.0,-92000000.0,-111000000.0,111000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,175000000.0,232000000.0,172000000.0,134000000.0,134000000.0,135000000.0,0.0,184000000.0,177000000.0,151538000.0,372235000.0,195043000.0,173205000.0,156711000.0,128291000.0,100280000.0,79987000.0
,otherExpenses,195000000.0,186000000.0,178000000.0,156000000.0,150000000.0,4000000.0,236000000.0,372000000.0,247000000.0,243727000.0,988174000.0,1116455000.0,941484000.0,908706000.0,1118920000.0,940064000.0,900836000.0
,operatingExpenses,235000000.0,289000000.0,235000000.0,225000000.0,192000000.0,24000000.0,347000000.0,372000000.0,247000000.0,151538000.0,372235000.0,195043000.0,173205000.0,156711000.0,128291000.0,100280000.0,79987000.0
,costAndExpenses,235000000.0,289000000.0,235000000.0,225000000.0,192000000.0,24000000.0,347000000.0,372000000.0,247000000.0,151538000.0,372235000.0,195043000.0,173205000.0,156711000.0,128291000.0,100280000.0,79987000.0
,interestExpense,1218000000.0,754000000.0,557000000.0,501000000.0,544000000.0,535000000.0,765000000.0,1116000000.0,1489000000.0,-2244057000.0,-3707726000.0,-5316376000.0,-5131555000.0,-3152343000.0,-1533227000.0,-1448539000.0,-1891488000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,862000000.0,904000000.0,894000000.0,929000000.0,800000000.0,800000000.0,859000000.0,863000000.0,862000000.0,966093000.0,4410000.0,1028000.0,810881000.0,783084000.0,667145000.0,881542000.0,619965000.0
,EBITDA,3637000000.0,3718000000.0,3586000000.0,3636000000.0,3078000000.0,2144000000.0,2817000000.0,1602000000.0,883000000.0,-1484261000.0,732913000.0,2250557000.0,3797322000.0,3649479000.0,2924171000.0,2790680000.0,2443289000.0
,EBITDARatio,0.607482879572407,0.660039055565418,0.686841601225819,0.763224181360202,0.63595041322314,0.441788584380795,0.552136417091337,0.316288252714709,0.181911825298723,0.0,3.69896537801554,18.9377061595422,33.6764426786332,156.080703104953,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2775000000.0,2814000000.0,2692000000.0,2707000000.0,2278000000.0,1344000000.0,1958000000.0,739000000.0,21000000.0,-2450354000.0,728503000.0,2249529000.0,2986441000.0,2866395000.0,2257026000.0,1909138000.0,1823324000.0
,operatingIncomeRatio,0.463504259228328,0.499556186756613,0.515610036391496,0.568219983207389,0.470661157024793,0.276942097671543,0.383771070168561,0.145903257650543,0.00432632880098887,0.0,3.67670838800848,18.9290558734433,26.485167481088,122.589812676418,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,134000000.0,103000000.0,197000000.0,197000000.0,197000000.0,152000000.0,0.0,196000000.0,1000000.0,163620000.0,239726000.0,349907000.0,329055000.0,450394000.0,415858000.0,260858000.0,234123000.0
,incomeBeforeTax,3420000000.0,2814000000.0,2692000000.0,2707000000.0,2278000000.0,1761000000.0,2880000000.0,739000000.0,21000000.0,-2450354000.0,728503000.0,2249529000.0,2986441000.0,2866395000.0,2257026000.0,1909138000.0,1823324000.0
