date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-143551000.0,-97165000.0,-201810000.0,-166988000.0,-74978000.0,-49784000.0,-36375000.0,-26088133.0,-11741736.0,-10817341.0,-28726000.0,-24931000.0,-27576000.0,-10670184.0
,depreciationAndAmortization,547000.0,319000.0,265000.0,258000.0,252000.0,236000.0,160000.0,70551.0,139433.0,178471.0,-1291000.0,-2014000.0,-2050000.0,-683223.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,28385000.0,25884000.0,23968000.0,18605000.0,15957000.0,12726000.0,3679000.0,1226988.0,79861.0,78451.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-4262000.0,67335000.0,-92481000.0,-27208000.0,-10781000.0,107493000.0,44858842.0,3227834.0,-840171.0,801921.0,-465000.0,-1065000.0,2975000.0,1859174.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19500.0
,inventory,-16136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,23106000.0,-16055000.0,24446000.0,15758000.0,3888000.0,-1333000.0,-299000.0,1755613.0,-214903.0,619238.0,-1242000.0,-816000.0,2619000.0,1317135.0
,otherWorkingCapital,800000.0,145634000.0,78299000.0,170780000.0,197988000.0,208769000.0,101276000.0,56417158.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,33801000.0,8120000.0,0.0,23000.0,44000.0,61000.0,31000.0,936581.0,1502075.0,581465.0,2966000.0,4028000.0,4245000.0,1366446.0
,netCashProvidedByOperatingActivites,-85177000.0,-70341000.0,-148638000.0,-131302000.0,-47730000.0,-38156000.0,-32021000.0,-18113361.0,-10808567.0,-9068725.0,-26564000.0,-22767000.0,-17954000.0,-7852572.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-869000.0,-953000.0,-151000.0,-19000.0,-94000.0,-325000.0,-873000.0,-31373.0,-6783.0,-33635.0,-1155000.0,-2023000.0,-1341000.0,-1563058.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-4420000.0,-34326000.0,-25481000.0,-219577000.0,-197230000.0,-280559000.0,-48088000.0,-24676822.0,0.0,0.0,-37215000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,39145000.0,99510000.0,166081000.0,183743000.0,207442000.0,120792000.0,12351000.0,3504791.0,0.0,500350.0,32861000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,24000.0,12000.0,201265.0,5100.0,42312.0,0.0,-107000.0,-450000.0,0.0
,netCashUsedForInvestingActivites,21356000.0,64231000.0,140449000.0,-35853000.0,10118000.0,-160068000.0,-36598000.0,-21002139.0,-1683.0,509027.0,-5479000.0,-2128000.0,-2024000.0,-1563058.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-1049000.0,-1709000.0,-1604000.0,-638000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,164000000.0,0.0,189983000.0,91731000.0,72193831.0,40987.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,16095000.0,124424000.0,0.0,0.0,0.0,0.0,78000.0,0.0,297690.0,0.0,1441000.0,25016000.0,84118000.0,2779276.0
,netCashUsedProvidedByFinancingActivities,201725000.0,136195000.0,10694000.0,163458000.0,-1559000.0,190522000.0,97120000.0,89141340.0,15750687.0,6715886.0,1441000.0,25016000.0,84118000.0,2779276.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815000.0,-63000.0,184000.0,-677.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,137904000.0,130085000.0,2505000.0,-3697000.0,-39171000.0,-7702000.0,28501000.0,50025840.0,4940437.0,-1843812.0,-29787000.0,58000.0,64324000.0,-6637031.0
,cashAtEndOfPeriod,304962000.0,167058000.0,36973000.0,34468000.0,38165000.0,77336000.0,85038000.0,56537361.0,6511521.0,1571084.0,40499000.0,70286000.0,70228000.0,5903932.0
,cashAtBeginningOfPeriod,167058000.0,36973000.0,34468000.0,38165000.0,77336000.0,85038000.0,56537000.0,6511521.0,1571084.0,3414896.0,70286000.0,70228000.0,5904000.0,12540963.0
,operatingCashFlow,-85177000.0,-70341000.0,-148638000.0,-131302000.0,-47730000.0,-38156000.0,-32021000.0,-18113361.0,-10808567.0,-9068725.0,-26564000.0,-22767000.0,-17954000.0,-7852572.0
