date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2012-01-01_FY,2011-01-02_FY,2010-03-04_FY,2010-01-03_FY,2009-03-13_FY,2008-12-28_FY,2008-02-29_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,2000-01-02_FY,1999-01-03_FY,1997-12-28_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,444749000.0,1709002000.0,1589936000.0,1223408000.0,1435418000.0,1870297000.0,1998502000.0,2487400000.0,2505200000.0,2431400000.0,3416400000.0,382487000.0,3580800000.0,160470000.0,1822800000.0,91163000.0,1263700000.0,1243278000.0,727300000.0,328600000.0,293600000.0,98800000.0,136800000.0,87241000.0,854000000.0,815000000.0,861300000.0,989200000.0,1184200000.0,1062500000.0
,costOfRevenue,614907000.0,611262000.0,545852000.0,600962000.0,744701000.0,1184073000.0,1355086000.0,1839700000.0,1881200000.0,1816100000.0,2610800000.0,2728484000.0,2728500000.0,1415534000.0,1304700000.0,442791000.0,840400000.0,813869000.0,442800000.0,170400000.0,151600000.0,0.0,0.0,-121000.0,407700000.0,390900000.0,471900000.0,599400000.0,813000000.0,698400000.0
,grossProfit,-170158000.0,1097740000.0,1044084000.0,622446000.0,690717000.0,686224000.0,643416000.0,647700000.0,624000000.0,615200000.0,805700000.0,-2345997000.0,852400000.0,-1255064000.0,518100000.0,-351628000.0,360100000.0,429409000.0,219200000.0,136100000.0,142000000.0,0.0,0.0,87362000.0,446300000.0,424200000.0,389400000.0,389800000.0,371200000.0,364100000.0
,grossProfitRatio,-0.382593327922041,0.642328095578589,0.656683036298316,0.508780390515674,0.481195721385687,0.366906432507778,0.321949139905789,0.260392377583018,0.249081909627974,0.25302294974089,0.235833040627561,-6.13353395017347,0.238047363717605,-7.82117529756341,0.284233048057933,-3.85713502188388,0.284956872675477,0.345384539901776,0.301388697923828,0.414181375532562,0.483651226158038,0.0,0.0,1.00138696255201,0.522599531615925,0.520490797546012,0.452107279693487,0.394055802668823,0.313460564093903,0.342682352941176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,206876000.0,692205000.0,658398000.0,208581000.0,313629000.0,256553000.0,260732000.0,293800000.0,287800000.0,292400000.0,416600000.0,452713000.0,452700000.0,248718000.0,359600000.0,205086000.0,284600000.0,236396000.0,249300000.0,135200000.0,107200000.0,75900000.0,77400000.0,80212000.0,323200000.0,307100000.0,323500000.0,271100000.0,293300000.0,234900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-2718000.0,1713000.0,1617000.0,-14789000.0,37248000.0,26208000.0,200000.0,4300000.0,4200000.0,5000000.0,4255000.0,4300000.0,653000.0,700000.0,3879000.0,300000.0,0.0,17200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
