date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-143339000.0,82610000.0,90921000.0,99214000.0,107805000.0,124437000.0,20871000.0,5878000.0,-1076000.0,-2937092.0,-20920485.0,-16314332.0,13078716.0
,depreciationAndAmortization,109619000.0,99445000.0,101013000.0,85927000.0,72406000.0,64052000.0,65325000.0,53143000.0,34871000.0,29854930.0,27298178.0,24243567.0,23027566.0
,deferredIncomeTax,2056000.0,-12000.0,-430000.0,887000.0,-2391000.0,64000.0,-127000.0,3948000.0,-1801000.0,-2195820.0,0.0,0.0,0.0
,stockBasedCompensation,6476000.0,6219000.0,6665000.0,5887000.0,4221000.0,4753000.0,3524000.0,2124000.0,1205000.0,479559.0,0.0,0.0,0.0
,changeInWorkingCapital,-17722000.0,-8789000.0,26608000.0,-64757000.0,-71354000.0,125239000.0,-29569000.0,72160000.0,11190384.0,6354237.0,-2472949.0,-6292337.0,-1075942.0
,accountsReceivables,1286000.0,511000.0,2787000.0,-5032000.0,-2655000.0,-1727000.0,-419000.0,-1753000.0,-1424000.0,-394554.0,-56878.0,13966.0,570544.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1422000.0,-314000.0,-424000.0,4104000.0,4479000.0,714000.0,1077000.0,9259000.0,5005000.0,0.0,53113.0,0.0,0.0
,otherWorkingCapital,0.0,62970000.0,71759000.0,45151000.0,109908000.0,181262000.0,56023000.0,85592000.0,13432000.0,2241616.0,562922.0,0.0,0.0
,otherNonCashItems,168000.0,1369000.0,1099000.0,-12939000.0,2323000.0,3010000.0,47000.0,47000.0,73000.0,0.0,0.0,0.0,384269.0
,netCashProvidedByOperatingActivites,-42052000.0,148478000.0,161651000.0,146923000.0,137935000.0,132216000.0,102139000.0,72436000.0,34703000.0,24145574.0,10423241.0,9107465.0,26809830.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2800000.0,0.0,-83531100.0,-2769879.0,-21424293.0,-19533245.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-8078000.0,159661000.0,87985000.0,131486000.0,132704000.0,148678000.0,28189000.0,30559000.0,23796000.0,45556.0,-409947.0,2370972.0,22999367.0
,netCashUsedForInvestingActivites,-30710000.0,-182164000.0,-63057000.0,-515520000.0,-154443000.0,-131112000.0,-200548000.0,-467434000.0,-233005000.0,-83485544.0,-3165039.0,-19053321.0,3466122.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-123748000.0,-302287000.0,-723098000.0,-452082000.0,-424545000.0,-550150000.0,-115829000.0,-497801000.0,-82312000.0,-268716007.0,-11903774.0,-7856256.0,-21852397.0
,commonStockIssued,0.0,0.0,0.0,318307000.0,161347000.0,0.0,0.0,381795000.0,178858000.0,288715552.0,0.0,0.0,0.0
,commonStockRepurchased,-469000.0,-839000.0,-87724000.0,-75025000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-34248000.0,-90783000.0,-92245000.0,-85635000.0,-66713000.0,-57602000.0,-56550000.0,-47594000.0,-23066000.0,-19206619.0,-535261.0,0.0,0.0
,otherFinancingActivites,-2210000.0,64872000.0,-3978000.0,-2757000.0,-3213000.0,-3014000.0,-938000.0,4079000.0,-2394000.0,-4275770.0,0.0,2804384.0,-21394382.0
,netCashUsedProvidedByFinancingActivities,41825000.0,30963000.0,-92045000.0,370448000.0,21876000.0,-10359000.0,90284000.0,427724000.0,201745000.0,61899684.0,-7520009.0,31646.0,-19898912.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-30937000.0,-2723000.0,6549000.0,1851000.0,5368000.0,-9255000.0,-8125000.0,32726000.0,3443000.0,2559714.0,-261807.0,-9914210.0,10377040.0
,cashAtEndOfPeriod,38896000.0,69833000.0,72556000.0,36545000.0,34694000.0,29326000.0,38581000.0,46706000.0,13980000.0,10537132.0,7977418.0,8239225.0,18153435.0
,cashAtBeginningOfPeriod,69833000.0,72556000.0,66007000.0,34694000.0,29326000.0,38581000.0,46706000.0,13980000.0,10537000.0,7977418.0,8239225.0,18153435.0,7776395.0
,operatingCashFlow,-42052000.0,148478000.0,161651000.0,146923000.0,137935000.0,132216000.0,102139000.0,72436000.0,34703000.0,24145574.0,10423241.0,9107465.0,26809830.0
