date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-31_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2003-12-27_FY,2002-12-28_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1264000000.0,960000000.0,1336000000.0,1254000000.0,694000000.0,614000000.0,632000000.0,1807000000.0,961000000.0,1231000000.0,1247000000.0,1212000000.0,1148000000.0,1103000000.0,1004100000.0,1471000000.0,980400000.0,891000000.0,787000000.0,721000000.0,473600000.0,587700000.0,338300000.0,503000000.0,546000000.0,531000000.0,490300000.0,705400000.0
,depreciationAndAmortization,479000000.0,484000000.0,516000000.0,481000000.0,517000000.0,534000000.0,503000000.0,532000000.0,448000000.0,369000000.0,392000000.0,384000000.0,375000000.0,372000000.0,352700000.0,352000000.0,391800000.0,410000000.0,372800000.0,348400000.0,438600000.0,290600000.0,288000000.0,278000000.0,287300000.0,251500000.0,258800000.0,256100000.0
,deferredIncomeTax,69000000.0,47000000.0,46000000.0,-58000000.0,-26000000.0,-169000000.0,-254000000.0,317000000.0,-159000000.0,84000000.0,266000000.0,-40000000.0,157000000.0,-69000000.0,-43700000.0,-43000000.0,-59200000.0,57700000.0,74800000.0,111200000.0,71500000.0,-1400000.0,-60500000.0,46000000.0,38500000.0,58000000.0,-78700000.0,24500000.0
,stockBasedCompensation,76000000.0,61000000.0,64000000.0,71000000.0,63000000.0,55000000.0,41000000.0,38000000.0,46000000.0,0.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-409000000.0,25000000.0,114000000.0,48000000.0,969000000.0,-1479000000.0,-456000000.0,575000000.0,-857000000.0,-17000000.0,-539000000.0,1301000000.0,296000000.0,266200000.0,-200000.0,-626700000.0,-242300000.0,245000000.0,283000000.0,-946400000.0,580200000.0,-867200000.0,203400000.0,-32400000.0,480800000.0,-833800000.0,-84900000.0,56800000.0
,accountsReceivables,75000000.0,-145000000.0,76000000.0,-57000000.0,21000000.0,-127000000.0,131000000.0,-46000000.0,-65000000.0,-100000000.0,59000000.0,-75000000.0,48000000.0,0.0,0.0,0.0,0.0,14000000.0,-37000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-54000000.0,2000000.0,-86000000.0,80000000.0,7000000.0,-42000000.0,-30000000.0,116000000.0,-80000000.0,-76000000.0,-146000000.0,-13000000.0,41000000.0,0.0,-107000000.0,0.0,-24800000.0,-31000000.0,-47000000.0,-28000000.0,0.0,54500000.0,-39100000.0,-15000000.0,0.0,-35400000.0,19600000.0,6800000.0
,accountsPayables,-9000000.0,-9000000.0,115000000.0,193000000.0,124000000.0,427000000.0,96000000.0,30000000.0,208000000.0,40000000.0,72000000.0,-59000000.0,32000000.0,0.0,0.0,0.0,0.0,-63000000.0,-85000000.0,-41000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1756000000.0,-1347000000.0,-1372000000.0,-1486000000.0,-1534000000.0,-2503000000.0,-1024000000.0,-568000000.0,-1143000000.0,-286000000.0,-269000000.0,270000000.0,-1031000000.0,-1327000000.0,-1593200000.0,-1593000000.0,-966300000.0,-724000000.0,-969000000.0,-1252000000.0,-305600000.0,-885800000.0,-18600000.0,-222000000.0,-189600000.0,-670400000.0,163400000.0,248300000.0
,otherNonCashItems,0.0,-185000000.0,-298000000.0,-378000000.0,-107000000.0,445000000.0,662000000.0,-1101000000.0,347000000.0,-214000000.0,-546000000.0,-66000000.0,-334000000.0,87000000.0,-99300000.0,0.0,-397300000.0,-99500000.0,-108100000.0,-445900000.0,0.0,0.0,0.0,1000000.0,-18000000.0,0.0,-65400000.0,-49300000.0
,netCashProvidedByOperatingActivites,1986000000.0,1176000000.0,1536000000.0,403000000.0,1628000000.0,1691000000.0,1793000000.0,1807000000.0,1758000000.0,1595000000.0,1008000000.0,1643000000.0,1267000000.0,1503000000.0,1410500000.0,1410000000.0,1143300000.0,1229000000.0,1171000000.0,999900000.0,1132000000.0,880900000.0,795200000.0,720000000.0,879800000.0,711500000.0,1041000000.0,966800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-586000000.0,-578000000.0,-501000000.0,-507000000.0,-553000000.0,-582000000.0,-637000000.0,-533000000.0,-594000000.0,-474000000.0,-377000000.0,-461000000.0,-472000000.0,-453100000.0,-444000000.0,-374200000.0,-278600000.0,-247200000.0,-253500000.0,-276500000.0,-230900000.0,-564400000.0,-402000000.0,-337800000.0,-812500000.0,-315700000.0,-354300000.0
,acquisitionsNet,0.0,-8000000.0,-28000000.0,-592000000.0,-398000000.0,-398000000.0,-161000000.0,0.0,-2668000000.0,0.0,0.0,0.0,-213000000.0,-128000000.0,0.0,0.0,-50000000.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-250000000.0,-238000000.0,-320000000.0,-516000000.0,0.0,-731000000.0,-690000000.0,-544000000.0,-63000000.0,0.0,-1052000000.0,-187000000.0,0.0,0.0,-1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,83000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,1523000000.0,-22000000.0,515000000.0,-13000000.0,318000000.0,712000000.0,507000000.0,10000000.0,7000000.0,1970000000.0,194000000.0,0.0,0.0,0.0,0.0,-200000.0,0.0,0.0,0.0,-19400000.0,-16000000.0,-7600000.0,-3000000.0,2600000.0,14100000.0,500000.0,103300000.0
