date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,116769000.0,105433000.0,86436000.0,37763000.0,59880000.0,58614000.0,41000.0,13000.0,13000.0,9000.0,2000.0,8078000.0,9000.0,26000.0
,depreciationAndAmortization,62873000.0,36117000.0,35459000.0,37442000.0,40633000.0,38579000.0,37700000.0,41100000.0,45400000.0,51200000.0,53600000.0,46700000.0,21300000.0,16700000.0
,deferredIncomeTax,0.0,-1807000.0,-9063000.0,-8255000.0,1565000.0,5503000.0,2500000.0,-3600000.0,-11400000.0,-12000000.0,-11300000.0,-8700000.0,-5400000.0,-4100000.0
,stockBasedCompensation,37520000.0,30305000.0,30565000.0,23036000.0,17919000.0,9499000.0,6935000.0,5309000.0,5309000.0,4014000.0,15127000.0,13422000.0,6816000.0,3683000.0
,changeInWorkingCapital,-2093000.0,-11252000.0,-10252000.0,-510000.0,-13535000.0,-4287000.0,-12400000.0,-4300000.0,-300000.0,-23300000.0,-7000000.0,4400000.0,-8000000.0,2300000.0
,accountsReceivables,-13483000.0,-14822000.0,-499000.0,-1630000.0,-5725000.0,-7874000.0,-4085000.0,4657000.0,4657000.0,-20414000.0,-13196000.0,4611000.0,-5880000.0,-10022000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3763000.0,13643000.0,-3830000.0,3628000.0,-4685000.0,-5975000.0
,otherWorkingCapital,223000.0,173000.0,233000.0,215000.0,219000.0,187000.0,69000.0,37000.0,38022000.0,-9915000.0,3000.0,-4000.0,70277000.0,120000.0
,otherNonCashItems,51072000.0,21163000.0,33728000.0,25695000.0,14324000.0,-2871000.0,11900000.0,10200000.0,10900000.0,10800000.0,16200000.0,12400000.0,23600000.0,-2100000.0
,netCashProvidedByOperatingActivites,228621000.0,149654000.0,136308000.0,92135000.0,102867000.0,95538000.0,81400000.0,64800000.0,57200000.0,35800000.0,54300000.0,62900000.0,41100000.0,39300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-27860000.0,-32292000.0,-33684000.0,-22867000.0,-100000.0,-22968000.0,-19563000.0,-21218000.0,-9000.0,309000.0,-13300000.0,342000.0,178000.0,-57000.0
,acquisitionsNet,0.0,0.0,-573000.0,-56674000.0,-3000000.0,0.0,0.0,-7000000.0,0.0,-494000.0,-1461000.0,-290994000.0,-36121000.0,-938000.0
,purchasesOfInvestments,-37410000.0,42037000.0,-12761000.0,32413000.0,-29616000.0,-78429000.0,23598000.0,-27995000.0,-27995000.0,34000.0,9548000.0,-41983000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,30115000.0,66126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-96988000.0,-71347000.0,-43583000.0,-131267000.0,-30122000.0,-40245000.0,-50895000.0,-89546000.0,-50696000.0,-15416000.0,-4510000.0,-315618000.0,-58538000.0,-38572000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-31180000.0,-22992000.0,-27265000.0,-29462000.0,-22472000.0,-18685000.0,-14251000.0,-13946000.0,-13946000.0,-107750000.0,-65000000.0,-183000.0,6323000.0,-173000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-63737000.0,-56417000.0,-38199000.0,-55283000.0,-29158000.0,534000.0,300000.0,300000.0,50100000.0,800000.0,5300000.0,1000000.0,4200000.0,85500000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-111732000.0,-83257000.0,-66020000.0,61559000.0,-55150000.0,-54895000.0,-14934000.0,13157000.0,27435000.0,-28992000.0,-62166000.0,198940000.0,5667000.0,90978000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-8416000.0,-9435000.0,3321000.0,5522000.0,-8189000.0,-1641000.0,-9749000.0,-7269000.0,-14351000.0,3381000.0,5781000.0,-9986000.0,2178000.0,2068000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,11485000.0,-14385000.0,30026000.0,27949000.0,9406000.0,-1243000.0,5800000.0,-18800000.0,19600000.0,-5200000.0,-6600000.0,-63800000.0,-9600000.0,93800000.0
,cashAtEndOfPeriod,96929000.0,85444000.0,99829000.0,69803000.0,41854000.0,24257000.0,27100000.0,16000000.0,46700000.0,27100000.0,32300000.0,38900000.0,102700000.0,112300000.0
