date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-06-30_FY,2013-12-31_FY,2013-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-37230000.0,-25469000.0,-26754000.0,-17647000.0,-22799164.0,-14058641.0,-9849964.0,-15712.0,66196.0,-274.0
,depreciationAndAmortization,2311000.0,1040000.0,570000.0,369000.0,361382.0,307906.0,366979.0,0.0,384677.0,0.0
,deferredIncomeTax,164000.0,0.0,-164000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5090000.0,5374000.0,4943000.0,3046000.0,1905256.0,1164633.0,571382.0,0.0,0.0,0.0
,changeInWorkingCapital,-34434000.0,704000.0,43291000.0,19722541.0,-4570134.0,12600931.0,16251648.0,-3042313.0,3047601.0,0.0
,accountsReceivables,5343000.0,-4055000.0,12511000.0,-14469000.0,-58651.0,0.0,465385.0,0.0,-337483.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-4354000.0,1257000.0,764000.0,-332000.0,1360274.0,-90924.0,1115987.0,650.0,-549405.0,0.0
,otherWorkingCapital,53576000.0,88010000.0,87306000.0,44015000.0,24292459.0,28862593.0,16261662.0,10014.0,3052327.0,4726.0
,otherNonCashItems,0.0,-69000.0,75000.0,293000.0,1905256.0,671400.0,2589025.0,0.0,414269.0,0.0
,netCashProvidedByOperatingActivites,-45896000.0,-52467000.0,-1066000.0,49754000.0,-14387934.0,-12705480.0,-5065701.0,-15062.0,-3076482.0,-274.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2726000.0,-2462000.0,-1698000.0,-1950000.0,-580639.0,-620747.0,-267406.0,0.0,-49471.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-41499000.0,-59317000.0,-117582000.0,-43925000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,71617000.0,110405000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,39212000.0,9838000.0,-8875000.0,-45875000.0,-559671.0,-620747.0,-267406.0,0.0,-49471.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,-1157940.0,-181515.0,0.0,0.0,0.0
,commonStockIssued,9624000.0,30998000.0,47211000.0,0.0,15221021.0,25763960.0,11963188.0,21000.0,0.0,5000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0
,netCashUsedProvidedByFinancingActivities,10115000.0,32166000.0,48511000.0,4090000.0,15221021.0,24616020.0,20333850.0,21000.0,327210.0,5474.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4745000.0,-2144000.0,-1581000.0,553000.0,-267012.0,-414880.0,-215914.0,0.0,161047.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8176000.0,-12607000.0,36989000.0,8522000.0,6404.0,10874913.0,14784829.0,5938.0,-2637696.0,0.0
,cashAtEndOfPeriod,70436000.0,62260000.0,74867000.0,37878000.0,29355528.0,29349124.0,18474211.0,11138.0,3689382.0,5200.0
,cashAtBeginningOfPeriod,62260000.0,74867000.0,37878000.0,29356000.0,29349124.0,18474211.0,3689382.0,5200.0,6327078.0,0.0
,operatingCashFlow,-45896000.0,-52467000.0,-1066000.0,49754000.0,-14387934.0,-12705480.0,-5065701.0,-15062.0,-3076482.0,-274.0
,capitalExpenditure,-2726000.0,-2462000.0,-1698000.0,-1950000.0,-580639.0,-620747.0,-267406.0,0.0,-49471.0,0.0
,freeCashFlow,-48622000.0,-54929000.0,-2764000.0,47804000.0,-14968573.0,-13326227.0,-5333107.0,-15062.0,-3125953.0,-274.0
