Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,810998552.822,395102781.1366,130741540.6767
Capital Expenditure,-19102749.6382,-11336154.7763,-5903527.7178
Acquisitions and disposals,-123444283.6469,-109431680.7739,23902087.833
Investment purchases and sales,-27930535.4559,48065296.2515,53419726.4219
Investing Cash flow,-172214182.3444,-73004836.7594,71418286.5371
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,1120260492.0405,11940749.6977,273722102.2318
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,1120260492.0405,14963724.3047,246508279.3377
Effect of forex changes on cash,-144717.8003,-1964933.4946,-1439884.8092
Net cash flow / Change in cash,1763096960.9262,319830713.422,443628509.7192
Free Cash Flow,791895803.1838,383766626.3603,124838012.959
Net Cash/Marketcap,,,
