date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-12-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY
,revenue,2055146000.0,3160464000.0,3076208000.0,2806938000.0,2386435000.0,2344142000.0,2116855000.0,1718231000.0,1399719000.0,1231201000.0,1063404000.0,800864000.0,711146000.0,518868000.0,427017000.0,324072000.0,214278000.0,214278000.0,224061000.0,202651000.0,201426000.0,187057000.0,149632000.0,121600000.0,120100000.0,117600000.0,121700000.0,171400000.0,208900000.0,116200000.0,175500000.0,142000000.0,161900000.0,98800000.0
,costOfRevenue,1310704000.0,2042524000.0,1969099000.0,1752033000.0,1545574000.0,1505504000.0,1359596000.0,1132598000.0,948082000.0,860485000.0,712359000.0,533996000.0,510455000.0,379417000.0,311470000.0,239226000.0,161534000.0,161534000.0,162229000.0,153367000.0,158160000.0,136099000.0,109272000.0,94000000.0,91500000.0,87600000.0,96200000.0,144900000.0,180100000.0,97900000.0,152400000.0,124300000.0,133500000.0,81500000.0
,grossProfit,744442000.0,1117940000.0,1107109000.0,1054905000.0,840861000.0,838638000.0,757259000.0,585633000.0,451637000.0,370716000.0,351045000.0,266868000.0,200691000.0,139451000.0,115547000.0,84846000.0,52744000.0,52744000.0,61832000.0,49284000.0,43266000.0,50958000.0,40360000.0,27600000.0,28600000.0,30000000.0,25500000.0,26500000.0,28800000.0,18300000.0,23100000.0,17700000.0,28400000.0,17300000.0
,grossProfitRatio,0.362233145479689,0.353726541419235,0.359894064380562,0.375820556065007,0.352350263049276,0.357759043607426,0.357728328109389,0.340834847002528,0.322662620140185,0.301101119963353,0.330114424997461,0.333225116873776,0.282207872926235,0.268760069998535,0.270591100588501,0.26181218988373,0.246147527977674,0.246147527977674,0.275960564310612,0.243196431303078,0.214798486789193,0.272419636795201,0.269728400342173,0.226973684210526,0.238134887593672,0.255102040816327,0.209531635168447,0.154609101516919,0.137865007180469,0.157487091222031,0.131623931623932,0.124647887323944,0.175416924027177,0.175101214574899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,832180000.0,834763000.0,855247000.0,704436000.0,628762000.0,571990000.0,440506000.0,341242000.0,277019000.0,248380000.0,205281000.0,164098000.0,101669000.0,83258000.0,64763000.0,47452000.0,48796000.0,47039000.0,41551000.0,35814000.0,29860000.0,28145000.0,27200000.0,22600000.0,22400000.0,21800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,3238000.0,-1149000.0,-2960000.0,-454000.0,-27000.0,1340000.0,11488000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
