Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,49452000.0,987000.0,529088.0,44000.0,125312.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,49452000.0,987000.0,529088.0,44000.0,125312.0
Receivables,9837000.0,7462000.0,4729356.0,260000.0,254705.0
Inventories,37148000.0,7042000.0,4420632.0,196000.0,286070.0
Total current assets,95975000.0,16224000.0,10005922.0,526000.0,679952.0
Property, Plant & Equipment Net,75770000.0,5960000.0,7286201.0,66000.0,65453.0
Goodwill and Intangible Assets,99344000.0,44786000.0,9433915.0,187500.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,8908000.0,0.0,0.0,0.0,
Total non-current assets,190957000.0,51448000.0,16720116.0,65453.0,
Total assets,286932000.0,67672000.0,26726038.0,1169000.0,745405.0
Payables,8960000.0,4370000.0,4415043.0,460000.0,616719.0
Short-term debt,3369000.0,3549000.0,0.0,0.0,123689.0
Total current liabilities,55066000.0,10313000.0,11442748.0,571000.0,1190231.0
Long-term debt,1325000.0,3821000.0,10404636.0,103000.0,0.0
Total debt,4694000.0,7370000.0,4562179.0,123689.0,
Deferred revenue,0.0,0.0,0.0,0.0,
Tax Liabilities,9747000.0,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,
Total non-current liabilities,77330000.0,4621000.0,10404636.0,0.0,
Total liabilities,132396000.0,14934000.0,21847384.0,674000.0,1190231.0
Other comprehensive income,626000.0,0.0,0.0,0.0,
Retained earnings (deficit),-22636000.0,-10501000.0,-6964957.0,-3332000.0,-4863782.0
Total shareholders equity,154536000.0,52738000.0,4878654.0,495000.0,-444826.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-44758000.0,6383000.0,9875548.0,59000.0,-1623.0
Other Assets,-462000.0,733000.0,326846.0,25959.0,13865.0
Other Liabilities,42737000.0,2394000.0,7027705.0,111000.0,449823.0
