date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,38219000.0,60249000.0,53793000.0,41594000.0,33331000.0,30437000.0,29436000.0,39211000.0,131136000.0,32303000.0,26593000.0,22367000.0,23765000.0,23817000.0,17742000.0,15263000.0,15703000.0,13837000.0,9405000.0,8119000.0,6589000.0,4800000.0,4600000.0,4500000.0,5700000.0,9000000.0,7300000.0,7100000.0,4300000.0,1900000.0,900000.0,500000.0,500000.0
,depreciationAndAmortization,9067000.0,8729000.0,11031000.0,11914000.0,15341000.0,9078000.0,10166000.0,11110000.0,15554000.0,13073000.0,9188000.0,10963000.0,9925000.0,8031000.0,5347000.0,4513000.0,3988000.0,3344000.0,2220000.0,2134000.0,2362000.0,2400000.0,1400000.0,1200000.0,1600000.0,1300000.0,900000.0,400000.0,300000.0,300000.0,100000.0,0.0,0.0
,deferredIncomeTax,581000.0,-2330000.0,-158000.0,-591000.0,-1374000.0,829000.0,-557000.0,4844000.0,-7903000.0,-1009000.0,-4558000.0,-3079000.0,4118000.0,-657000.0,843000.0,-1410000.0,155000.0,369000.0,830000.0,2000.0,476000.0,-400000.0,200000.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3029000.0,3394000.0,2205000.0,2093000.0,1198000.0,787000.0,856000.0,838000.0,832000.0,1060000.0,895000.0,947000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,55684000.0,6406000.0,254000.0,44194000.0,303000.0,-45261000.0,-16409000.0,32664000.0,160950000.0,22136000.0,-14069000.0,23537000.0,-4434000.0,40013000.0,7463000.0,1218000.0,13896000.0,32142000.0,15624000.0,10516000.0,5288000.0,2800000.0,4700000.0,-1600000.0,5200000.0,10100000.0,-800000.0,14700000.0,10000000.0,2800000.0,1200000.0,300000.0,0.0
,accountsReceivables,13157000.0,1124000.0,-23032000.0,-6016000.0,-13156000.0,-12573000.0,-19607000.0,71776000.0,27302000.0,-88915000.0,-5915000.0,20912000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,19333000.0,-5925000.0,-29341000.0,-28518000.0,-909000.0,-4354000.0,4344000.0,29240000.0,13568000.0,-60494000.0,-29110000.0,40628000.0,-23285000.0,-28677000.0,-16053000.0,5819000.0,-1703000.0,-15881000.0,-1185000.0,-3282000.0,-6872000.0,400000.0,600000.0,100000.0,2000000.0,-1000000.0,-6100000.0,-5600000.0,-6400000.0,-2500000.0,-900000.0,0.0,0.0
,accountsPayables,-32239000.0,-4960000.0,25592000.0,5696000.0,18690000.0,12973000.0,-4996000.0,-33156000.0,-40773000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,444515000.0,388831000.0,382425000.0,382171000.0,337977000.0,337674000.0,382935000.0,399344000.0,366680000.0,205730000.0,183594000.0,197663000.0,174126000.0,178560000.0,138547000.0,131084000.0,129866000.0,115970000.0,83828000.0,68204000.0,57688000.0,52400000.0,49600000.0,44900000.0,46500000.0,41300000.0,31200000.0,32000000.0,17300000.0,7300000.0,4500000.0,3300000.0,3000000.0
,otherNonCashItems,62000.0,1068000.0,0.0,0.0,1880000.0,1430000.0,186000.0,138000.0,1000.0,-272000.0,2765000.0,533000.0,3962000.0,2552000.0,1155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0
,netCashProvidedByOperatingActivites,64993000.0,76452000.0,63041000.0,35891000.0,54564000.0,50084000.0,36613000.0,49194000.0,60641000.0,-23721000.0,37845000.0,84640000.0,-6428000.0,38517000.0,13367000.0,30380000.0,-4383000.0,19346000.0,12740000.0,6956000.0,236000.0,12600000.0,7400000.0,12100000.0,8000000.0,2800000.0,2100000.0,-3100000.0,-3100000.0,-300000.0,-1200000.0,400000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11011000.0,-5427000.0,-3956000.0,-3023000.0,-4777000.0,-4158000.0,-3302000.0,-5015000.0,-9474000.0,-9946000.0,-6085000.0,-5526000.0,-4898000.0,-61103000.0,-8494000.0,-2429000.0,-3254000.0,-2545000.0,-1317000.0,-2453000.0,-1580000.0,-1400000.0,-1600000.0,-1100000.0,-400000.0,-1200000.0,-700000.0,-500000.0,-400000.0,-300000.0,-200000.0,-100000.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-7582000.0,-38958000.0,-10030000.0,-31874000.0,-57289000.0,-62415000.0,-245810000.0,-381843000.0,0.0,-10823000.0,-112495000.0,0.0,-5144000.0,-300000.0,-6700000.0,-2300000.0,0.0,0.0,0.0,0.0,-3671000.0,-3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,11513000.0,44814000.0,8859000.0,66981000.0,42604000.0,151771000.0,212762000.0,207082000.0,0.0,62111000.0,63510000.0,0.0,5144000.0,13100000.0,11300000.0,2500000.0,0.0,0.0,0.0,0.0,8325000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
