date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-192110000.0,-268718000.0,-165910000.0,-303823000.0,-134112000.0,-56203000.0,-109063000.0,175485000.0,40826000.0,145757000.0,67934000.0,118527000.0,271001000.0,21069000.0,53498000.0,127132000.0,55501000.0,-5634000.0
,depreciationAndAmortization,104581000.0,102839000.0,104112000.0,113825000.0,120310000.0,104690000.0,98124000.0,108206000.0,107395000.0,101793000.0,76326000.0,58995000.0,31900000.0,37719000.0,17454000.0,5925000.0,0.0,0.0
,deferredIncomeTax,1475000.0,-1108000.0,-3192000.0,1265000.0,-3154000.0,84000.0,-4260000.0,312000.0,-56000.0,0.0,-1565000.0,-56113000.0,4451000.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2885000.0,4556000.0,4296000.0,3446000.0,5591000.0,7719000.0,5021000.0,4712000.0,4252000.0,8095000.0,2187000.0,2694000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-563000.0,-18970000.0,45866000.0,18329000.0,82331000.0,5588000.0,30705000.0,-68703000.0,-53390000.0,-13527000.0,86897000.0,-142001000.0,67652000.0,-1979000.0,-1157000.0,4047000.0,0.0,0.0
,accountsReceivables,5425000.0,6575000.0,5293000.0,-2350000.0,20588000.0,-107000.0,-1110000.0,-1434000.0,-32594000.0,3465000.0,29082000.0,2473000.0,-76016000.0,-20556000.0,-9193000.0,0.0,0.0,0.0
,inventory,12606000.0,2672000.0,-1681000.0,-4046000.0,8079000.0,-5933000.0,4966000.0,-9820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,47491000.0,-3023000.0,-7392000.0,7209000.0,17606000.0,1738000.0,-12916000.0,6701000.0,1333000.0,-11445000.0,-10610000.0,-42154000.0,59946000.0,23480000.0,-1321000.0,85935.0,0.0,0.0
,otherWorkingCapital,-3289000.0,-7853000.0,4470000.0,15278000.0,4635000.0,-9447000.0,-1585000.0,-32883000.0,6636000.0,-5760000.0,59974000.0,-111221000.0,153153000.0,10517000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,58591000.0,-44360000.0,10294000.0,8325000.0,-6976000.0,5354000.0,2846000.0,-863000.0,-13058000.0,3959000.0,-7293000.0,19767000.0,-78167000.0,14820000.0,24843000.0,-659000.0,0.0,0.0
,netCashProvidedByOperatingActivites,96112000.0,55637000.0,50784000.0,36920000.0,43478000.0,56323000.0,59749000.0,233846000.0,106643000.0,182490000.0,216451000.0,-28388000.0,128075000.0,56432000.0,96316000.0,137218000.0,21452000.0,2219000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-99379000.0,-85645000.0,-49592000.0,-151593000.0,-34921000.0,-237498000.0,-145934000.0,-57690000.0,-193956000.0,-582777000.0,-778458000.0,-417499000.0,-398410000.0,-109408000.0,-115389000.0,-5103000.0,0.0,0.0
,acquisitionsNet,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72000000.0,-99000000.0,0.0,-108000000.0,-145000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-15234000.0,-2724000.0,0.0,0.0,0.0,-167919000.0,0.0,-2052000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,5303000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,56980000.0,89575000.0,7567000.0,-4275000.0,3024000.0,-9552000.0,47248000.0,64908000.0,-26831000.0,67839000.0,-90311000.0,4843000.0,174095000.0,-2055000.0,-8322000.0,281000.0,26594000.0,-3682000.0
,netCashUsedForInvestingActivites,-56467000.0,27863000.0,-42365000.0,-150565000.0,-36499000.0,-244888000.0,-258571000.0,7251000.0,-175264000.0,-129769000.0,-802538000.0,-452637000.0,-16451000.0,-111463000.0,-123711000.0,-4967000.0,26594000.0,-3682000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-228632000.0,-123094000.0,-407200000.0,-74440000.0,-37557000.0,-312160000.0,-646581000.0,-237697000.0,-548487000.0,-804397000.0,-352049000.0,-52563000.0,-139173000.0,-340453000.0,-185998000.0,-139189000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415000.0,33817000.0,0.0,6749000.0,239567000.0,65453000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-10231000.0,-1000.0,-571000.0,-10141000.0,-252000.0,0.0,0.0,0.0,-221000.0,-50835000.0,-717000.0,-51033000.0,0.0,0.0,0.0,-24189000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,-3681000.0,-35350000.0,-32730000.0,-26405000.0,-32435000.0,-27238000.0,-27037000.0,-27583000.0,-28588000.0,-26023000.0,-15382000.0,0.0,-40000000.0,0.0,0.0
,otherFinancingActivites,-1851000.0,-740000.0,-25721000.0,8156000.0,-17964000.0,-8340000.0,25035000.0,-21388000.0,-12729000.0,-35366000.0,-8937000.0,-2310000.0,2741000.0,-7775000.0,98472000.0,-71000.0,-29416000.0,5474000.0
,netCashUsedProvidedByFinancingActivities,-111692000.0,-66916000.0,-16779000.0,86225000.0,-91123000.0,248290000.0,128785000.0,-154325000.0,32307000.0,-19244000.0,626396000.0,187082000.0,216285000.0,116952000.0,18374000.0,-111943000.0,-29416000.0,5474000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
