Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,13000000.0,20000000.0,11000000.0,3000000.0,2000000.0
Short-term investments,8000000.0,15000000.0,17000000.0,14000000.0,32000000.0
Cash and short-term investments,8000000.0,15000000.0,17000000.0,14000000.0,32000000.0
Receivables,000000.0,000000.0,1000000.0,0000000.0,000000.0
Inventories,,,,,
Total current assets,20000000.0,24000000.0,37000000.0,26000000.0,30000000.0
Property, Plant & Equipment Net,5000000.0,5000000.0,6000000.0,1000000.0,1000000.0
Goodwill and Intangible Assets,15000000,18000000,21000000,24000000,28000000
Long-term investments,000000.0,000000.0,0000000.0,0000000.0,0000000.0
Tax assets,000000.0,000000.0,5000000.0,5000000.0,000000.0
Total non-current assets,6000000.0,13000000.0,12000000.0,5000000.0,8000000.0
Total assets,43000000.0,61000000.0,67000000.0,44000000.0,80000000.0
Payables,0000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Short-term debt,,,,,
Total current liabilities,4000000.0,6000000.0,10000000.0,6000000.0,18000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,000000.0,2000000.0,000000.0,000000.0,000000.0
Tax Liabilities,000000.0,000000.0,7000000.0,5000000.0,8000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,6000000.0,13000000.0,12000000.0,5000000.0,8000000.0
Total liabilities,10000000.0,19000000.0,22000000.0,11000000.0,27000000.0
Other comprehensive income,-6000000.0,-1000000.0,0000000.0,-1000000.0,-3000000.0
Retained earnings (deficit),-112000000.0,-84000000.0,-48000000.0,-33000000.0,-23000000.0
Total shareholders equity,34000000.0,42000000.0,45000000.0,33000000.0,54000000.0
Investments,000000.0,000000.0,0000000.0,0000000.0,0000000.0
Net Debt,-13000000,-20000000,-11000000,-3000000,-2000000
Other Assets,0,0,0,0,16000000
Other Liabilities,7000000,13000000,3000000,1000000,18000000
