date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,212614000.0,284975000.0,216970000.0,162038000.0,123325000.0,83770000.0
,depreciationAndAmortization,242925000.0,221975000.0,181826000.0,150279000.0,119618000.0,88615000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4665000.0,11703000.0,8608000.0,7931000.0,7022000.0,4735000.0
,changeInWorkingCapital,-2132077000.0,437713000.0,144358000.0,-259471000.0,-37561000.0,2457000.0
,accountsReceivables,-153545000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1640809000.0,491268000.0,53555000.0,-90803000.0,168668000.0,206229000.0
,otherNonCashItems,0.0,1089000.0,16128000.0,13711000.0,7321000.0,6642000.0
,netCashProvidedByOperatingActivites,431586000.0,458334000.0,391678000.0,309425000.0,246304000.0,185897000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-705000000.0,-1012638000.0,-1284155000.0,-1095412000.0,-1091756000.0,-1075970000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-237175000.0,-82883000.0,-5459000.0,-38617000.0,-101844000.0
,netCashUsedForInvestingActivites,-811857000.0,-1249813000.0,-1367038000.0,-1100871000.0,-1130373000.0,-1177814000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-127659000.0,-1185352000.0,-1426770000.0,-637998000.0,-580115000.0,-690147000.0
,commonStockIssued,695944000.0,659943000.0,753918000.0,754357000.0,478704000.0,542142000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-353204000.0,-307157000.0,-255572000.0,-209918000.0,-162618000.0,-107912000.0
,otherFinancingActivites,0.0,-21665000.0,-27688000.0,-14598000.0,-24349000.0,-33329000.0
,netCashUsedProvidedByFinancingActivities,445466000.0,859843000.0,969199000.0,767458000.0,873797000.0,922719000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,65195000.0,68364000.0,-6161000.0,-23988000.0,-10272000.0,-69198000.0
,cashAtEndOfPeriod,176576000.0,111381000.0,43017000.0,49178000.0,73166000.0,67115000.0
,cashAtBeginningOfPeriod,111381000.0,43017000.0,49178000.0,73166000.0,83438000.0,136313000.0
,operatingCashFlow,431586000.0,458334000.0,391678000.0,309425000.0,246304000.0,185897000.0
,capitalExpenditure,0.0,-1012638000.0,-1284155000.0,-1095412000.0,-1091756000.0,-1075970000.0
,freeCashFlow,431586000.0,458334000.0,391678000.0,309425000.0,246304000.0,185897000.0
