Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,185122000.0,185000000.0,157951000.0,158000000.0,157627000.0,158000000.0,144935000.0,145000000.0,126452000.0,126000000.0,93486000.0,73289000.0,0.0
Stock-based compensation,18059000.0,18000000.0,15606000.0,16000000.0,12875000.0,13000000.0,12384000.0,12000000.0,11343000.0,11000000.0,8645000.0,7332000.0,0.0
Operating Cash Flow,215364000.0,215000000.0,152737000.0,153000000.0,521170000.0,521000000.0,227250000.0,227000000.0,88937000.0,89000000.0,173488000.0,219336000.0,0.0
Capital Expenditure,238260000.0,-238000000.0,209917000.0,-210000000.0,196965000.0,-197000000.0,367790000.0,-368000000.0,260820000.0,-261000000.0,191584000.0,170951000.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Investment purchases and sales,-120558000.0,6000000,-33800000.0,0,-43514000.0,0,-1464000.0,0,-12253000.0,0,-12873000.0,0.0,0.0
Investing Cash flow,-227243000.0,-227000000.0,-206563000.0,-207000000.0,-189410000.0,-189000000.0,-436234000.0,-436000000.0,-416416000.0,-416000000.0,-269668000.0,-274297000.0,0.0
Issuance (repayment) of debt,-167106000.0,,-145038000.0,,-164940000.0,,-154685000.0,,-112828000.0,,-88048000.0,-73151000.0,-0.0
Issuance (buybacks) of shares,-120558000.0,,-33800000.0,,-43514000.0,,-1464000.0,,-12253000.0,,-12873000.0,-198773000.0,0.0
Dividend payments,-9332000.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Financing Cash Flow,19064000.0,19000000.0,96341000.0,96000000.0,-314581000.0,-315000000.0,82368000.0,82000000.0,301637000.0,302000000.0,114712000.0,45959000.0,0.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net cash flow / Change in cash,7185000.0,7000000.0,42515000.0,43000000.0,17179000.0,17000000.0,-126616000.0,-127000000.0,-25842000.0,-26000000.0,18532000.0,-9002000.0,0.0
Free Cash Flow,-22896000.0,-23000000.0,-57180000.0,-57000000.0,324205000.0,324000000.0,-140540000.0,-141000000.0,-171883000.0,-172000000.0,-18096000.0,48385000.0,0.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
