date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,64807000000.0,62992000000.0,59689000000.0,58779000000.0,57119000000.0,54105000000.0,41461000000.0,84815000000.0,49045000000.0,38414000000.0,32688000000.0,29275000000.0,34401000000.0,32488000000.0,31708000000.0,28348000000.0,27907000000.0,26675000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,12954000000.0,11949000000.0,11915000000.0,11779000000.0,10912000000.0,11807000000.0,11011000000.0,11094000000.0,9815000000.0,7872000000.0,8991000000.0,9309000000.0,8841000000.0,8263000000.0,7838000000.0,7346000000.0,7602000000.0,8463000000.0
,SellingAndMarketingExpenses,462000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,59722000000.0,58158000000.0,53202000000.0,53074000000.0,49350000000.0,52346000000.0,43145000000.0,84139000000.0,44121000000.0,34077000000.0,30856000000.0,30216000000.0,29694000000.0,27874000000.0,27073000000.0,0.0,0.0,0.0
,costAndExpenses,59722000000.0,58158000000.0,53202000000.0,53074000000.0,49350000000.0,52346000000.0,43145000000.0,84139000000.0,43928000000.0,33992000000.0,31119000000.0,30393000000.0,29715000000.0,28085000000.0,27237000000.0,25061000000.0,25949000000.0,26611000000.0
,interestExpense,1540000000.0,1414000000.0,1322000000.0,1315000000.0,1302000000.0,1308000000.0,0.0,0.0,1164000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830000000.0,1846000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,460000000.0,161000000.0,222000000.0,318000000.0,113000000.0,631000000.0,411000000.0,302000000.0,290000000.0,-104000000.0,175000000.0,656000000.0,272000000.0,350000000.0,501000000.0,589000000.0,733000000.0,559000000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0784637462002561,0.076739903479807,0.108679991288177,0.097058473264261,0.13601428596439,0.0325108585158488,-0.04061648295989,0.00797028827447975,0.104332755632582,0.115114281251627,0.0479992657856094,-0.0381895815542272,0.136216970436906,0.135526963802019,0.141005424498549,0.115951742627346,0.0701616081986598,0.00239925023430178
,totalOtherIncomeExpensesNet,3262000000.0,-1042000000.0,1301000000.0,443000000.0,0.0,-1978000000.0,0.0,0.0,4039000000.0,0.0,0.0,0.0,7420000000.0,6452000000.0,6088000000.0,5963000000.0,5723000000.0,5670000000.0
,incomeBeforeTax,5085000000.0,4834000000.0,6487000000.0,5705000000.0,7769000000.0,1759000000.0,-1684000000.0,676000000.0,5117000000.0,4422000000.0,1569000000.0,-1118000000.0,4686000000.0,4403000000.0,4471000000.0,3287000000.0,1958000000.0,64000000.0
,incomeBeforeTaxRatio,0.0784637462002561,0.076739903479807,0.108679991288177,0.097058473264261,0.13601428596439,0.0325108585158488,-0.04061648295989,0.00797028827447975,0.104332755632582,0.115114281251627,0.0479992657856094,-0.0381895815542272,0.136216970436906,0.135526963802019,0.141005424498549,0.115951742627346,0.0701616081986598,0.00239925023430178
,incomeTaxExpense,947000000.0,822000000.0,-1438000000.0,1335000000.0,2072000000.0,349000000.0,-1058000000.0,204000000.0,1599000000.0,1310000000.0,21000000.0,-461000000.0,1245000000.0,1248000000.0,869000000.0,955000000.0,650000000.0,-192000000.0
,netIncome,4186000000.0,4074000000.0,7863000000.0,4368000000.0,5642000000.0,1381000000.0,-667000000.0,469000000.0,3666000000.0,3195000000.0,3124000000.0,-1073000000.0,3704000000.0,3428000000.0,3540000000.0,2256000000.0,1264000000.0,194000000.0
,netIncomeRatio,0.064591787924144,0.0646748793497587,0.131732815091558,0.0743122543765631,0.0987762390798158,0.0255244432122724,-0.0160874074431393,0.00552968224960208,0.0747476807013967,0.0831728015827563,0.0955702398433676,-0.0366524338172502,0.107671288625331,0.105515882787491,0.111643749211555,0.0795823338507126,0.0452932955889203,0.00727272727272727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,10.340909,9.755747,18.41452,10.168209,12.619062,3.022983,-1.55,0.95,7.63431903373594,5.82,7.68,-2.42,7.75,6.63,6.45,3.38,1.99,1.25
,EPSDiluted,10.187394,9.558893,18.034404,10.168209,12.17,3.022983,-1.55,0.94,7.50153468385513,5.75,7.63,-2.42,7.61,6.5,6.34,3.31,1.98,0.33565
,weightedAverageShsOut,404800000.0,417600000.0,427000000.0,429574173.0,447101369.0,456833477.0,468387097.0,446315789.0,480200000.0,466800000.0,444600000.0,429700000.0,459800000.0,484200000.0,511800000.0,520600000.0,544400000.0,576567377.0
,weightedAverageShsOutDil,410900000.0,426200000.0,436000000.0,429574173.0,463599014.0,456833477.0,468387097.0,451063830.0,488700000.0,475400000.0,448200000.0,429700000.0,468300000.0,494000000.0,520900000.0,531200000.0,548400000.0,577983819.0
