Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,472184000.0,476095000.0,355561000.0,334316000.0,267832000.0,219278000.0,177282000.0,135637000.0,115047000.0
Revenue Growth,-0.0082,0.339,0.0635,0.2482,0.2214,0.2369,0.307,0.179,
Cost of Revenue,154804000.0,173661000.0,129046000.0,117170000.0,100226000.0,81918000.0,64647000.0,55651000.0,50205000.0
Gross Profit,317380000.0,302434000.0,226515000.0,217146000.0,167606000.0,137360000.0,112635000.0,79986000.0,64842000.0
R&D Expenses,53079000.0,56362000.0,44719000.0,43041000.0,27741000.0,21459000.0,18849000.0,13526000.0,12640000.0
SG&A Expense,174669000.0,136261000.0,117407000.0,104633000.0,87824000.0,72313000.0,59180000.0,41573000.0,36404000.0
Operating Expenses,272996000.0,232002000.0,200448000.0,177205000.0,136557000.0,105384000.0,93703000.0,66426000.0,56808000.0
Operating Income,44384000.0,70432000.0,26067000.0,39941000.0,31049000.0,31976000.0,18932000.0,13560000.0,8034000.0
Interest Expense,10087000.0,7293000.0,2717000.0,1925000.0,1612000.0,1339000.0,1772000.0,494000.0,21295000.0
Earnings before Tax,40115000.0,63970000.0,24831000.0,37987000.0,30185000.0,30902000.0,17625000.0,13453000.0,-18454000.0
Income Tax Expense,14145000.0,9583000.0,8929000.0,15037000.0,11943000.0,9203000.0,7126000.0,-19868000.0,-1204000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,25970000.0,54387000.0,15902000.0,22950000.0,18242000.0,21699000.0,10499000.0,33321000.0,-17250000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,2301000.0,6209000.0,6740000.0
Net Income Com,25970000.0,54387000.0,15902000.0,22950000.0,18242000.0,21699000.0,8198000.0,27112000.0,-23990000.0
EPS,0.65,1.41,0.44,0.64,0.52,0.65,0.45,17.65,-15.7
EPS Diluted,0.64,1.38,0.43,0.63,0.5,0.62,0.33,1.43,-15.7
Weighted Average Shs Out,39636536.0,39636536.0,36642414.0,35942492.0,35352343.0,34594482.0,28174082.0,,
Weighted Average Shs Out (Dil),39846000.0,38447000.0,36404000.0,35784000.0,35145000.0,33626000.0,18138000.0,1536000.0,1528000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.6722,0.6352,0.6371,0.6495,0.6258,0.6264,0.6353,0.5897,0.5636
EBITDA Margin,0.136,0.174,0.102,0.139,0.135,0.163,0.126,0.126,0.061
EBIT Margin,0.1063,0.1497,0.0775,0.1194,0.1187,0.147,0.1094,0.1028,0.0247
Profit Margin,0.055,0.114,0.045,0.069,0.068,0.099,0.046,0.2,-0.209
Free Cash Flow margin,0.3073,0.3802,0.6767,0.2576,0.124,0.2183,0.2473,0.3375,0.1149
EBITDA,64213000.0,82647000.0,36244000.0,46583000.0,36183000.0,35662000.0,22347000.0,17146000.0,7005000.0
EBIT,50202000.0,71263000.0,27548000.0,39912000.0,31797000.0,32241000.0,19397000.0,13947000.0,2841000.0
Consolidated Income,25970000.0,54387000.0,15902000.0,22950000.0,18242000.0,21699000.0,10499000.0,33321000.0,-17250000.0
Earnings Before Tax Margin,0.085,0.1344,0.0698,0.1136,0.1127,0.1409,0.0994,0.0992,-0.1604
Net Profit Margin,0.055,0.1142,0.0447,0.0686,0.0681,0.099,0.0592,0.2457,-0.1499
