date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,178321441.0,138807748.0,128056302.0,67943035.0,104779307.0,89042703.0,70916840.0,54601551.0,45222189.0,18181710.0,31542883.0,1264897.0,11985671.0,8179376.0
,depreciationAndAmortization,27199515.0,26240871.0,23225351.0,12908690.0,12738036.0,9033740.0,7747454.0,7462384.0,8880738.0,7648469.0,7173453.0,6068155.0,1149250.0,868972.0
,deferredIncomeTax,-914826.0,-2437244.0,-4159890.0,-3252516.0,-3006541.0,-170345.0,3483890.0,112632.0,1127433.0,-2595103.0,-1101171.0,-1053124.0,0.0,0.0
,stockBasedCompensation,40603642.0,26600015.0,23130570.0,33903283.0,24405511.0,12114272.0,5396271.0,5050796.0,4544927.0,4896232.0,2341783.0,62281.0,1311727.0,0.0
,changeInWorkingCapital,4380247.0,13205245.0,-88276142.0,-23355088.0,-36578415.0,-28620868.0,-14508580.0,-12986292.0,-5929267.0,-17797048.0,-26621390.0,-2807956.0,1310039.0,781711.0
,accountsReceivables,-5507926.0,22132899.0,-53879876.0,-39918939.0,-10971773.0,-7146311.0,-2191118.0,-5667386.0,5689638.0,-6126742.0,-7820523.0,-1510430.0,81980.0,0.0
,inventory,5463852.0,-14848008.0,-42594485.0,-42078261.0,-40077384.0,-32095328.0,-13418971.0,-10432492.0,-3750200.0,-17079263.0,-16026215.0,-12456975.0,-4695495.0,-2845676.0
,accountsPayables,-2056719.0,-1298670.0,8140553.0,977152.0,2966885.0,5348896.0,405071.0,1621917.0,-2184674.0,431836.0,505407.0,-58467.0,-376527.0,0.0
,otherWorkingCapital,-3105590.0,-2477143.0,-10672986.0,36573241.0,-686757.0,-416185.0,0.0,-38086.0,-2034138.0,0.0,0.0,274768.0,504086.0,136491.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050796.0,0.0,0.0,4102771.0,30413229.0,3808047.0,188891.0
,netCashProvidedByOperatingActivites,258477921.0,229342343.0,103941952.0,102183885.0,123258611.0,109392000.0,93514318.0,74302995.0,71097317.0,38469919.0,38787226.0,50300987.0,20020039.0,12255894.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-18916134.0,-24436097.0,-36716390.0,-38291131.0,-51007209.0,-52291524.0,-21871559.0,-21819307.0,-27945442.0,-8393841.0,-11788150.0,-3979574.0,-4116926.0,-8943410.0
,acquisitionsNet,0.0,0.0,98000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,2000000.0,0.0,0.0
,purchasesOfInvestments,-2665105739.0,-2606500224.0,-2737660372.0,-22669000.0,0.0,0.0,0.0,-6608612.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2949140006.0,2446228660.0,2117604527.0,0.0,0.0,0.0,6608612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-12332718.0,-38291303.0,0.0,2100150.0,0.0,0.0,0.0,-4490730.0,-270119.0,116151.0
,netCashUsedForInvestingActivites,263009969.0,-180144228.0,-558945397.0,-60895217.0,-52520361.0,-89755807.0,-13407612.0,-25567595.0,-26753193.0,-7127252.0,-15851475.0,-6860454.0,-21666504.0,-8815804.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-23412060.0,0.0,-113501255.0,-56533400.0,-8014000.0,-14286800.0,-10847200.0,-11080373.0,-21196874.0,-1009050.0,0.0
,commonStockIssued,0.0,9034987.0,590265000.0,0.0,0.0,80583959.0,33212518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-110042776.0,-10000000.0,0.0,0.0,0.0,-70000000.0,-29594080.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10446179.0,0.0,0.0,0.0
,otherFinancingActivites,-12366252.0,-129073907.0,-10145395.0,-18789151.0,-25642734.0,60980146.0,-167867419.0,-46003640.0,-7120693.0,-18124504.0,1232482.0,257595.0,0.0,-488878.0
,netCashUsedProvidedByFinancingActivities,-12065816.0,-229469922.0,571304139.0,-18324385.0,-22083938.0,51579709.0,-142827560.0,-38524650.0,-5104076.0,-10076504.0,-14278870.0,1564925.0,4785780.0,-3122278.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4158962.0,3141673.0,3243017.0,12607032.0,-9826672.0,-7098233.0,-597409.0,4318420.0,957434.0,3204304.0,2440536.0,23877.0,665268.0,424001.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,513581036.0,-177130134.0,119543711.0,35571315.0,38827640.0,64117669.0,-63318263.0,14529170.0,40197482.0,24470467.0,11097417.0,45029335.0,3804583.0,741813.0
,cashAtEndOfPeriod,675331461.0,161750425.0,338880559.0,219336848.0,183765533.0,144937893.0,80820224.0,144138487.0,129609317.0,89411835.0,64941368.0,53843951.0,8814616.0,5010033.0
