date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,revenue,3259500000.0,2601022000.0,1940856000.0,1574751000.0,1449860000.0,1405024000.0,1350227000.0,935332000.0,908609000.0,665665000.0,479893000.0,528157000.0,602317000.0,493663000.0,416788000.0,340781000.0,263944000.0,262566000.0,333818000.0,519478000.0,264300000.0,169800000.0,124100000.0,98900000.0,86600000.0,65200000.0,59800000.0,58100000.0,47700000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1107353000.0,837055000.0,710407000.0,609171000.0,561164000.0,489823000.0,431279000.0,384263000.0,356643000.0,293720000.0,214706000.0,193454000.0,213892000.0,188588000.0,163590000.0,155097000.0,122093000.0,105168000.0,90533000.0,123696000.0,75900000.0,44200000.0,40100000.0,31400000.0,27200000.0,23200000.0,18600000.0,12800000.0,11800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025000.0,3126000.0,3445000.0,2300000.0,2200000.0,1400000.0,0.0,0.0,0.0,0.0,200000.0,300000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1920000000.0,1352000000.0,1148000000.0,1009000000.0,916000000.0,802000000.0,711000000.0,621000000.0,546000000.0,511000000.0,483000000.0,484000000.0,431000000.0,368000000.0,277000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,212807000.0,75921000.0,44771000.0,42873000.0,40340000.0,35321000.0,32277000.0,30854000.0,39111000.0,43596000.0,49076000.0,67482000.0,62453000.0,35182000.0,17166000.0,11391000.0,13453000.0,17876000.0,37341000.0,56912000.0,76500000.0,78600000.0,55200000.0,37800000.0,27300000.0,14800000.0,13700000.0,19200000.0,29800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,82717000.0,57906000.0,56123000.0,46819000.0,40008000.0,39696000.0,35894000.0,28122000.0,27490000.0,19259000.0,35392000.0,25057000.0,27028000.0,23870000.0,1674000.0,10917000.0,7610000.0,7850000.0,5717000.0,4016000.0,3300000.0,1800000.0,1300000.0,1200000.0,1900000.0,1500000.0,1500000.0,1100000.0,1200000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.494064120263844,0.523989800932095,0.450647034092174,0.406793835977878,0.416298125336239,0.464388508666044,0.507453191204146,0.388185157783546,0.442302464536451,0.297775908302224,0.0955358798732217,0.253136851352912,0.349344282163711,0.313928732758987,0.367800896378974,0.308459098365226,0.0574705240505562,0.304978557772141,0.422841188911323,0.513929367557433,0.326144532727961,0.288574793875147,0.38436744560838,0.361981799797776,0.34526558891455,0.253067484662577,0.0451505016722408,-0.0636833046471601,0.446540880503145
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,1610402000.0,1362909000.0,874641000.0,640599000.0,603574000.0,652477000.0,685177000.0,363082000.0,401880000.0,198219000.0,45847000.0,133696000.0,210416000.0,154975000.0,153295000.0,105117000.0,15169000.0,80077000.0,141152000.0,266975000.0,86200000.0,49000000.0,47700000.0,35800000.0,29900000.0,16500000.0,2700000.0,-3700000.0,21300000.0
,incomeBeforeTaxRatio,0.494064120263844,0.523989800932095,0.450647034092174,0.406793835977878,0.416298125336239,0.464388508666044,0.507453191204146,0.388185157783546,0.442302464536451,0.297775908302224,0.0955358798732217,0.253136851352912,0.349344282163711,0.313928732758987,0.367800896378974,0.308459098365226,0.0574705240505562,0.304978557772141,0.422841188911323,0.513929367557433,0.326144532727961,0.288574793875147,0.38436744560838,0.361981799797776,0.34526558891455,0.253067484662577,0.0451505016722408,-0.0636833046471601,0.446540880503145
