Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,85601000.0,79660000.0,72414000.0,60531766.0,49322908.0,43904913.0
Revenue Growth,0.0746,0.1001,0.1963,0.2273,0.1234,
Cost of Revenue,64684000.0,62020000.0,57128000.0,47499628.0,34770357.0,32097864.0
Gross Profit,20917000.0,17640000.0,15286000.0,13032138.0,14552551.0,11807049.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,11119000.0,11893000.0,11172000.0,10711002.0,8687490.0,10777805.0
Operating Expenses,15286000.0,20466000.0,21589000.0,22394404.0,12129924.0,17114341.0
Operating Income,5631000.0,-2826000.0,-6303000.0,-9362266.0,2422627.0,-5307292.0
Interest Expense,1193000.0,1167000.0,464000.0,30380.0,75771.0,768152.0
Earnings before Tax,3987000.0,-3616000.0,-6318000.0,-2385794.0,5447447.0,-20950287.0
Income Tax Expense,713000.0,600000.0,10370000.0,-9316487.0,817288.0,518927.0
Net Income - Non-Controlling int,633000.0,188000.0,233000.0,170526.0,409913.0,-384261.0
Net Income - Discontinued ops,0.0,-397000.0,92000.0,0.0,0.0,6112956.0
Net Income,3274000.0,-4216000.0,-16688000.0,6930693.0,4630159.0,-21469214.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,3274000.0,-4216000.0,-16688000.0,6930693.0,4630159.0,-21469214.0
EPS,0.12,-0.17,-0.66,0.28,0.19,-1.51
EPS Diluted,0.12,-0.17,-0.66,0.28,0.19,-1.51
Weighted Average Shs Out,28293902.0,25286571.0,25050628.0,24972515.0,24940195.0,
Weighted Average Shs Out (Dil),27653827.0,25402330.0,25078113.0,24960295.0,24940195.0,14440389.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.2444,0.2214,0.2111,0.2153,0.295,0.2689
EBITDA Margin,0.094,0.008,-0.044,-0.003,0.141,-0.426
EBIT Margin,0.0605,-0.0307,-0.0808,-0.0389,0.112,-0.4597
Profit Margin,0.038,-0.053,-0.23,0.114,0.094,-0.489
Free Cash Flow margin,0.0274,0.0173,-0.1175,-0.1907,-0.1274,-0.1694
EBITDA,8004000.0,602000.0,-3207000.0,-163964.0,6961946.0,-18725399.0
EBIT,5180000.0,-2449000.0,-5854000.0,-2355414.0,5523218.0,-20182135.0
Consolidated Income,3907000.0,-4028000.0,-16455000.0,7101219.0,5040072.0,-21853475.0
Earnings Before Tax Margin,0.0466,-0.0454,-0.0872,-0.0394,0.1104,-0.4772
Net Profit Margin,0.0382,-0.0529,-0.2305,0.1145,0.0939,-0.489
