date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-05-31_FY
,revenue,41004601.0,24949473.0,22503908.0,15150754.0,9527843.0,4791616.0,4122825.0,2422667.0,1342936.0,36078.0,0.0,0.0,0.0,0.0,0.0,10000.0
,costOfRevenue,11052409.0,7363919.0,7489400.0,5518360.0,3953725.0,2212546.0,2133888.0,1911565.0,319298.0,11760.0,0.0,0.0,0.0,0.0,0.0,10000.0
,grossProfit,29952192.0,17585554.0,15014508.0,9632394.0,5574118.0,2579070.0,1988937.0,511102.0,1023638.0,24318.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.730459296506751,0.704846711591864,0.667195582207321,0.635769942538833,0.585034619063307,0.538246387022666,0.482420912844955,0.210966674330397,0.762238855760811,0.674039580908033,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,8810561.0,12091797.0,7723028.0,4049436.0,4783491.0,3871069.0,2431759.0,1738938.0,2532489.0,2888245.0,1757370.0,1961960.0,1983483.0,1415509.0,1112804.0,0.0
,GeneralAndAdministrativeExpenses,31511965.0,24467821.0,22876408.0,15425556.0,12282752.0,8011660.0,6835970.0,3485395.0,1981983.0,1572840.0,1066649.0,1065402.0,1260729.0,1651121.0,1851507.0,70000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1406000.0,-1384000.0,0.0,0.0,0.0,0.0,-2428000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88027000.0
,operatingExpenses,40322526.0,36559618.0,30599436.0,19474992.0,17066243.0,11882729.0,9267729.0,5224333.0,4514472.0,4461085.0,2824019.0,3027362.0,3244212.0,3066630.0,2964311.0,80000.0
,costAndExpenses,51374935.0,43923537.0,38088836.0,24993352.0,21019968.0,14095275.0,11401617.0,7135898.0,4833770.0,4472845.0,2824019.0,3027362.0,3244212.0,3066630.0,2964311.0,90000.0
