date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-428000.0,9033000.0,-34714000.0,73235000.0,-33266000.0,-2685000.0
,depreciationAndAmortization,14142000.0,20633000.0,13260000.0,1508000.0,3042000.0,-179000.0
,deferredIncomeTax,950000.0,2445000.0,9183000.0,-105586000.0,-7888000.0,-546000.0
,stockBasedCompensation,11562000.0,13631000.0,11464000.0,18421000.0,27746000.0,0.0
,changeInWorkingCapital,93685000.0,47785000.0,-45559000.0,9094000.0,-52276000.0,-43144000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-99228000.0,-191967000.0,-278008000.0,-64523000.0,-61746000.0,-39938000.0
,accountsPayables,-32304000.0,-4174000.0,-5714000.0,59774000.0,11237000.0,-28280000.0
,otherWorkingCapital,2050809000.0,1957124000.0,1909339000.0,1954898000.0,-479000.0,24301000.0
,otherNonCashItems,0.0,-64870000.0,-3494000.0,-105586000.0,0.0,0.0
,netCashProvidedByOperatingActivites,-78499000.0,-232040000.0,-343296000.0,-58143000.0,-124637000.0,-41373000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2147000.0,-1676000.0,-3105000.0,-242000.0,-1091000.0,-845000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-25233000.0,-20763000.0,-37500000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,45210000.0,25000000.0,43000000.0
,otherInvestingActivites,-4166000.0,-1676000.0,1749000.0,876000.0,1574000.0,79000.0
,netCashUsedForInvestingActivites,52940000.0,311000.0,579000.0,-55889000.0,83327000.0,4388000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-65130000.0,-5000000.0,0.0,-5000000.0,0.0
,commonStockIssued,0.0,3000.0,0.0,419743000.0,470000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-23541000.0,25274000.0,-5131000.0,-19537000.0,-513000.0,-6579000.0
,netCashUsedProvidedByFinancingActivities,-23541000.0,83206000.0,-10131000.0,900206000.0,-5043000.0,-6579000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-49100000.0,-148523000.0,-352848000.0,786174000.0,-46353000.0,-43564000.0
,cashAtEndOfPeriod,299474000.0,348574000.0,497097000.0,848478000.0,62304000.0,108657000.0
,cashAtBeginningOfPeriod,348574000.0,497097000.0,849945000.0,62304000.0,108657000.0,152221000.0
,operatingCashFlow,-78499000.0,-232040000.0,-343296000.0,-58143000.0,-124637000.0,-41373000.0
,capitalExpenditure,-2147000.0,-1676000.0,5685000.0,-242000.0,-1091000.0,-845000.0
,freeCashFlow,-80646000.0,-233716000.0,-346401000.0,-58385000.0,-125728000.0,-42218000.0
