Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,247000000.0,66000000.0,41000000.0,99000000.0,103000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,29000000.0,47000000.0,31000000.0,11000000.0,4000000.0
Inventories,4000000.0,1000000.0,1000000.0,0000000.0,1000000.0
Total current assets,2116000000.0,2092000000.0,2113000000.0,1815000000.0,1585000000.0
Property Plant & Equipment Net,1695000000.0,1764000000.0,1847000000.0,1623000000.0,1409000000.0
Goodwill and Intangible Assets,73000000,86000000,99000000,16000000,0
Long-term investments,000000.0,000000.0,000000.0,000000.0,5000000.0
Tax assets,000000.0,5000000.0,10000000.0,6000000.0,000000.0
Total non-current assets,1476000000.0,1501000000.0,1450000000.0,1144000000.0,981000000.0
Total assets,2427000000.0,2253000000.0,2245000000.0,1956000000.0,1721000000.0
Payables,5000000.0,2000000.0,4000000.0,3000000.0,2000000.0
Short-term debt,119000000.0,78000000.0,122000000.0,144000000.0,156000000.0
Total current liabilities,180000000.0,215000000.0,266000000.0,278000000.0,241000000.0
Long-term debt,1252000000.0,1297000000.0,1223000000.0,908000000.0,733000000.0
Total debt,1252000000.0,1297000000.0,1223000000.0,908000000.0,733000000.0
Deferred revenue,15000000.0,000000.0,000000.0,000000.0,000000.0
Tax Liabilities,5000000.0,19000000.0,000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,1476000000.0,1501000000.0,1450000000.0,1144000000.0,981000000.0
Total liabilities,1656000000.0,1716000000.0,1716000000.0,1422000000.0,1222000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),,,,,
Total shareholders equity,,,,,
Investments,000000.0,000000.0,000000.0,000000.0,5000000.0
Net Debt,1124000000,1309000000,1304000000,953000000,786000000
Other Assets,348000000,237000000,157000000,169000000,170000000
Other Liabilities,13000000,105000000,130000000,106000000,63000000
