date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,35728703.0,53742516.0,62307016.0,62892910.0,55665510.0
,costOfRevenue,0.0,0.0,5300296.0,8228297.0,9223108.0
,grossProfit,0.0,0.0,57006720.0,54664613.0,46442402.0
,grossProfitRatio,0.0,0.0,0.914932597638764,0.869169720402506,0.834311982410653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25629812.0,20112961.0,18532319.0,20998054.0,20060296.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2810073.0,3091417.0,3556265.0,5212859.0,6862530.0
,operatingExpenses,28439885.0,23204378.0,22088584.0,26210913.0,26922826.0
,costAndExpenses,0.0,0.0,18096529.0,28535448.0,26922826.0
,interestExpense,21215888.0,24717294.0,24863056.0,24479978.0,17332148.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2810073.0,3091417.0,3556265.0,5212859.0,6862530.0
,EBITDA,31314779.0,58346849.0,68637753.0,66303181.0,52938185.0
,EBITDARatio,0.876459999121715,1.0856739383024,1.10160552384662,1.05422345698426,0.951005119687217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,-9021724.0,41846097.0,32055924.0
,operatingIncomeRatio,0.0,0.0,-0.144794672882425,0.665354759383848,0.575866887773057
,totalOtherIncomeExpensesNet,0.0,0.0,-49240156.0,5164100.0,3313240.0
,incomeBeforeTax,7288818.0,30538138.0,40218432.0,36681997.0,28742684.0
,incomeBeforeTaxRatio,0.204004550626985,0.568230523483493,0.645488013741502,0.583245345143038,0.51634636959223
,incomeTaxExpense,79990.0,45987.0,-921097.0,6019146.0,4959000.0
,netIncome,7208828.0,30492151.0,41139529.0,30591198.0,23784507.0
,netIncomeRatio,0.201765734401274,0.56737483224641,0.660271212474691,0.486401376562159,0.427275470933438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.07,0.42,0.630541,0.47386,0.34
,EPSDiluted,0.07,0.42,0.630541,0.47386,0.34
,weightedAverageShsOut,60606989.0,60551775.0,60691467.0,60373674.0,60182264.0
,weightedAverageShsOutDil,60606989.0,60551775.0,60691467.0,60373674.0,60182264.0
