date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,349329000.0,252007000.0,238257000.0,159386000.0,98788000.0,77747000.0,174613000.0,174539000.0,93223000.0,324643000.0,56913000.0,43055000.0,-555955000.0,-9714000.0
,depreciationAndAmortization,68773000.0,60909000.0,47408000.0,51988000.0,54418000.0,40333000.0,34730000.0,36774000.0,54160000.0,56123000.0,59440000.0,59675000.0,54770000.0,53783000.0
,deferredIncomeTax,21195000.0,18733000.0,23600000.0,21439000.0,39347000.0,26955000.0,37878000.0,82675000.0,62429000.0,-238170000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,20882000.0,16694000.0,14563000.0,10205000.0,9493000.0,8241000.0,12612000.0,12368000.0,10780000.0,8646000.0,6363000.0,38000.0,40000.0,357000.0
,changeInWorkingCapital,329444000.0,138702000.0,130379000.0,88114000.0,-106578000.0,-41808000.0,86622000.0,175640000.0,9819000.0,32041000.0,-27212000.0,66030000.0,23956000.0,7629000.0
,accountsReceivables,-55976000.0,8231000.0,-43243000.0,-29771000.0,-9082000.0,9610000.0,-2988000.0,-5257000.0,-137000.0,-22235000.0,-8621000.0,11779000.0,-20768000.0,4808000.0
,inventory,-77983000.0,26369000.0,-152594000.0,-16278000.0,15514000.0,9084000.0,3508000.0,-52488000.0,-31656000.0,-11224000.0,-3151000.0,280000.0,-26366000.0,21372000.0
,accountsPayables,66040000.0,-69404000.0,86359000.0,42788000.0,32908000.0,-27771000.0,15269000.0,-5847000.0,-3898000.0,18517000.0,7896000.0,-20886000.0,34449000.0,-3369000.0
,otherWorkingCapital,1028209000.0,698765000.0,560063000.0,429684000.0,341570000.0,448148000.0,489956000.0,403334000.0,227694000.0,217875000.0,185834000.0,213046000.0,147016000.0,123060000.0
,otherNonCashItems,9743000.0,5798000.0,7223000.0,3926000.0,4067000.0,5429000.0,1738000.0,7153000.0,5841000.0,334409000.0,0.0,3723000.0,0.0,0.0
,netCashProvidedByOperatingActivites,486533000.0,308887000.0,247227000.0,261116000.0,253409000.0,188619000.0,252986000.0,259944000.0,235594000.0,169712000.0,114481000.0,74607000.0,10225000.0,38513000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-62128000.0,-60802000.0,-47601000.0,-33261000.0,-30467000.0,-30651000.0,-34689000.0,-30770000.0,-22392000.0,-12060000.0,-9631000.0,-4525000.0,-5186000.0,-13191000.0
,acquisitionsNet,-65000000.0,-112000000.0,-65000000.0,1000000.0,-61000000.0,-74000000.0,-61000000.0,-114000000.0,-47000000.0,-84000000.0,-2000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,2651000.0,2630000.0,3933000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,56000.0,403000.0
,netCashUsedForInvestingActivites,-124095000.0,-170078000.0,-108894000.0,-31922000.0,-105822000.0,-104328000.0,-95491000.0,-144549000.0,-69345000.0,-95953000.0,-11204000.0,-4351000.0,-5038000.0,-12732000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-282477000.0,-112567000.0,-129707000.0,-232349000.0,-65382000.0,-173975000.0,-120479000.0,-920166000.0,-1198124000.0,-59355000.0,-434310000.0,-9500000.0,-10396000.0,-9500000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248309000.0,0.0,0.0,1662000.0
,commonStockRepurchased,0.0,0.0,-25656000.0,-30012000.0,-149937000.0,-99942000.0,0.0,0.0,0.0,0.0,0.0,0.0,-413000.0,-904000.0
,dividendsPaid,0.0,0.0,0.0,0.0,-76000.0,-1436000.0,-902000.0,-343429000.0,-404332000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-18910000.0,-13746000.0,-7675000.0,-9793000.0,-10645000.0,-5514000.0,-1213000.0,-25843000.0,-27528000.0,-171000.0,0.0,-678000.0,37000.0,-195000.0
,netCashUsedProvidedByFinancingActivities,-30428000.0,-41918000.0,-52034000.0,-160143000.0,-195705000.0,-154483000.0,-116023000.0,-73399000.0,-151352000.0,-59216000.0,-186001000.0,9822000.0,4728000.0,-8937000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,235000.0,1510000.0,-289000.0,2149000.0,-467000.0,-3712000.0,-1858000.0,128000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,332245000.0,98401000.0,86010000.0,71200000.0,-48585000.0,-73904000.0,39614000.0,42124000.0,14897000.0,14543000.0,-82724000.0,80078000.0,9915000.0,16844000.0
,cashAtEndOfPeriod,655128000.0,322883000.0,224482000.0,138472000.0,67272000.0,115857000.0,189761000.0,150147000.0,108023000.0,93126000.0,78583000.0,161307000.0,81230000.0,71315000.0
