date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,3050000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,35882000.0,83837000.0,58124000.0,18938000.0,15941000.0,17026000.0,15823000.0,4525000.0,9280000.0
,GeneralAndAdministrativeExpenses,17425000.0,19238000.0,14381000.0,12387000.0,9645000.0,8871000.0,8185000.0,4871000.0,4208000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,-3288000.0,-5773000.0,76000.0,11121000.0,-7228000.0,135000.0,2000.0
,operatingExpenses,53307000.0,103075000.0,72505000.0,31325000.0,25586000.0,25897000.0,24008000.0,9396000.0,13488000.0
,costAndExpenses,53307000.0,103075000.0,72505000.0,31325000.0,25586000.0,25897000.0,24008000.0,9396000.0,13488000.0
,interestExpense,0.0,0.0,336000.0,1080000.0,1337000.0,913000.0,755000.0,822000.0,841000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,632000.0,572000.0,105000.0,35000.0,29000.0,22000.0,18000.0,55000.0,119000.0
,EBITDA,-53380000.0,-102503000.0,-72400000.0,-21290000.0,-25557000.0,-25875000.0,-23990000.0,-9341000.0,-10319000.0
,EBITDARatio,0.0,0.0,0.0,-2.129,0.0,0.0,0.0,0.0,-3.38327868852459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-53307000.0,-103075000.0,-72505000.0,-21325000.0,-25586000.0,-25897000.0,-24008000.0,-9396000.0,-10438000.0
,operatingIncomeRatio,0.0,0.0,0.0,-2.1325,0.0,0.0,0.0,0.0,-3.42229508196721
,totalOtherIncomeExpensesNet,705000.0,-5075000.0,-3695000.0,-5773000.0,76000.0,11121000.0,-7228000.0,135000.0,2000.0
,incomeBeforeTax,-50986000.0,-102808000.0,-72548000.0,-27557000.0,-26671000.0,-15529000.0,-31917000.0,-10073000.0,-11255000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,-2.7557,0.0,0.0,0.0,0.0,-3.69016393442623
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-50986000.0,-102808000.0,-72548000.0,-27557000.0,-26671000.0,-15529000.0,-31917000.0,-10073000.0,-11255000.0
,netIncomeRatio,0.0,0.0,0.0,-2.7557,0.0,0.0,0.0,0.0,-3.69016393442623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.760609923648703,-1.53,-1.25,-0.79,-1.14,-0.82,-2.65,17.348223,-1.699243
,EPSDiluted,-0.760609923648703,-1.53,-1.26,-0.79,-1.14,-0.83,-2.65,-0.716201,-1.699243
,weightedAverageShsOut,67033046.0,67033046.0,57808254.0,34903960.0,23447003.0,18900473.0,12048985.0,14064495.0,14064495.0
,weightedAverageShsOutDil,67033046.0,67033046.0,57838299.0,34903960.0,23447003.0,18917213.0,12048985.0,14064495.0,14064495.0
