Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,39095.7447,1440.0922,1038.4216,771.4065,37112.3538
Stock-based compensation,160638.2979,248271.8894,84890.9657,293648.7529,36603.9654
Operating Cash Flow,-1896808.5106,-1318836.4055,-382658.3593,-360761.1211,-1870360.9558
Capital Expenditure,7180.8511,-12096.7742,-1038.4216,-257.1355,55414.3366
Acquisitions and disposals,3723.4043,0.0,-259.6054,0.0,-132180.9863
Investment purchases and sales,-567819.1489,-3168.2028,0.0,0.0,-88967.9715
Investing Cash flow,-556914.8936,-15264.977,-1298.027,-257.1355,-93797.6614
Issuance (repayment) of debt,418085.1064,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,3799827.1889,237279.3354,706608.3826,818251.1439
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,408510.6383,3794642.8571,146677.0509,706608.3826,818251.1439
Effect of forex changes on cash,-5319.1489,-6912.4424,4413.2918,18513.7567,0.0
Net cash flow / Change in cash,-2050531.9149,2453629.0323,-232866.0436,364103.8827,-1145907.4733
Free Cash Flow,-1889627.6596,-1330933.1797,-383696.7809,-361018.2566,-1814946.6192
Net Cash/Marketcap,,,,,
