date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,142789000.0,96404000.0,76586000.0,95400000.0,248381000.0,212766000.0,213578000.0,111013000.0,220371000.0,253503000.0,140449000.0,51767000.0,-219380000.0,119570000.0,-78511000.0,-9356000.0,201372000.0,73836000.0,111845000.0,18166000.0,96734000.0,135500000.0,127000000.0,122400000.0,107900000.0,112800000.0,128500000.0,102200000.0,43200000.0,79400000.0,66500000.0,58200000.0
,depreciationAndAmortization,158847000.0,148054000.0,147161000.0,140228000.0,130257000.0,121408000.0,139166000.0,134751000.0,128916000.0,122899000.0,123721000.0,123511000.0,142759000.0,155431000.0,138373000.0,115667000.0,112938000.0,189734000.0,182885000.0,190287000.0,188781000.0,125600000.0,101900000.0,94500000.0,76800000.0,63300000.0,55600000.0,46400000.0,38100000.0,32000000.0,27600000.0,23400000.0
,deferredIncomeTax,-2855000.0,1746000.0,30519000.0,61571000.0,-12350000.0,25034000.0,3629000.0,34029000.0,209000.0,-168690000.0,-1153000.0,-6950000.0,-3327000.0,16717000.0,-18056000.0,-16522000.0,-12296000.0,-1678000.0,33221000.0,-22148000.0,-4876000.0,1100000.0,5200000.0,13500000.0,14100000.0,9400000.0,9000000.0,10500000.0,-33500000.0,5600000.0,6800000.0,2800000.0
,stockBasedCompensation,6053000.0,4362000.0,3868000.0,4009000.0,13570000.0,14919000.0,9047000.0,6973000.0,8036000.0,4133000.0,6845000.0,5419000.0,3924000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,126869000.0,152518000.0,-186576000.0,-36740000.0,18077000.0,-14560000.0,25980000.0,95653000.0,181591000.0,-33015000.0,150488000.0,158841000.0,-320740000.0,175517000.0,-209332000.0,-643108000.0,786630000.0,121730000.0,121760000.0,-120526000.0,-124782000.0,173000000.0,22200000.0,98200000.0,-16100000.0,-30900000.0,98300000.0,29700000.0,30800000.0,-23000000.0,17100000.0,8000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42544000.0,20149000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,89692000.0,14355000.0,27438000.0,-31820000.0,-77872000.0,51864000.0,-524000.0,62620000.0,-28201000.0,-105583000.0,-148785000.0,221109000.0,-217557000.0,40726000.0,-1557000.0,-62715000.0,-55823000.0,13216000.0,32482000.0,-9077000.0,-49756000.0,-15900000.0,1500000.0,-21800000.0,-6700000.0,-20200000.0,-6200000.0,-45600000.0,6200000.0,46100000.0,-57500000.0,-3100000.0
,accountsPayables,15147000.0,9809000.0,10646000.0,-31217000.0,13128000.0,-42068000.0,67734000.0,-81603000.0,37939000.0,-58048000.0,78477000.0,49548000.0,-46906000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-13922000.0,848906000.0,696388000.0,882964000.0,919704000.0,901627000.0,916187000.0,890207000.0,794554000.0,612963000.0,645978000.0,495490000.0,336649000.0,657389000.0,481872000.0,691204000.0,1334312000.0,547682000.0,425952000.0,304192000.0,424718000.0,549500000.0,376500000.0,354300000.0,256100000.0,272200000.0,303100000.0,204800000.0,175100000.0,144300000.0,167300000.0,150200000.0
,otherNonCashItems,0.0,36446000.0,36662000.0,42004000.0,43058000.0,46170000.0,35907000.0,52283000.0,45839000.0,45352000.0,65961000.0,-93890000.0,167840000.0,6486000.0,61688000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-17800000.0,-5800000.0,3000000.0,-100000.0,0.0,-65100000.0,0.0,-100000.0,100000.0
,netCashProvidedByOperatingActivites,459139000.0,290593000.0,254303000.0,176828000.0,309795000.0,300314000.0,319084000.0,272375000.0,454220000.0,125517000.0,174691000.0,444569000.0,-167217000.0,372794000.0,115717000.0,53617000.0,101972000.0,234582000.0,340676000.0,269148000.0,231249000.0,211100000.0,205100000.0,210400000.0,188200000.0,140900000.0,179900000.0,110100000.0,158400000.0,147100000.0,38200000.0,92500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155406000.0,-119738000.0,-79333000.0,-128773000.0,-140972000.0,-188525000.0,-172152000.0,-159308000.0,-154778000.0,-142732000.0,-136287000.0,-201366000.0,-744000000.0,-131500000.0,-107500000.0,-193700000.0,-194900000.0,-78400000.0,-117200000.0,-110200000.0,-86000000.0,-100100000.0,-73200000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-6000000.0,0.0,0.0,0.0,-19000000.0,-17000000.0,0.0,0.0,-6000000.0,54000000.0,-43000000.0,46000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-659000.0,-29194000.0,-49765000.0,0.0,0.0,-46064000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156715000.0,0.0,0.0,46064000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
