date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,1481889000.0,2319136000.0,2267278000.0,1767161000.0,1845444000.0,2027489000.0,1863315000.0,1635686000.0,1461854000.0,1187244000.0,640372000.0,337840000.0,836213000.0,1102544000.0,1312180000.0,1213711000.0,1041096000.0,887940000.0,819568000.0,863392000.0,1332172000.0,1454600000.0,1292300000.0,846100000.0,631500000.0,734300000.0,561800000.0,360000000.0,289100000.0,190500000.0,170600000.0
,costOfRevenue,1322135000.0,2012754000.0,1983627000.0,1506286000.0,1519910000.0,1724046000.0,1630681000.0,1420563000.0,1298031000.0,1120524000.0,612289000.0,360750000.0,815289000.0,1010823000.0,1207687000.0,1079196000.0,915310000.0,810746000.0,779117000.0,982605000.0,1186154000.0,1301100000.0,1174600000.0,762000000.0,587300000.0,666000000.0,504400000.0,320700000.0,264900000.0,171800000.0,158400000.0
,grossProfit,159754000.0,306382000.0,283651000.0,260875000.0,325534000.0,303443000.0,232634000.0,215123000.0,163823000.0,66720000.0,28083000.0,-22910000.0,20924000.0,91721000.0,104493000.0,134515000.0,125786000.0,77194000.0,40451000.0,-119213000.0,146018000.0,153500000.0,117700000.0,84100000.0,44200000.0,68300000.0,57400000.0,39300000.0,24200000.0,18700000.0,12200000.0
,grossProfitRatio,0.107804295733351,0.132110406634195,0.125106405125441,0.147623787532658,0.176398741982959,0.149664437143679,0.124849528930964,0.131518518835522,0.112065226759991,0.0561973781295168,0.0438541972478497,-0.0678131659957376,0.0250223328266841,0.08319033072603,0.0796331296011218,0.110829513780463,0.120820750439921,0.086936054237899,0.0493564902485212,-0.138075173270079,0.109608969412358,0.105527292726523,0.0910779230828755,0.0993972343694599,0.0699920823436263,0.0930137545962141,0.102171591313635,0.109166666666667,0.0837080594949844,0.0981627296587926,0.0715123094958968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,92740000.0,108274000.0,95114000.0,77825000.0,74129000.0,73495000.0,61694000.0,58666000.0,44751000.0,33949000.0,32831000.0,31988000.0,44094000.0,0.0,0.0,0.0,0.0,0.0,0.0,82325000.0,55874000.0,50800000.0,42500000.0,26300000.0,13400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,25080000.0,34851000.0,33046000.0,25588000.0,27270000.0,27233000.0,26676000.0,30597000.0,23589000.0,12981000.0,10669000.0,11176000.0,14290000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-23606000.0,2285000.0,13776000.0,8122000.0,-1452000.0,2490000.0,-1759000.0,2629000.0,-97000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
