date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,45153000.0,80028000.0,80384000.0,40591000.0,71628000.0,64925000.0,68815000.0,70535000.0,53271000.0,39137000.0,-10970000.0,5231000.0,-388752000.0,4170000.0,54373000.0,46318000.0,33634000.0,21823000.0,23745000.0,11546000.0,9728000.0,7400000.0,5500000.0,3500000.0,2200000.0,1700000.0,1200000.0,500000.0
,depreciationAndAmortization,21748000.0,24125000.0,23129000.0,21023000.0,23441000.0,22187000.0,19378000.0,19107000.0,18888000.0,18287000.0,17595000.0,17904000.0,16301000.0,16389000.0,26403000.0,23047000.0,12003000.0,-21000.0,2818000.0,5116000.0,1085000.0,1400000.0,1100000.0,1000000.0,600000.0,500000.0,300000.0,300000.0
,deferredIncomeTax,-10441000.0,5423000.0,5829000.0,22845000.0,2777000.0,-4575000.0,5058000.0,10313000.0,3648000.0,7798000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,-100000.0,0.0,0.0,-300000.0,-300000.0,-400000.0
,stockBasedCompensation,5342000.0,4820000.0,6676000.0,8275000.0,4112000.0,9820000.0,6239000.0,6747000.0,7531000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,8661455000.0,-105592000.0,-202967000.0,-310848000.0,-539003000.0,-638940000.0,-309972000.0,-95763000.0,-312357000.0,-912566000.0,572951000.0,1195216000.0,-509134000.0,-788762000.0,-682020000.0,-1264198000.0,-841374000.0,-1964841000.0,-4903000.0,45581000.0,-502849000.0,109500000.0,87900000.0,78900000.0,283400000.0,0.0,0.0,-100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1048814000.0,-7612641000.0,-7507049000.0,-7304082000.0,-6993234000.0,-6454231000.0,-5815291000.0,-5505319000.0,-5409556000.0,-5097199000.0,-4184633000.0,-4757584000.0,-5952800000.0,-5443666000.0,-4654904000.0,-3972884000.0,-2708686000.0,-1867312000.0,97529000.0,102432000.0,56851000.0,559700000.0,450200000.0,362300000.0,283400000.0,0.0,0.0,0.0
,otherNonCashItems,-8563000.0,-4511000.0,-1345000.0,-5247000.0,1118000.0,-4173000.0,-5168000.0,18238000.0,-24241000.0,-159657000.0,-2614000.0,-3649000.0,437596000.0,69696000.0,-15487000.0,44452000.0,-30081000.0,31997000.0,-16268000.0,6262000.0,4439000.0,1000000.0,800000.0,-600000.0,100000.0,700000.0,1900000.0,2700000.0
,netCashProvidedByOperatingActivites,60748000.0,73282000.0,93499000.0,101985000.0,106147000.0,93888000.0,107059000.0,114175000.0,51812000.0,85887000.0,75891000.0,245268000.0,63575000.0,90760000.0,74469000.0,105039000.0,19742000.0,34423000.0,2027000.0,15568000.0,15572000.0,6000000.0,8100000.0,4800000.0,3400000.0,2500000.0,2500000.0,3000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8969000.0,-4406000.0,-5587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-45000000.0,0.0,6000000.0,3000000.0,-32000000.0,76000000.0,-4000000.0,-32000000.0,-28000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-392532000.0,-135909000.0,-125290000.0,-192918000.0,-422823000.0,-506694000.0,-384624000.0,-355596000.0,-364734000.0,-735262000.0,-792923000.0,-749100000.0,-3222492000.0,-1465979000.0,-392737000.0,-592128000.0,-446359000.0,-350907000.0,-312028000.0,-216707000.0,-154167000.0,-70300000.0,-97600000.0,-33500000.0,-48300000.0,-47500000.0,-68200000.0,-91200000.0
,salesMaturitiesOfInvestments,140999000.0,198136000.0,323095000.0,301865000.0,238339000.0,266368000.0,216639000.0,232360000.0,500620000.0,710618000.0,907181000.0,658614000.0,3038421000.0,1390212000.0,400165000.0,580457000.0,387749000.0,276580000.0,279009000.0,204822000.0,49103000.0,54500000.0,85000000.0,32800000.0,43700000.0,64200000.0,6800000.0,82500000.0
,otherInvestingActivites,10415000.0,10677000.0,10818000.0,-64252000.0,-7559000.0,-2623000.0,5832000.0,5600000.0,5193000.0,231000.0,-547000.0,23887000.0,-438913000.0,-700122000.0,-711008000.0,-438671000.0,-430070000.0,-310556000.0,-203880000.0,-226359000.0,-194195000.0,-91000000.0,-73700000.0,-70400000.0,-44900000.0,-46400000.0,-37500000.0,-18500000.0
,netCashUsedForInvestingActivites,-375001000.0,-18996000.0,-198405000.0,-354315000.0,-692780000.0,-694790000.0,-368228000.0,-295908000.0,-310143000.0,-226167000.0,-172397000.0,-174999000.0,-633873000.0,-819156000.0,-746698000.0,-460995000.0,-575730000.0,-389618000.0,-244175000.0,-242799000.0,-311438000.0,-108700000.0,-87700000.0,-72700000.0,-50100000.0,-30300000.0,-99000000.0,-27500000.0
