Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2011-07-31,2010-07-31,2009-07-31
Depreciation & Amortization,11927000.0,13655000.0,14354000.0,9830000.0,6525000.0,6721000.0,7837000.0,10205000.0,14253000.0,11773000.0,12503000.0
Stock-based compensation,11427000.0,8569000.0,8424000.0,4089000.0,4215000.0,3525000.0,2865000.0,3341000.0,5132000.0,8466000.0,7046000.0
Operating Cash Flow,68031000.0,50344000.0,66917000.0,15075000.0,21726000.0,34588000.0,37695000.0,53493000.0,97360000.0,124520000.0,88535000.0
Capital Expenditure,-8785000.0,-8642000.0,-8150000.0,-5667000.0,-3362000.0,-4937000.0,-5347000.0,-6413000.0,-7138000.0,-7402000.0,-13487000.0
Acquisitions and disposals,-35883000.0,0.0,0.0,-280535000.0,0.0,0.0,0.0,0.0,-2850000.0,2038000.0,-205360000.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-44668000.0,-8642000.0,-8150000.0,-286202000.0,-3362000.0,-4937000.0,-5347000.0,-6413000.0,-10038000.0,-5477000.0,-218947000.0
Issuance (repayment) of debt,-7443000.0,-30562000.0,-64744000.0,111233000.0,0.0,-150047000.0,-25000.0,-316000.0,-539000.0,-126000.0,193675000.0
Issuance (buybacks) of shares,1151000.0,1181000.0,694000.0,95705000.0,-2633000.0,-63758000.0,-24864000.0,-215085000.0,-115639000.0,2977000.0,9590000.0
Dividend payments,-9789000.0,-9538000.0,-18872000.0,-19406000.0,-19426000.0,-18677000.0,-18879000.0,-22625000.0,-20135000.0,0.0,0.0
Financing Cash Flow,-21271000.0,-40062000.0,-83728000.0,186979000.0,-21911000.0,-231793000.0,-43600000.0,-237990000.0,-136112000.0,3101000.0,205795000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,2092000.0,1640000.0,-24961000.0,-84148000.0,-3547000.0,-202142000.0,-11252000.0,-190910000.0,-48790000.0,122144000.0,75383000.0
Free Cash Flow,59246000.0,41702000.0,58767000.0,9408000.0,18364000.0,29651000.0,32348000.0,47080000.0,90222000.0,117118000.0,75048000.0
Net Cash/Marketcap,-0.1673,-0.1566,-0.3629,-0.8834,0.325,0.2851,0.3526,0.3422,0.5105,0.6608,0.3182
