date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,147246000.0,171585000.0,237070000.0,99572000.0,65249000.0,171861000.0,239501317.0,31659276.0,-195468691.0,-90804200.0,50568919.0,22645884.0,-9388246.0,-209676.0,-9429864.0,3803953.0,1456666.0,761245.0
,depreciationAndAmortization,209118000.0,159723000.0,129256000.0,99273000.0,95849000.0,94217000.0,82627454.0,80821241.0,81398470.0,56117280.0,31266181.0,20508383.0,9282276.0,1698195.0,914858.0,216545.0,42137.0,37754.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4632976.0,-5179877.0,-10834919.0,-621658.0,-2929089.0,294296.0,-67877.0,4244.0,-24367.0
,stockBasedCompensation,12350000.0,10682000.0,10258000.0,9314000.0,7757000.0,5966000.0,5087925.0,6175006.0,5185242.0,4060838.0,3876671.0,5436350.0,9102002.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-527371000.0,188979000.0,-147959000.0,-38146000.0,-437346000.0,51326000.0,-60136663.0,96113315.0,-95345274.0,54257254.0,-149510983.0,-41058543.0,-51748038.0,-90860697.0,-52735180.0,-9202058.0,-1347487.0,1025420.0
,accountsReceivables,65379000.0,51670000.0,-179607000.0,46337000.0,-33060000.0,-63352000.0,-73776603.0,-11813937.0,-6983739.0,-192252453.0,-5704039.0,-116463362.0,2126297.0,0.0,0.0,0.0,0.0,0.0
,inventory,-180974000.0,-312781000.0,55408000.0,-49024000.0,-50557000.0,50821000.0,-252715653.0,34666540.0,3960749.0,-28798943.0,-103637355.0,-83970843.0,-39994140.0,-27099561.0,-27812410.0,-9771728.0,-2343372.0,-821.0
,accountsPayables,-89180000.0,209175000.0,47756000.0,-27758000.0,61157000.0,-23975000.0,135812141.0,44231082.0,56238301.0,73135388.0,18096208.0,62855936.0,19685549.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,63298000.0,40213000.0,83584000.0,-19912000.0,-108747000.0,-153848000.0,77486548.0,50919710.0,-15229642.0,-9257048.0,-3598038.0,6751157.0,-10508489.0,-444855.0,-556229.0,174451.0,87685.0,39932.0
,otherNonCashItems,19582000.0,20512000.0,-13573000.0,13065000.0,9469000.0,15637000.0,-10684512.0,11397296.0,49699.0,-8058227.0,10318043.0,46379264.0,41195781.0,10040906.0,6482144.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-120541000.0,600111000.0,216280000.0,203920000.0,-278073000.0,413658000.0,265105593.0,229548624.0,-147758937.0,60124114.0,-58487119.0,50915490.0,3192698.0,-80223988.0,-46276174.0,-4670348.0,439550.0,1752431.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-334941000.0,0.0,-316282000.0,-310675000.0,-1111488000.0,-642768000.0,-65140624.0,-23131549.0,-60481021.0,-205419189.0,-134314791.0,-72214660.0,-104817010.0,-42006616.0,-7113912.0,-560793.0,-253570.0,-83912.0
,acquisitionsNet,0.0,-8000000.0,-11000000.0,-105000000.0,-125000000.0,-281000000.0,0.0,-4000000.0,-3000000.0,-12000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-124737000.0,-84389000.0,-72034.0,-4278361.0,-3428751.0,-5667627.0,-987019.0,-162722495.0,-20950833.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,4233000.0,7442000.0,1698000.0,0.0,0.0,555475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,17800000.0,-58055000.0,97386000.0,-76468000.0,-51966604.0,-10098916.0,-243137142.0,23614897.0,1021010.0,0.0,0.0,-695893.0,-686214.0,-85204.0,0.0,-26581.0
,netCashUsedForInvestingActivites,-319662000.0,-294102000.0,29071000.0,-341215000.0,-1042557000.0,-999104000.0,-116049466.0,-37508826.0,-306491439.0,-193576742.0,-133988954.0,-234717128.0,-125761521.0,-42482500.0,-7769969.0,-645997.0,-252249.0,-441499.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1583770000.0,-1819879000.0,-2433826000.0,-2237150000.0,-2286861000.0,-1309342000.0,-1045596352.0,-1073502793.0,-693071052.0,-1721463494.0,-695513690.0,-371676212.0,-170301641.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,23864000.0,0.0,115009200.0,50000000.0,0.0,0.0,0.0,103349924.0,110659864.0,151823.0,83323942.0,0.0,0.0,0.0
,commonStockRepurchased,-5963000.0,-11845000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-3013000.0,-9582000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,267751000.0,-808000.0,119961000.0,2661000.0,412965000.0,-38844000.0,-16677038.0,-10402786.0,4426535.0,467720.0,145128.0,-380510.0,0.0,13742657.0,-571315.0,-69685.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,823501000.0,-34614000.0,-463613000.0,165283000.0,1299823000.0,619483000.0,191946762.0,-104900317.0,249575744.0,177748225.0,312629005.0,228322286.0,201356389.0,124827799.0,88306586.0,9330315.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
