date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-97412000.0,89575000.0,69421000.0,111422000.0,119433000.0,104289000.0,60930000.0,46529000.0,105631000.0,15042000.0,-141760000.0,-101765000.0,-125826000.0,16285000.0,9420000.0,111087000.0,58405000.0,-57227000.0,-56190000.0,-232168000.0,-6736000.0,38800000.0,23300000.0,15200000.0,3600000.0,25400000.0,23900000.0,15600000.0,8900000.0,6800000.0,2800000.0
,depreciationAndAmortization,25989000.0,42357000.0,40683000.0,35053000.0,36770000.0,37998000.0,38829000.0,38336000.0,25565000.0,15591000.0,16855000.0,19585000.0,21467000.0,19467000.0,20598000.0,15547000.0,19441000.0,23788000.0,28626000.0,32143000.0,30051000.0,21800000.0,18400000.0,16600000.0,15300000.0,11500000.0,7400000.0,4900000.0,2900000.0,1500000.0,1100000.0
,deferredIncomeTax,5016000.0,3420000.0,-2976000.0,-14682000.0,4044000.0,-7749000.0,16573000.0,30089000.0,-57283000.0,0.0,0.0,0.0,17286000.0,8182000.0,7744000.0,-37347000.0,0.0,0.0,0.0,-14441000.0,-8906000.0,-6900000.0,6400000.0,5500000.0,2300000.0,4500000.0,4900000.0,3900000.0,1700000.0,100000.0,0.0
,stockBasedCompensation,4509000.0,9036000.0,10169000.0,10429000.0,12038000.0,10010000.0,7833000.0,7480000.0,5149000.0,3398000.0,3489000.0,3382000.0,4990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,28000000.0,4268000.0,-14980000.0,-22068000.0,-3639000.0,19628000.0,57027000.0,20373000.0,125873000.0,34102000.0,96354000.0,-32229000.0,-149314000.0,-8264000.0,-58321000.0,103212000.0,68019000.0,-13082000.0,-56247000.0,-159423000.0,42022000.0,-42500000.0,-9000000.0,131500000.0,35500000.0,22400000.0,34400000.0,12300000.0,7800000.0,19100000.0,1300000.0
,accountsReceivables,71436000.0,8327000.0,-39539000.0,31943000.0,-809000.0,-17618000.0,-14848000.0,-23691000.0,1180000.0,-14366000.0,-20772000.0,20845000.0,30827000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,21099000.0,-2510000.0,-18713000.0,-13158000.0,24969000.0,10162000.0,3116000.0,6260000.0,41696000.0,-78683000.0,-59062000.0,41095000.0,20229000.0,19958000.0,-20332000.0,-13899000.0,-8485000.0,51416000.0,58335000.0,107755000.0,-64879000.0,-37600000.0,2400000.0,-51200000.0,-7900000.0,-57700000.0,-30600000.0,-7400000.0,-10400000.0,-7500000.0,500000.0
,accountsPayables,-28266000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,310011000.0,282011000.0,277743000.0,292723000.0,314791000.0,318430000.0,298802000.0,241775000.0,221402000.0,95529000.0,61427000.0,-34927000.0,-2698000.0,146616000.0,154880000.0,213201000.0,109989000.0,41970000.0,55052000.0,111299000.0,270722000.0,228700000.0,271200000.0,280200000.0,148700000.0,113200000.0,90800000.0,56400000.0,44100000.0,36300000.0,17200000.0
,otherNonCashItems,0.0,1045000.0,1745000.0,2258000.0,3475000.0,5222000.0,4840000.0,4643000.0,2972000.0,15042000.0,121587000.0,33447000.0,0.0,3779000.0,18999000.0,2261000.0,3040000.0,0.0,-1577000.0,-261000.0,-1106000.0,0.0,-100000.0,0.0,-100000.0,0.0,-100000.0,200000.0,-300000.0,3900000.0,2100000.0
,netCashProvidedByOperatingActivites,124134000.0,146284000.0,112471000.0,144379000.0,178750000.0,131795000.0,92635000.0,128669000.0,76017000.0,-1167000.0,-30691000.0,-7014000.0,30667000.0,59326000.0,51769000.0,50500000.0,56924000.0,41794000.0,104282000.0,6390000.0,-13669000.0,63500000.0,123100000.0,-51800000.0,-6000000.0,-23700000.0,15100000.0,32800000.0,-7300000.0,7000000.0,8100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6714000.0,-12931000.0,-30880000.0,-15495000.0,-6518000.0,-15495000.0,-76343000.0,-60342000.0,-80500000.0,-40600000.0,-20200000.0,-11200000.0,-37900000.0,-26300000.0,-5000000.0,-5900000.0,-6000000.0,-1700000.0
,acquisitionsNet,0.0,0.0,0.0,-323000000.0,0.0,0.0,0.0,-16000000.0,-364000000.0,0.0,0.0,0.0,0.0,-5000000.0,-69000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25600000.0,-24900000.0,-33700000.0,-21300000.0,-22900000.0,-5700000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,3060000.0,6443000.0,3014000.0,0.0,4113000.0,2500000.0,-2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61257000.0,5560000.0,-19058000.0,-18900000.0,-21000000.0,-27700000.0,28200000.0,-38300000.0,6200000.0,-700000.0,-200000.0,-11000000.0,-5000000.0,0.0
