date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2007-06-29_FY
,revenue,13130000000.0,14086932894.7984,13143126272.9124,12110442891.343,13071519233.6199,14256090077.7618,15019294082.9688,15348710398.6041,13639053891.9575,14455545103.6362,15117777438.0923,17679630706.6008,21673000000.0,0.0
,costOfRevenue,8825000000.0,9309623005.17164,8632077393.07536,7813489458.64546,8707069467.09161,9689414179.59077,10345497266.8955,10805309527.7044,9780496038.72923,10404732557.008,10675022928.768,12083018319.2789,14441000000.0,0.0
,grossProfit,4305000000.0,4777309889.62679,4511048879.83707,4296953432.69751,4364449766.52831,4566675898.17108,4673796816.07331,4543400870.89964,3858557853.22827,4050812546.62817,4442754509.32437,5596612387.3219,7232000000.0,0.0
,grossProfitRatio,0.327875095201828,0.339130591826046,0.343224951671825,0.354813896671702,0.333890016036006,0.320331582731415,0.311186184267688,0.296011896303214,0.282905096188786,0.280225513295187,0.293876168472354,0.316557086525138,0.333687076085452,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1112000000.0,1139095074.01294,1073370672.09776,1007944628.92888,1600890805.66261,1714819822.75512,1853183811.54667,1834108418.4369,2992034362.13844,2097943494.76143,2186716600.428,3569569642.33789,4261000000.0,0.0
,SellingAndMarketingExpenses,1860000000.0,1949136329.12912,1779276985.74338,1586946868.48405,1214608656.98191,1346102676.05022,1323450505.13114,1369446846.29945,0.0,1073583314.41175,1045398960.56252,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2972000000.0,3088231403.14207,2852647657.84114,2594891497.41293,2815499462.64453,3060922498.80534,3176634316.67781,3203555264.73635,2992034362.13844,3171526809.17318,3232115560.99052,3569569642.33789,4261000000.0,0.0
,costAndExpenses,11797000000.0,12397854408.3137,11484725050.9165,10408380956.0584,11522568929.7361,12750336678.3961,13522131583.5733,14008864792.4408,12772530400.8677,13576259366.1812,13907138489.7585,15652587961.6167,18702000000.0,0.0
,interestExpense,711000000.0,640960407.707197,982739307.535642,1036180400.03089,1145296749.92588,1459663756.02763,1530400366.61444,1428259836.56999,1194271061.53437,1321969574.10231,1032788138.18404,743166618.202966,8808219390.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1045000000.0,817673553.374188,814256619.144603,779355548.691019,890342425.140824,981322494.461097,1109899127.29489,1338599238.15756,1259561997.65843,1498102436.01803,1552506878.63039,1516719976.73742,1617000000.0,0.0
,EBITDA,2378000000.0,2506752039.85891,2472657841.14053,2481417483.9756,2439292729.02461,2487075893.82684,2607061626.69039,2678444844.32085,2126085488.74826,2377388173.47302,2763145826.96423,3543762721.72143,4588000000.0,0.0
,EBITDARatio,0.181111957349581,0.177948745733326,0.188133157195378,0.204898987282242,0.186611264186549,0.174457083271832,0.173580836242276,0.174506181611482,0.155882182561207,0.16446202176596,0.182774606801786,0.200443254756354,0.211691966963503,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1333000000.0,1689078486.48473,1658401221.99593,1702061935.28458,1548950303.88378,1505753399.36574,1497162499.3955,1339845606.16329,866523491.089834,879285737.454994,1210638948.33384,2027042744.98401,2971000000.0,0.0
,operatingIncomeRatio,0.101523229246002,0.119903920824981,0.12618011784714,0.140544978458326,0.1184981084601,0.105621765235236,0.0996826143176208,0.0872936925231937,0.0635325219735948,0.0608268820823516,0.0800804849318254,0.114654133823463,0.137083006505791,0.0
,totalOtherIncomeExpensesNet,-331000000.0,-221591059.424057,54582484.725051,197795196.540273,-170645104.506374,-121163495.373387,-195128541.502428,-283860313.305757,-609525724.916142,-564403645.917805,-561984102.72088,-2869947659.20326,664000000.0,0.0
,incomeBeforeTax,253000000.0,789230521.866026,695468431.771894,833992972.430303,199307923.213756,-112475020.635128,-261066943.21391,-398993557.83537,-902149788.468859,-971487884.783807,-354708040.354632,-1543980808.37453,2907000000.0,0.0
,incomeBeforeTaxRatio,0.0192688499619193,0.0560257174333135,0.0529149927749863,0.0688656046614509,0.015247494927838,-0.00788961209010445,-0.0173821047628296,-0.025995249599058,-0.0661446017894853,-0.067205205879053,-0.0234629754146845,-0.0873310553821736,0.134130023531583,0.0
