Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,445000.0,473000.0,444000.0,453000.0,474000.0
Stock-based compensation,310000.0,133000.0,0.0,0.0,0.0
Operating Cash Flow,2073000.0,-477000.0,3562000.0,250000.0,-182000.0
Capital Expenditure,-112000.0,-362000.0,-875000.0,-361000.0,-262000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-19262000.0,-37111000.0,-17715000.0,-7148000.0,-7170000.0
Investing Cash flow,-19374000.0,-37473000.0,-18590000.0,-7509000.0,-7432000.0
Issuance (repayment) of debt,7313000.0,8245000.0,9925000.0,-1177000.0,10775000.0
Issuance (buybacks) of shares,-42000.0,-1062000.0,8990000.0,-6000.0,-18000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,13195000.0,40940000.0,16288000.0,9071000.0,6051000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-4106000.0,2990000.0,1260000.0,1812000.0,-1563000.0
Free Cash Flow,1961000.0,-839000.0,2687000.0,-111000.0,-444000.0
Net Cash/Marketcap,-1.5676,-1.5641,-1.5641,-1.5641,-1.5641
