date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-02-20_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,266266000.0,73679000.0,-46927000.0,6602000.0,9260000.0,105302000.0,12887000.0,-4126000.0,-94054000.0,-40272000.0,6377000.0,16846000.0,42148000.0,27463000.0,27463000.0,35750000.0,53110000.0,86690018.0,29431000.0,8444000.0,6115000.0
,depreciationAndAmortization,124245000.0,115584000.0,103476000.0,96758000.0,84340000.0,78698000.0,45124000.0,26939000.0,32404000.0,30527000.0,28391000.0,26762000.0,26137000.0,17272000.0,17437000.0,17074000.0,18414000.0,17808131.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,2331000.0,2599000.0,4948000.0,7365000.0,6910000.0,1597000.0,3118000.0,887000.0,897000.0,913000.0,749000.0,0.0,365000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1285000.0,-52654000.0,-28067000.0,-21955000.0,4623000.0,-13742000.0,1631000.0,-2698000.0,-18703000.0,-1872000.0,-1337000.0,5996000.0,-3879000.0,-98477000.0,4098000.0,1051000.0,27579000.0,-16509911.0,0.0,0.0,0.0
,accountsReceivables,77788000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2462000.0,2462000.0,1497000.0,-5506000.0,0.0,0.0,0.0,0.0
,inventory,0.0,-1874000.0,-9994000.0,-15769000.0,938000.0,7062000.0,-6895000.0,791000.0,-3616000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965000.0,0.0,0.0,0.0,1790000.0,1790000.0,-439000.0,3895000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,930000.0,-34000.0,-2154000.0,-1422000.0,1147000.0,0.0,0.0,-286000.0,0.0,0.0,0.0,0.0,-83046000.0,0.0,0.0,6109000.0,-1953.0,0.0,0.0,0.0
,otherNonCashItems,0.0,8004000.0,15146000.0,6340000.0,7997000.0,7523000.0,1875000.0,0.0,-2073000.0,0.0,0.0,749000.0,476000.0,0.0,200000.0,-160000.0,-36000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,0.0,155956000.0,53985000.0,101817000.0,194008000.0,181526000.0,30621000.0,23902000.0,21192000.0,44331000.0,34266000.0,54604000.0,64882000.0,49363000.0,49363000.0,53998000.0,99103000.0,87988238.0,41272000.0,20288000.0,11426000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-27552000.0,-53882000.0,-234966000.0,-298378000.0,-235508000.0,-144966000.0,-295121000.0,-39178000.0,-3842000.0,-123204000.0,-5599000.0,-5411000.0,0.0,0.0,-92700000.0,0.0,-413581000.0,-13436402.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-8000000.0,-256000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-1000.0,-1000.0,0.0,1000.0,-1000.0,0.0,0.0,0.0,-21000.0,0.0,0.0,0.0,-9145000.0,0.0,0.0,0.0,-14496000.0,-41395000.0,-9111000.0
,netCashUsedForInvestingActivites,0.0,-53369000.0,-188165000.0,-186545000.0,-213033000.0,-125907000.0,-551347000.0,-16945000.0,9820000.0,-123204000.0,-5620000.0,-5411000.0,-81185000.0,-101845000.0,-101845000.0,0.0,-413581000.0,-13436402.0,-14496000.0,-41395000.0,-9111000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-287199000.0,-163226000.0,-448285000.0,-124399000.0,-189306000.0,-105734000.0,-281838000.0,-56300000.0,-69237000.0,-45077000.0,-28000000.0,-50000000.0,-75000000.0,0.0,0.0,0.0,-145531000.0,-74551836.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,254845000.0,0.0,0.0,360340000.0,106063000.0,75944000.0,67540000.0,0.0,38400000.0,91426000.0,0.0,0.0,0.0,178180000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-3248000.0,-5026000.0,0.0,-2031000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-28685000.0,-11487000.0,-23328000.0,-66365000.0,-49194000.0,-6012000.0,-1186000.0,-9040000.0,-19706000.0,-14741000.0,-23949000.0,-41902000.0,-47438000.0,-47438000.0,-52211000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-1000.0,0.0,0.0,0.0,0.0,0.0,-771000.0,0.0,0.0,0.0,0.0,134000.0,0.0,0.0,0.0,63322000.0,0.0,-26776000.0,21107000.0,-2315000.0
,netCashUsedProvidedByFinancingActivities,-501868000.0,-130176000.0,151832000.0,52725000.0,-38454000.0,-55528000.0,561344000.0,47806000.0,-2333000.0,62926000.0,-42741000.0,-35549000.0,64958000.0,45167000.0,45167000.0,-52211000.0,330371000.0,-74551836.0,-26776000.0,21107000.0,-2315000.0
