date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-706301000.0,10582000.0,16187000.0,-9439000.0,-212000.0,24870000.0
,depreciationAndAmortization,329403000.0,405754000.0,451750000.0,434205000.0,375970000.0,238748000.0
,deferredIncomeTax,-13891000.0,-11428000.0,-7385000.0,-41171000.0,-2186000.0,-1211000.0
,stockBasedCompensation,13721000.0,10808000.0,8064000.0,7713000.0,4846000.0,1934000.0
,changeInWorkingCapital,445183000.0,-44213000.0,33271000.0,-118144000.0,21707000.0,30661000.0
,accountsReceivables,12634000.0,25592000.0,-52792000.0,-10524000.0,-3516000.0,-215000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,37850000.0,0.0,0.0,0.0,0.0,32024000.0
,otherWorkingCapital,-24141000.0,-76359000.0,-32146000.0,-65417000.0,52727000.0,31020000.0
,otherNonCashItems,103083000.0,13673000.0,13663000.0,19574000.0,-355000.0,140000.0
,netCashProvidedByOperatingActivites,157233000.0,616982000.0,472818000.0,405260000.0,375988000.0,293208000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,391885000.0,130429000.0,-423575000.0,-21764000.0,-11543000.0,-44413000.0
,acquisitionsNet,0.0,-331000000.0,-57000000.0,-853000000.0,-500000000.0,-1035000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,142498000.0
,netCashUsedForInvestingActivites,1394000.0,-544781000.0,-480543000.0,-1019408000.0,-535231000.0,-1079442000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2683449000.0,-229318000.0,-167026000.0,-589317000.0,-664576000.0,-10700000.0
,commonStockIssued,244550000.0,21641000.0,0.0,498926000.0,54213000.0,0.0
,commonStockRepurchased,-1097000.0,-1834000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-135676000.0,-138731000.0,-426094000.0,-400210000.0,-367830000.0,-156854000.0
,otherFinancingActivites,-68910000.0,-154831000.0,-30162000.0,-53432000.0,-22916000.0,142498000.0
,netCashUsedProvidedByFinancingActivities,-223906000.0,32629000.0,-13841000.0,501967000.0,188766000.0,928714000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-43000.0,-173000.0,192000.0,-267000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-65279000.0,104787000.0,-21739000.0,-111989000.0,29256000.0,142480000.0
,cashAtEndOfPeriod,77534000.0,142813000.0,38026000.0,59765000.0,171754000.0,142480000.0
,cashAtBeginningOfPeriod,142813000.0,38026000.0,59765000.0,171754000.0,142498000.0,18000.0
,operatingCashFlow,157233000.0,616982000.0,472818000.0,405260000.0,375988000.0,293208000.0
,capitalExpenditure,-317084000.0,130429000.0,-423575000.0,-21764000.0,-11543000.0,-44413000.0
,freeCashFlow,-159851000.0,266502000.0,49243000.0,239232000.0,341088000.0,248795000.0
