date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,339410000.0,347337000.0,343374000.0,331378000.0,301853000.0,293461000.0,301600000.0,283672000.0,288105000.0,356292000.0
,costOfRevenue,200649000.0,172526000.0,168489000.0,169243000.0,164073000.0,157939000.0,176081000.0,206311000.0,212908000.0,261076000.0
,grossProfit,138761000.0,174811000.0,174885000.0,162135000.0,137780000.0,135522000.0,125519000.0,77361000.0,75197000.0,95216000.0
,grossProfitRatio,0.408830028579005,0.503289312684799,0.509313459959112,0.489275087664238,0.456447343574521,0.461805827690903,0.416177055702918,0.272712851462252,0.261005536176047,0.267241476092643
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,32788000.0,20018000.0,17071000.0,18125000.0,12203000.0,14358000.0,13673000.0,30459000.0,40604000.0,40945000.0
,GeneralAndAdministrativeExpenses,69270000.0,61244000.0,50167000.0,49842000.0,38832000.0,43894000.0,37313000.0,33036000.0,32520000.0,32862000.0
,SellingAndMarketingExpenses,40901000.0,41888000.0,43159000.0,42315000.0,36542000.0,34740000.0,35116000.0,35227000.0,37437000.0,38689000.0
,otherExpenses,2220000.0,-10393000.0,3022000.0,8385000.0,1073000.0,1663000.0,757000.0,10386000.0,35149000.0,1585000.0
,operatingExpenses,142959000.0,123150000.0,110397000.0,110282000.0,87577000.0,92992000.0,0.0,0.0,0.0,0.0
,costAndExpenses,343608000.0,295676000.0,278886000.0,279525000.0,251650000.0,250931000.0,262183000.0,305033000.0,323469000.0,373572000.0
,interestExpense,9479000.0,13617000.0,17405000.0,18410000.0,26618000.0,38715000.0,42288000.0,42915000.0,42014000.0,37658000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,24689000.0,13379000.0,13929000.0,19231000.0,18263000.0,19651000.0,18251000.0,25155000.0,27402000.0,32762000.0
,EBITDA,20491000.0,65040000.0,78417000.0,71084000.0,68466000.0,62181000.0,57668000.0,3794000.0,-7962000.0,15482000.0
,EBITDARatio,0.0603724109484105,0.18725330154864,0.228371979241294,0.214510317522588,0.226819014553442,0.211888462180665,0.191206896551724,0.0133746016526129,-0.0276357577966366,0.0434531227195671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-4198000.0,51661000.0,64488000.0,51853000.0,50203000.0,42530000.0,39417000.0,-21361000.0,-35364000.0,-17280000.0
,operatingIncomeRatio,-0.012368521846734,0.148734514318947,0.187806881126701,0.156476893457019,0.166316054503351,0.144925560807058,0.130692970822281,-0.0753017569587411,-0.122746915187171,-0.0484995453167627
,totalOtherIncomeExpensesNet,1960000.0,-10103000.0,2465000.0,6196000.0,4709000.0,-15617000.0,478000.0,3631000.0,34570000.0,1429000.0
,incomeBeforeTax,-11479000.0,28627000.0,49548000.0,39639000.0,28294000.0,-11778000.0,-2366000.0,-60541000.0,-42556000.0,-53176000.0
