date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21021.0,0.0,406358.0,2205838.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21021.0,0.0,406358.0,2205838.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,2038193.0,0.0,2437574.0,2178761.0,2249106.0,1505472.0,862268.0,939137.0,1196675.0,1530318.0,2259026.0
,operatingExpenses,0.0,2038193.0,0.0,2437574.0,2178761.0,2249106.0,1505472.0,862268.0,939137.0,1196675.0,1530318.0,2259026.0
,costAndExpenses,0.0,2038193.0,0.0,2437574.0,2178761.0,2249106.0,1505472.0,862268.0,939137.0,1196675.0,1530318.0,2259026.0
,interestExpense,0.0,1051500.0,0.0,1235224.0,1100946.0,1004441.0,436101.0,2522.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,-2038193.0,0.0,0.0,-2178761.0,-2249106.0,-1505472.0,-841247.0,-939137.0,-790317.0,675520.0,-1559154.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0193615908,0.0,-1.9448786538,0.306241890837,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,-2038193.0,0.0,0.0,-2178761.0,-2249106.0,-1505472.0,-841247.0,-939137.0,-790317.0,675520.0,-1559154.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0193615907902,0.0,-1.94487865379788,0.306241890836952,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,0.0,-2038193.0,0.0,-2437574.0,-2178761.0,-2249106.0,-1505472.0,-841247.0,-939137.0,-790317.0,675520.0,-1559154.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0193615907902,0.0,-1.94487865379788,0.306241890836952,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,0.0,-2038193.0,0.0,-2437574.0,-2178761.0,-2249106.0,-1505472.0,-841247.0,-939137.0,-790317.0,675520.0,-1559154.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0193615907902,0.0,-1.94487865379788,0.306241890836952,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.98,-0.88145,0.0,-0.92921,-0.87313,-0.78148,-0.62224,-0.52043,-0.52095,-0.438397661337741,0.374718484085337,-0.864880126917914
,EPSDiluted,-0.98,-0.88145,0.0,-0.92921,-0.87313,-0.78148,-0.62224,-0.52043,-0.52095,-0.438397661337741,0.374718484085337,-0.864880126917914
,weightedAverageShsOut,2408516.0,2312329.0,2623288.0,2623288.0,2495342.0,2878005.0,2419452.0,1616438.0,1802740.0,1802740.0,1802740.0,1802740.0
,weightedAverageShsOutDil,2408516.0,2312329.0,2623288.0,2623288.0,2495342.0,2878005.0,2419452.0,1616438.0,1802740.0,1802740.0,1802740.0,1802740.0
