date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,674089000.0,668637000.0,618344000.0,525229000.0,466059000.0,415078000.0,328700000.0,157200000.0,68500000.0,66470819.0,39831783.0,8528452.0
,costOfRevenue,347331000.0,139662000.0,128084000.0,122486000.0,112632000.0,98552000.0,78500000.0,34900000.0,14600000.0,12946061.0,8644057.0,3056026.0
,grossProfit,326758000.0,528975000.0,490260000.0,402743000.0,353427000.0,316526000.0,250200000.0,122300000.0,53900000.0,53524758.0,31187726.0,5472426.0
,grossProfitRatio,0.484740145589084,0.791124332036666,0.792859638000854,0.766795055109295,0.758331026758415,0.762569926616202,0.761180407666565,0.777989821882952,0.786861313868613,0.80523692659782,0.782985938641009,0.641666975437043
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,29537000.0,71446000.0,44549000.0,47997000.0,52585000.0,54883000.0,34400000.0,21600000.0,20400000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-238977000.0,0.0,-133347000.0,-148593000.0,-100645000.0,-94595000.0,-14473000.0,-16200000.0,0.0,0.0,0.0
,operatingExpenses,0.0,47385000.0,41993000.0,39847000.0,37401000.0,40593000.0,34425000.0,21596924.0,20409504.0,0.0,0.0,0.0
,costAndExpenses,394580000.0,547392000.0,325826000.0,309132000.0,291535000.0,260765000.0,183300000.0,85800000.0,48100000.0,41769940.0,26775452.0,9422895.0
,interestExpense,162548000.0,-230582000.0,-164235000.0,-130337000.0,-144003000.0,-99628000.0,-91700000.0,-14200000.0,-16000000.0,9631262.0,5046117.0,72143.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
