date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,16000.0,-62530000.0,-289000.0,-56558000.0,56089000.0,117016000.0,170454000.0,-185555000.0,-30225000.0,-19300000.0,57346000.0,69796000.0,4642000.0,45138000.0,61351000.0,31449000.0,59063000.0,9355000.0,6539000.0
,depreciationAndAmortization,17918000.0,106667000.0,115126000.0,119131000.0,34130000.0,22214000.0,20306000.0,38267000.0,40274000.0,27396000.0,26230000.0,21561000.0,18791000.0,13610000.0,7249000.0,1652000.0,962000.0,895000.0,927000.0
,deferredIncomeTax,-34670000.0,-38611000.0,-15578000.0,-18294000.0,955000.0,18809000.0,-44042000.0,22735000.0,-6100000.0,-667000.0,-4764000.0,0.0,0.0,-4522000.0,152000.0,13496000.0,0.0,0.0,0.0
,stockBasedCompensation,39135000.0,31554000.0,31011000.0,33462000.0,21101000.0,11517000.0,13269000.0,13503000.0,17036000.0,25570000.0,27995000.0,27923000.0,24136000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,88537000.0,-110282000.0,194683000.0,-229000.0,-241956000.0,-50604000.0,87662000.0,-68292000.0,-59313000.0,12515000.0,89353000.0,118258000.0,-34174000.0,90253000.0,80966000.0,885000.0,59209000.0,44008000.0,9116000.0
,accountsReceivables,7091000.0,6191000.0,-14381000.0,-3551000.0,13957000.0,2694000.0,-1217000.0,8445000.0,-2537000.0,3198000.0,-1552000.0,4487000.0,938000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123000.0,459000.0,278000.0,-281000.0,-37000.0,283000.0,-269000.0,1337000.0,0.0,0.0,0.0,0.0
,accountsPayables,-4863000.0,1886000.0,-1469000.0,-3298000.0,1709000.0,-2685000.0,566000.0,-5887000.0,2993000.0,2438000.0,1524000.0,-570000.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,321633000.0,233096000.0,343378000.0,148695000.0,148924000.0,390880000.0,441484000.0,353822000.0,422114000.0,481427000.0,468912000.0,379559000.0,261301000.0,295475000.0,205222000.0,124256000.0,123371000.0,64162000.0,20154000.0
,otherNonCashItems,0.0,2654000.0,2688000.0,759000.0,4072000.0,-2601000.0,-4280000.0,3104000.0,63000.0,-19300000.0,0.0,-7345000.0,0.0,24454000.0,52998000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,427603000.0,169253000.0,135133000.0,147265000.0,145632000.0,146550000.0,134204000.0,-48077000.0,24860000.0,79426000.0,106146000.0,114291000.0,68502000.0,83614000.0,111605000.0,51792000.0,36060000.0,11704000.0,18757000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7379000.0,-8813000.0,-3338000.0,-3323000.0,-3794000.0,-1002000.0,-1769000.0,-20111000.0,-33428000.0,-5910000.0,-9846000.0,-15270000.0,-14196000.0,-11403000.0,-3048000.0,-4100000.0,-1800000.0,-1489000.0,-459000.0
,acquisitionsNet,117424000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-77178000.0,-40008000.0,-20095000.0,-33102000.0,-161595000.0,-298848000.0,-301629000.0,-233888000.0,-261754000.0,-353052000.0,-487928000.0,-365638000.0,-429723000.0,-167386000.0,0.0,0.0,0.0,0.0,-17880000.0
,salesMaturitiesOfInvestments,0.0,34123000.0,39465000.0,17522000.0,470779000.0,324713000.0,203659000.0,285598000.0,359523000.0,322659000.0,379448000.0,284384000.0,291081000.0,84325000.0,0.0,0.0,0.0,18829000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,17840000.0,-19143000.0,11432000.0,-18844000.0,-592396000.0,-21286000.0,-76651000.0,47947000.0,32852000.0,-100789000.0,-151691000.0,-116903000.0,-189188000.0,-113902000.0,-56671000.0,-44826000.0,-1793000.0,17392000.0,-18339000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-520250000.0,-150000000.0,-100000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174000.0,0.0,2414000.0,2467000.0,20623000.0,11357000.0,12289000.0,9693000.0,35659000.0,567000.0
,commonStockRepurchased,-80589000.0,-4506000.0,-44798000.0,-19283000.0,-70601000.0,-123282000.0,-66313000.0,-29276000.0,-137000.0,0.0,0.0,0.0,-9961000.0,-544000.0,0.0,0.0,0.0,-1717000.0,0.0
,dividendsPaid,-30829000.0,-39502000.0,-39187000.0,-39509000.0,-39158000.0,-41677000.0,-48335000.0,-37588000.0,-15638000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-1200000.0,-419000.0,0.0,8228000.0,726000.0,0.0,0.0,0.0,85000.0,502000.0,3230000.0,7134000.0,23291000.0,191000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-351136000.0,-189184000.0,-171200000.0,-55787000.0,489791000.0,-153573000.0,-80367000.0,-29950000.0,-9668000.0,7853000.0,6940000.0,22595000.0,1418000.0,43370000.0,11548000.0,12289000.0,9693000.0,33942000.0,295000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
