date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,625200000.0,438500000.0,103200000.0,328864000.0,130996000.0,42862000.0,131127000.0,117895000.0,45820000.0,51021000.0,32413000.0,19018000.0,18801000.0,6575000.0
,depreciationAndAmortization,725300000.0,775200000.0,518500000.0,237189000.0,228683000.0,150834000.0,99831000.0,99780000.0,75814000.0,42224000.0,40728000.0,36028000.0,35038000.0,35047000.0
,deferredIncomeTax,-155400000.0,-87100000.0,-105800000.0,-152012000.0,-94043000.0,-72766000.0,-29037000.0,-35263000.0,-9881000.0,-12423000.0,-13700000.0,-8861000.0,-7368000.0,-6115000.0
,stockBasedCompensation,87800000.0,72400000.0,96900000.0,41487000.0,50564000.0,44079000.0,11483000.0,8386000.0,5590000.0,13493000.0,13254000.0,5607000.0,7323000.0,10979000.0
,changeInWorkingCapital,-113700000.0,-116600000.0,210503000.0,61310000.0,-403861000.0,214771000.0,-10597000.0,7509000.0,35594000.0,-52245000.0,77926000.0,-23459000.0,833000.0,8394000.0
,accountsReceivables,24300000.0,9900000.0,50400000.0,-1848000.0,-10850000.0,-12160000.0,3902000.0,814000.0,-14051000.0,-1818000.0,1066000.0,3360000.0,-1301000.0,-6635000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-13100000.0,-700000.0,-91000000.0,13841000.0,-1300000.0,-5586000.0,1525000.0,-4032000.0,1835000.0,278000.0,-1041000.0,1549000.0,-494000.0,101000.0
,otherWorkingCapital,-27300000.0,9700000.0,126300000.0,-84203000.0,-145513000.0,258348000.0,43577000.0,54174000.0,46665000.0,11071000.0,63316000.0,-14610000.0,8849000.0,8016000.0
,otherNonCashItems,13800000.0,28400000.0,13600000.0,10552000.0,10680000.0,8126000.0,5839000.0,5830000.0,9215000.0,51021000.0,831000.0,213000.0,865000.0,336000.0
,netCashProvidedByOperatingActivites,1184700000.0,1328300000.0,640100000.0,470362000.0,418407000.0,230624000.0,252532000.0,208269000.0,134422000.0,110407000.0,75567000.0,59852000.0,61655000.0,57057000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-34800000.0,-63000000.0,-33600000.0,-35570000.0,-27926000.0,-13600000.0,-15040000.0,-11921000.0,-17187000.0,-6222000.0,-4834000.0,-2559000.0,-6746000.0,-7717000.0
,acquisitionsNet,-116000000.0,-94000000.0,-7067000000.0,-17000000.0,-458000000.0,-2729000000.0,-87000000.0,-4000000.0,-967000000.0,-21000000.0,-46000000.0,-51000000.0,-18000000.0,0.0
,purchasesOfInvestments,-60900000.0,-300000.0,-16400000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,60300000.0,65100000.0,52900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,10300000.0,10200000.0,7000000.0,0.0,700000.0,453000.0,983000.0,0.0,87000.0,-1149000.0,0.0,-101000.0,0.0,0.0
,netCashUsedForInvestingActivites,-210500000.0,-140500000.0,-7102600000.0,-63383000.0,-495287000.0,-2748312000.0,-104443000.0,-17910000.0,-984980000.0,-29354000.0,-51099000.0,-54134000.0,-24608000.0,-12839000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1024200000.0,-3364800000.0,-3141000000.0,-512450000.0,-383436000.0,-903448000.0,-212000000.0,-239000000.0,-425600000.0,-291050000.0,-108120000.0,-19679000.0,-25573000.0,-42688000.0
,commonStockIssued,0.0,0.0,1399100000.0,0.0,0.0,717802000.0,0.0,0.0,0.0,51971000.0,134558000.0,0.0,0.0,0.0
,commonStockRepurchased,-227700000.0,-60300000.0,0.0,0.0,-15000.0,0.0,-11223000.0,-943000.0,0.0,0.0,-1169000.0,-2215000.0,-2357000.0,-10000.0
,dividendsPaid,-136100000.0,-107700000.0,-70900000.0,-54357000.0,-50140000.0,-45451000.0,-10494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-515800000.0,652700000.0,500900000.0,-4825000.0,38258000.0,-20004000.0,14442000.0,22277000.0,1731000.0,4934000.0,5064000.0,0.0,0.0,89000.0
,netCashUsedProvidedByFinancingActivities,-1428100000.0,-513400000.0,7517000000.0,-466413000.0,-236094000.0,2847066000.0,-120165000.0,-189849000.0,894522000.0,-125358000.0,41146000.0,-17896000.0,-25532000.0,-37408000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2400000.0,1700000.0,-5900000.0,4409000.0,-3627000.0,-4796000.0,-2817000.0,-2200000.0,1878000.0,-220000.0,174000.0,1934000.0,-1391000.0,647000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-451500000.0,676100000.0,1048600000.0,-55025000.0,-316601000.0,324582000.0,25107000.0,-1690000.0,45842000.0,-44525000.0,65788000.0,-10244000.0,10124000.0,7457000.0
