Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30
Depreciation & Amortization,0.0,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0,0.0
Operating Cash Flow,-7615000.0,-4132000.0,-4990000.0,-3838000.0
Capital Expenditure,-58308000.0,-23384000.0,-4825000.0,-358000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-59059000.0,-28179000.0,-8575000.0,-858000.0
Issuance (repayment) of debt,56243000.0,-1314000.0,0.0,0.0
Issuance (buybacks) of shares,0.0,22798000.0,51033000.0,3711000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,56136000.0,20076000.0,48128000.0,3450000.0
Effect of forex changes on cash,-47000.0,56000.0,-64000.0,-62000.0
Net cash flow / Change in cash,-10538000.0,-12235000.0,34563000.0,-1246000.0
Free Cash Flow,-65923000.0,-27516000.0,-9815000.0,-4196000.0
Net Cash/Marketcap,,,,
