date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY
,revenue,95793000000.0,59410000000.0,33088000000.0,74172000000.0,32675000000.0,3402629000.0,2845176000.0,2187180000.0,1567251000.0,1441930000.0,1323326000.0,1220584000.0,1082966418.75,721926433.8,578322880.58,369730197.06,261692754.57,214092943.1,216895492.97,173725625.7,167646464.0,200899500.0,172865420.0
,costOfRevenue,62204000000.0,42000000000.0,19629000000.0,51521000000.0,22499000000.0,1510574000.0,1354493000.0,1087611000.0,550331000.0,600755000.0,475295000.0,508506000.0,489085022.65,304548077.9,244100647.26,166734051.3,147917542.86,143726633.65,124559189.92,87938205.3,62435510.4,92053950.0,81283740.0
,grossProfit,33589000000.0,17410000000.0,13459000000.0,22651000000.0,10176000000.0,1892055000.0,1490683000.0,1099569000.0,1016920000.0,841175000.0,848031000.0,712078000.0,593881396.1,417378355.9,334222233.32,202996145.76,113775211.71,70366309.45,92336303.05,85787420.4,105210953.6,108845550.0,91581680.0
,grossProfitRatio,0.350641487373816,0.293048308365595,0.406763781431335,0.305384781319096,0.311430757459832,0.556056801961072,0.523933493042258,0.50273365703783,0.648855862909004,0.583367431151304,0.640833022248486,0.583391229116554,0.548383944153578,0.57814527403166,0.577916324155822,0.549038589150071,0.434766380509654,0.328671783530636,0.425717942708803,0.493809822554002,0.627576335877863,0.541791044776119,0.529786003470214
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,7317000000.0,5982000000.0,3061000000.0,3146000000.0,1933000000.0,374481000.0,296928000.0,194841000.0,217406000.0,200359000.0,195291000.0,147329000.0,0.0,0.0,0.0,0.0,0.0,0.0,73872952.51,43190680.5,46428712.4,38380800.0,35092980.0
,SellingAndMarketingExpenses,13757000000.0,8734000000.0,4669000000.0,13441000000.0,5948000000.0,193470000.0,146236000.0,106125000.0,108514000.0,106704000.0,185401000.0,236201000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,85862000000.0,59002000000.0,28229000000.0,68971000000.0,30412000000.0,2088240000.0,1791082000.0,1401847000.0,832861000.0,856529000.0,783595000.0,924868000.0,828425084.49,527918185.3,375671248.05,228636214.62,156616659.57,193867329.04,265235688.38,134358562.8,122167561.6,140429750.0,123675260.0
,interestExpense,20346000000.0,15344000000.0,7671000000.0,6474000000.0,2381000000.0,627773000.0,470488000.0,320956000.0,279123000.0,230811000.0,146402000.0,331518000.0,0.0,65014897.2,0.0,12212443.02,0.0,0.0,16520045.75,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2960000000.0,1230000000.0,575000000.0,584000000.0,2694000000.0,175281000.0,225819000.0,220021000.0,159309000.0,154126000.0,159981000.0,-1602000.0,1635978.59,1438329.2,1080446.5,1662577.92,2912531.76,6667601.22,21587496.47,11809818.9,13303338.8,9995000.0,7298540.0
,EBITDA,12891000000.0,1638000000.0,5434000000.0,5785000000.0,4957000000.0,1489670000.0,1279913000.0,1005354000.0,893699000.0,739527000.0,699712000.0,294114000.0,256177312.85,195446577.7,203732079.03,142756560.36,107988626.76,26893215.28,-26752698.94,51176881.8,58782241.2,70464750.0,56488700.0
,EBITDARatio,0.134571419623563,0.0275711159737418,0.164228723404255,0.07799439141455,0.151706197398623,0.437799713104191,0.449853717309579,0.459657641346391,0.570233485255393,0.51287302434931,0.528752552281146,0.240961703577959,0.236551483420593,0.270729216370744,0.352280855334095,0.386110091886364,0.412654247678509,0.125614674125146,-0.123343729155775,0.294584530024231,0.35063215648855,0.350746268656716,0.326778484673222
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,9931000000.0,408000000.0,4859000000.0,5201000000.0,2263000000.0,1314389000.0,1054094000.0,785333000.0,734390000.0,585401000.0,539731000.0,295716000.0,254541334.26,194008248.5,202651632.53,141093982.44,105076095.0,20225614.06,-48340195.41,39367062.9,45478902.4,60469750.0,49190160.0
,operatingIncomeRatio,0.103671458248515,0.00686753071873422,0.14685082205029,0.0701208003020008,0.0692578423871461,0.386286309791635,0.370484637857201,0.359061897054655,0.468584802306714,0.405984340432615,0.407859439019561,0.24227419005984,0.235040837696335,0.268736867659493,0.350412614363037,0.38161335904382,0.401524662662731,0.0944711851177312,-0.222873213030232,0.22660481285577,0.271278625954198,0.300995024875622,0.284557547715442
,totalOtherIncomeExpensesNet,19214000000.0,-14874000000.0,11120000000.0,6456000000.0,-866000000.0,-122609000.0,-1502023000.0,-28583000.0,-248919000.0,69803000.0,112848000.0,237613000.0,-29378062.85,98646418.2,42936943.91,97962208.38,145259561.64,373034741.94,-514416629.34,-23354664.3,3539292.0,21089450.0,8698260.0
,incomeBeforeTax,12515000000.0,-29017000000.0,8692000000.0,5117000000.0,-1141000000.0,558335000.0,-895884000.0,430055000.0,396483000.0,444393000.0,526381000.0,213624000.0,160697852.59,221910626.3,182755981.98,179526664.74,126854965.62,286587091.87,-502561297.1,-28060193.7,12595480.4,48475750.0,38392320.0
,incomeBeforeTaxRatio,0.130646289394841,-0.488419458003703,0.262693423597679,0.0689882974707437,-0.0349196633511859,0.164089296834889,-0.314878236003678,0.196625334906135,0.252979899199299,0.308193185522182,0.397771221906016,0.175017860302937,0.148386736474695,0.307386758415162,0.316010291338835,0.485561271888394,0.484747718095755,1.33861064134253,-2.31706657532765,-0.161520176352429,0.0751312022900763,0.241293532338308,0.222093695777906
