date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY,1992-08-31_FY,1991-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-223631000.0,-286821000.0,98803000.0,63715000.0,-129111000.0,-30947000.0,-5561000.0,-8541000.0,8024000.0,-157693000.0,47330000.0,10374000.0,700000.0,54815000.0,45121000.0,37151000.0,33084000.0,26058000.0,18474000.0,10354610.0,3157486.0,148083.0,3316680.0,-2264637.0,-1683033.0,3300000.0,3900000.0,5300000.0,5500000.0,4400000.0,2100000.0
,depreciationAndAmortization,45887000.0,50775000.0,4667000.0,3357000.0,31292000.0,49855000.0,53378000.0,52791000.0,51734000.0,49988000.0,52756000.0,49289000.0,16200000.0,48647000.0,38035000.0,24993000.0,22896000.0,19218000.0,10950000.0,7271257.0,5655815.0,3620305.0,1805410.0,1308320.0,1341825.0,3900000.0,3500000.0,2300000.0,1800000.0,1300000.0,1300000.0
,deferredIncomeTax,-38438000.0,-52076000.0,25485000.0,40935000.0,-75942000.0,-5916000.0,-6972000.0,-5077000.0,-1334000.0,-3572000.0,16682000.0,0.0,-14100000.0,-10835000.0,-10866000.0,-11217000.0,-5433000.0,-491000.0,3877000.0,7195000.0,2510000.0,478000.0,2365000.0,-1148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,14077000.0,18832000.0,6097000.0,6658000.0,17538000.0,10469000.0,8349000.0,7116000.0,6371000.0,9246000.0,11450000.0,10213000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,49551000.0,-33703000.0,-30301000.0,-18588000.0,-13232000.0,9846000.0,-5183000.0,21132000.0,-25889000.0,-9998000.0,-38406000.0,42852000.0,-27310000.0,-6132000.0,23261000.0,45835000.0,12986000.0,-1326000.0,-9792000.0,11243428.0,7189876.0,-8152338.0,3154635.0,-705072.0,-3435864.0,1700000.0,-1000000.0,900000.0,1400000.0,6200000.0,0.0
,accountsReceivables,63239000.0,-8283000.0,-12311000.0,-3939000.0,8330000.0,16971000.0,-38130000.0,19099000.0,-23439000.0,-7452000.0,12207000.0,14352000.0,-1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,2087000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-3182000.0,-10052000.0,-95000.0,-407000.0,-3376000.0,5248000.0,-9343000.0,9224000.0,-995000.0,1466000.0,-2256000.0,6565000.0,-2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,7389000.0,15379000.0,-2967000.0,-135338000.0,-74252000.0,-27403000.0,-7629000.0,-5194000.0,13551000.0,8774000.0,547000.0,-44296000.0,-6034000.0,21276000.0,10792000.0,124469000.0,70644000.0,54936000.0,47047000.0,24294665.0,13051237.0,5861361.0,14013699.0,10859064.0,11564136.0,15000000.0,13300000.0,14300000.0,13400000.0,12000000.0,5800000.0
,otherNonCashItems,17794000.0,8198000.0,5292000.0,10888000.0,9773000.0,9668000.0,8612000.0,4825000.0,2284000.0,0.0,1827000.0,0.0,21200000.0,7050000.0,6684000.0,3046000.0,0.0,0.0,0.0,1823158.0,1000187.0,1041300.0,776102.0,1249788.0,150982.0,100000.0,900000.0,600000.0,600000.0,200000.0,300000.0
,netCashProvidedByOperatingActivites,169447000.0,82305000.0,108739000.0,105276000.0,37902000.0,60960000.0,52098000.0,71528000.0,40698000.0,76292000.0,72887000.0,112868000.0,22200000.0,105306000.0,107327000.0,99808000.0,75205000.0,53472000.0,26935000.0,24096651.0,10721156.0,5559975.0,3353550.0,4842275.0,1564954.0,11300000.0,12200000.0,10600000.0,6900000.0,6300000.0,4900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15525000.0,-24713000.0,-9053000.0,-5910000.0,-14474000.0,-34730000.0,-42991000.0,-41346000.0,-48912000.0,-49290000.0,-44431000.0,-49110000.0,-13800000.0,-82521000.0,-29507000.0,-27356000.0,-16161000.0,-25013000.0,-16169000.0,-13829460.0,-4719321.0,-10595887.0,-3699640.0,-2991724.0,-1304235.0,-3400000.0,-3900000.0,-3700000.0,-600000.0,-100000.0,-100000.0
,acquisitionsNet,0.0,-1063000000.0,1000000.0,0.0,-27000000.0,0.0,0.0,-1000000.0,-5000000.0,-24000000.0,0.0,-19000000.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1499000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9045000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163000.0,11626000.0,0.0,0.0,0.0,0.0,9040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-787000.0,-1121000.0,-1164000.0,-7717000.0,-6872000.0,-6889000.0,-5581000.0,-5456000.0,0.0,-3690000.0,-13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-496411.0,-1020303.0,-8400000.0,-5300000.0,-5200000.0,-6700000.0,0.0,3200000.0
