date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,323473000.0,43021000.0,-368969000.0,513368000.0,641631000.0,810745000.0,727465000.0,547241000.0,46305000.0,856723000.0,497886000.0,387376000.0,1092018000.0,963060000.0,94440000.0,494998000.0,532350000.0,265119000.0
,depreciationAndAmortization,75229000.0,9795000.0,81471000.0,24573000.0,26341000.0,24970000.0,23272000.0,13821000.0,16905000.0,14104000.0,14734000.0,11315000.0,15165000.0,40593000.0,61693000.0,50157000.0,47787000.0,11880000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,32491000.0,34346000.0,12667000.0,52211000.0,43052000.0,63237000.0,57168000.0,67912000.0,39134000.0,36695000.0,48217000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-110378000.0,-373023000.0,574250000.0,-273299000.0,-135390000.0,45261000.0,353774000.0,571438000.0,1146894000.0,477858000.0,107548000.0,723209000.0,634742000.0,970899000.0,678858000.0,809917000.0,289186000.0,1167939000.0
,accountsReceivables,-412076000.0,-766690000.0,-131160000.0,-176532000.0,-214992000.0,-16204000.0,-66169000.0,-93490000.0,-192782000.0,0.0,0.0,0.0,-9229000.0,126120000.0,-1068641000.0,-384729000.0,-9255000.0,-209179000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-51075000.0,208783000.0,-81831000.0,-209895000.0,-74578000.0,-102593000.0,-250463000.0,3218000.0,-28562000.0,0.0,0.0,0.0,547671000.0,408159000.0,2502703000.0,1529669000.0,854420000.0,693783000.0
,otherWorkingCapital,-94379000.0,26452000.0,-64928000.0,-13804000.0,16119000.0,81202000.0,-789000.0,85442000.0,-77782000.0,22008000.0,-151373000.0,95962000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,26722000.0,172332000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67405000.0,0.0,-149733000.0,-418862000.0,784699000.0,215452000.0,438097000.0,-784356000.0
,netCashProvidedByOperatingActivites,199004000.0,10773000.0,259229000.0,406724000.0,791200000.0,862182000.0,1096968000.0,1120617000.0,1190142000.0,1187777000.0,849856000.0,1525725000.0,1573016000.0,1613305000.0,1619690000.0,1601660000.0,1343620000.0,660582000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8625216000.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-467000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10449455000.0,-9023043000.0,-9015885000.0,-9860399000.0,-11532226000.0,-13356602000.0,-12836203000.0,-14384957000.0,-17136871000.0,-13330768000.0,-11001401000.0,-10740338000.0,-139250000.0,-5601766000.0,-7633087000.0,-7738285000.0,-13338244000.0,-7326772000.0
,salesMaturitiesOfInvestments,9872022000.0,9659790000.0,9892663000.0,10009835000.0,11516805000.0,13446698000.0,12345037000.0,13547642000.0,16331495000.0,12701232000.0,9401005000.0,10181597000.0,592361000.0,4435543000.0,6440423000.0,5747301000.0,11585056000.0,6664246000.0
,otherInvestingActivites,-63106000.0,-25103000.0,-255832000.0,-42544000.0,-4085000.0,-244172000.0,1879000.0,-25066000.0,-27342000.0,-58254000.0,121525000.0,-74572000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-774315000.0,638554000.0,178363000.0,-144431000.0,-225697000.0,-154076000.0,-489287000.0,-862381000.0,-832718000.0,-687790000.0,-1478871000.0,-633313000.0,-1416644000.0,-1166223000.0,-1220415000.0,-1990984000.0,-1787852000.0,-702925000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-250000000.0,0.0,-67242000.0,0.0,0.0,-500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,224000.0,3986000.0,5550000.0,20339000.0,5120000.0,6735000.0,8229000.0,3844000.0,2476000.0,8898000.0,17856000.0,693610000.0,0.0,330913000.0,9969000.0
,commonStockRepurchased,0.0,0.0,-612254000.0,-561524000.0,-332252000.0,-543202000.0,-572263000.0,-721760000.0,-65885000.0,-709583000.0,-175909000.0,-291003000.0,-308110000.0,-335000.0,-350000000.0,-986000.0,0.0,0.0
,dividendsPaid,-179834000.0,-176127000.0,-187876000.0,-172232000.0,-158740000.0,-157707000.0,-157619000.0,-158715000.0,-243330000.0,-145177000.0,-149859000.0,-143243000.0,-148001000.0,-127870000.0,-94224000.0,-78250000.0,-10802000.0,0.0
,otherFinancingActivites,-10165000.0,-10080000.0,-24678000.0,0.0,0.0,15000000.0,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-489564000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,277510000.0,-186207000.0,-545688000.0,-201587000.0,-487006000.0,-686015000.0,-441094000.0,-481811000.0,-302480000.0,-351661000.0,-321924000.0,-408129000.0,-847213000.0,289525000.0,249386000.0,416478000.0,320111000.0,9969000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
