date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,197353000.0,184455000.0,164833000.0,155913000.0,150266000.0,134706000.0,125017000.0,109895000.0,87973000.0,63563000.0,43716000.0,36187000.0
,costOfRevenue,76097000.0,75469000.0,66624000.0,64618000.0,55847000.0,46477000.0,43733000.0,36790000.0,27384000.0,20222000.0,15125000.0,10449000.0
,grossProfit,121256000.0,108986000.0,98209000.0,91295000.0,94419000.0,88229000.0,81284000.0,73105000.0,60589000.0,43341000.0,28591000.0,25738000.0
,grossProfitRatio,0.614411739370569,0.590854137865604,0.59580909162607,0.585550916216095,0.62834573356581,0.654974537140142,0.650183575033795,0.665225897447564,0.688722676275676,0.681858943095826,0.654016835941074,0.711249896371625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,33978000.0,32535000.0,31716000.0,31850000.0,30171000.0,29302000.0,28252000.0,21052000.0,18725000.0,15267000.0,12257000.0,8927000.0
,GeneralAndAdministrativeExpenses,27021000.0,25692000.0,23103000.0,21847000.0,19167000.0,19862000.0,19136000.0,18478000.0,16734000.0,12640000.0,9617000.0,6696000.0
,SellingAndMarketingExpenses,59812000.0,60375000.0,55775000.0,57294000.0,54038000.0,45795000.0,46014000.0,41000000.0,38725000.0,31564000.0,24124000.0,13218000.0
,otherExpenses,128000.0,-280000.0,-545000.0,449000.0,-634000.0,-168000.0,-1355000.0,-594000.0,-359000.0,0.0,0.0,0.0
,operatingExpenses,120811000.0,118602000.0,110594000.0,110991000.0,103376000.0,94959000.0,93402000.0,80530000.0,74184000.0,59471000.0,45998000.0,28841000.0
,costAndExpenses,196908000.0,194071000.0,177218000.0,175609000.0,159223000.0,141436000.0,137135000.0,117320000.0,101568000.0,79693000.0,61123000.0,39290000.0
,interestExpense,0.0,0.0,8000.0,26000.0,63000.0,96000.0,96000.0,0.0,241000.0,358000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8695000.0,8422000.0,6796000.0,7257000.0,7796000.0,8687000.0,8587000.0,5867000.0,4666000.0,2992000.0,2199000.0,1778000.0
,EBITDA,9140000.0,-1194000.0,-5589000.0,-12439000.0,-1161000.0,1957000.0,-3531000.0,-1558000.0,-8929000.0,-13138000.0,-15208000.0,-1325000.0
,EBITDARatio,0.0463129519186432,-0.00647312352606327,-0.0339070453125284,-0.0797816731125692,-0.00772629869697736,0.0145279349101005,-0.028244158794404,-0.0141771691159743,-0.101497050231321,-0.206692572723125,-0.347881782413762,-0.0366153591068616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,445000.0,-9616000.0,-12385000.0,-19696000.0,-8957000.0,-6730000.0,-12118000.0,-7425000.0,-13595000.0,-16130000.0,-17407000.0,-3103000.0
,operatingIncomeRatio,0.00225484284505429,-0.0521319563037055,-0.0751366534613821,-0.126326861775477,-0.0596076291376625,-0.0499606550561965,-0.0969308174088324,-0.0675644933800446,-0.154536050833779,-0.253763982190897,-0.39818373135694,-0.0857490258932766
,totalOtherIncomeExpensesNet,-5640000.0,-11727000.0,-1261000.0,449000.0,-655000.0,-369000.0,-4430000.0,-2663000.0,-2211000.0,-719000.0,-503000.0,22000.0
,incomeBeforeTax,-5195000.0,-21343000.0,-13427000.0,-19149000.0,-9576000.0,-7189000.0,-16633000.0,-10030000.0,-15941000.0,-17184000.0,-17725000.0,-2768000.0
,incomeBeforeTaxRatio,-0.0263233900675439,-0.115708438372503,-0.0814582031510681,-0.122818494929865,-0.0637269908029761,-0.0533680756610693,-0.133045905756817,-0.0912689385322353,-0.181203323747059,-0.270345955980681,-0.405457955897154,-0.0764915577417305
,incomeTaxExpense,618000.0,560000.0,601000.0,370000.0,410000.0,391000.0,260000.0,212000.0,-3489000.0,90000.0,56000.0,55000.0
,netIncome,-5813000.0,-21903000.0,-14028000.0,-19519000.0,-9986000.0,-7580000.0,-16893000.0,-10262000.0,-13186000.0,-17635000.0,-17501000.0,-2345000.0
,netIncomeRatio,-0.0294548347377542,-0.118744409205497,-0.0851043177033725,-0.125191613271504,-0.0664554856055262,-0.0562706932133684,-0.135125622915284,-0.0933800445880158,-0.149886897116161,-0.277441278731337,-0.400333973831092,-0.0648022770608229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.152861049752814,-0.58,-0.39,-0.57,-0.3,-0.23,-0.53,-0.36,-0.57,-0.84,-1.091207,-0.345019
,EPSDiluted,-0.152861049752814,-0.58,-0.39,-0.57,-0.3,-0.23,-0.53,-0.36,-0.57,-0.84,-1.091207,-0.345019
,weightedAverageShsOut,39473000.0,38028000.0,35808000.0,34376000.0,33189000.0,32598000.0,31949000.0,28351000.0,24626000.0,21051000.0,21051000.0,21051000.0
,weightedAverageShsOutDil,39473000.0,38028000.0,35808000.0,34376000.0,33189000.0,32598000.0,31949000.0,28351000.0,24626000.0,21051000.0,21051000.0,21051000.0
