Date,2017-06,2016-06,2015-06,2014-06,2013-06
Revenue,637000000.0,600000000.0,555000000.0,489000000.0,424000000.0
Revenue Growth,,,,,
Cost of Revenue,485000000.0,458000000.0,428000000.0,373000000.0,315000000.0
Gross Profit,152000000.0,142000000.0,127000000.0,116000000.0,109000000.0
R&D Expenses,,,,,
SG&A Expense,74000000.0,66000000.0,59000000.0,51000000.0,46000000.0
Operating Expenses,124000000.0,117000000.0,110000000.0,101000000.0,92000000.0
Operating Income,28000000.0,25000000.0,17000000.0,16000000.0,17000000.0
Interest Expense,18000000.0,15000000.0,17000000.0,17000000.0,14000000.0
Earnings before Tax,,,,,
Income Tax Expense,5000000.0,3000000.0,0000000.0,-0000000.0,2000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,6000000.0,6000000.0,4000000.0,1000000.0,4000000.0
Preferred Dividends,,,,,
Net Income Com,6000000.0,6000000.0,4000000.0,1000000.0,4000000.0
EPS,0.07,0.06,0.04,0.02,0.05
EPS Diluted,0.07,0.06,0.04,0.02,0.05
Weighted Average Shs Out,93000000.0,95000000.0,87000000.0,82000000.0,79000000.0
Weighted Average Shs Out (Dil),111000000.0,110000000.0,109000000.0,101000000.0,94000000.0
Dividend per Share,,,,,
Gross Margin,0.23861852433281,0.23666666666667,0.22882882882883,0.23721881390593,0.25707547169811
EBITDA Margin,0.12401883830455,0.125,0.12972972972973,0.13905930470348,0.15566037735849
EBIT Margin,0.04552590266876,0.04,0.037837837837838,0.03680981595092,0.047169811320755
Profit Margin,0.0094191522762951,0.01,0.0072072072072072,0.0020449897750511,0.0094339622641509
Free Cash Flow margin,,,,,
EBITDA,79000000.0,75000000.0,72000000.0,68000000.0,66000000.0
EBIT,29000000,24000000,21000000,18000000,20000000
Consolidated Income,6000000.0,6000000.0,4000000.0,1000000.0,4000000.0
Earnings Before Tax Margin,0,0,0,0,0
Net Profit Margin,0.0094191522762951,0.01,0.0072072072072072,0.0020449897750511,0.0094339622641509
