Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,,,
Stock-based compensation,0.0,0.0,
Operating Cash Flow,0.0,14057349.0,5982984.0
Capital Expenditure,0.0,-36381203.0,-51895410.0
Acquisitions and disposals,15000.0,-116219.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,0.0,-36365703.0,-51993929.0
Issuance (repayment) of debt,0.0,23800000.0,7000000.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,0.0,23370000.0,46262183.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,1061645.0,251238.0,
Free Cash Flow,-22323854.0,-45912426.0,
Net Cash/Marketcap,,,
