date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,1016175000.0,1133138000.0,1120975000.0,984326000.0,614371000.0,569763000.0,537898000.0,489007000.0,496920000.0,500417000.0,486806000.0,489232000.0,493421000.0,451508000.0,420338000.0,394038000.0,391948000.0,377621423.0,380202982.0,388549509.0,361583418.0,301886931.0,143296001.0,97786897.0,46947567.0,34500000.0,28600000.0
,costOfRevenue,313077000.0,306145000.0,305890000.0,253713000.0,161417000.0,144833000.0,136819000.0,124744000.0,125504000.0,72626000.0,72870000.0,66061000.0,59368000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,703098000.0,826993000.0,815085000.0,730613000.0,452954000.0,424930000.0,401079000.0,364263000.0,371416000.0,427791000.0,413936000.0,423171000.0,434053000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.691906413757473,0.729825493452695,0.72712147906956,0.742246979151216,0.737264616982247,0.745801324410325,0.745641366950611,0.744903447189918,0.747436207035338,0.854869039221289,0.850309979745525,0.864969993786179,0.87968084049929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,75001000.0,74984000.0,65491000.0,67624000.0,65327000.0,65600000.0,60242000.0,61234000.0,61700000.0,56117000.0,56324000.0,54136000.0,49495000.0,50580000.0,45495000.0,37815000.0,30282000.0,24229199.0,22567414.0,20560939.0,19932609.0,19274225.0,15064148.0,9963926.0,6048140.0,4900000.0,4700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,433543000.0,457081000.0,434916000.0,491050000.0,241735000.0,220265000.0,216529000.0,199943000.0,195754000.0,246863000.0,238752000.0,241958000.0,217696000.0,256764000.0,240521000.0,213517000.0,213716000.0,196925781.0,184325313.0,181397513.0,163595760.0,135816340.0,70954342.0,49171216.0,26871601.0,-15100000.0,-12400000.0
