date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY
,revenue,1307682000.0,1236143000.0,1155457000.0,766869000.0,444928000.0,241432000.0,127127000.0,30533000.0
,costOfRevenue,286689000.0,304128000.0,386030000.0,327331000.0,170787000.0,100959000.0,60912000.0,26604000.0
,grossProfit,1020993000.0,932015000.0,769427000.0,439538000.0,274141000.0,140473000.0,66215000.0,3929000.0
,grossProfitRatio,0.780765507210469,0.753970212184189,0.665907082652145,0.573159170601498,0.616146882192175,0.581832565691375,0.520857095660245,0.128680444109652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,553978000.0,500719000.0,313777000.0,288619000.0,116400000.0,73510000.0,38037000.0,16496000.0
,GeneralAndAdministrativeExpenses,135547000.0,119587000.0,86401000.0,77341000.0,34265000.0,23899000.0,13496000.0,4833000.0
,SellingAndMarketingExpenses,1160389000.0,909750000.0,649657000.0,500529000.0,288493000.0,161829000.0,93001000.0,27200000.0
,otherExpenses,-26300000.0,-15019000.0,-9306000.0,-26377000.0,-1290000.0,-5818000.0,-5076000.0,-54000.0
,operatingExpenses,1849914000.0,1530056000.0,1049835000.0,866489000.0,0.0,0.0,0.0,0.0
,costAndExpenses,2136603000.0,1834184000.0,1435865000.0,1193820000.0,609945000.0,360197000.0,205446000.0,75133000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,93773000.0,77612000.0,50302000.0,38399000.0,26408000.0,16567000.0,11582000.0,2626000.0
,EBITDA,-735148000.0,-520429000.0,-230106000.0,-388552000.0,-138609000.0,-102198000.0,-66737000.0,-41974000.0
,EBITDARatio,-0.562176431273047,-0.421010352362146,-0.199147177264061,-0.506673238845227,-0.311531303941312,-0.423299314092581,-0.524963225750627,-1.37470933088789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-828921000.0,-598041000.0,-280408000.0,-426951000.0,-165017000.0,-118765000.0,-78319000.0,-44600000.0
,operatingIncomeRatio,-0.633885761217177,-0.483795968589395,-0.242681467159747,-0.55674567624979,-0.370884727416571,-0.491919049670301,-0.616068970399679,-1.46071463662267
,totalOtherIncomeExpensesNet,-26300000.0,-15019000.0,-9306000.0,-26377000.0,-1290000.0,-5818000.0,-5076000.0,-54000.0
,incomeBeforeTax,-855221000.0,-613060000.0,-289714000.0,-453328000.0,-166307000.0,-124583000.0,-83395000.0,-44654000.0
,incomeBeforeTaxRatio,-0.653997684452336,-0.495945857396758,-0.250735423300045,-0.591141381383261,-0.373784072928654,-0.51601693230392,-0.655997545761325,-1.46248321488226
,incomeTaxExpense,17662000.0,8119000.0,7447000.0,4683000.0,2192000.0,1544000.0,608000.0,80000.0
,netIncome,-872883000.0,-621179000.0,-297161000.0,-458011000.0,-168499000.0,-126127000.0,-84003000.0,-44734000.0
,netIncomeRatio,-0.667504026208207,-0.502513867732131,-0.257180492220827,-0.597248030628438,-0.378710712744534,-0.52241210775705,-0.660780164717173,-1.46510333082239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-4.48,-3.43,-1.81,-3.57,-1.42,-1.048525,-0.698338,-0.371885
,EPSDiluted,-4.48,-3.43,-1.81,-3.57,-1.42,-1.048525,-0.698338,-0.371885
,weightedAverageShsOut,194719000.0,181030964.0,164091302.0,128295563.0,120289892.0,120289892.0,120289892.0,120289892.0
,weightedAverageShsOutDil,194719000.0,181030964.0,164091302.0,128295563.0,120289892.0,120289892.0,120289892.0,120289892.0
