date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,97388000.0,81115000.0,67138000.0,71077000.0,70497000.0
,costOfRevenue,38629000.0,34233000.0,28120000.0,27716000.0,25757000.0
,grossProfit,58759000.0,46882000.0,39018000.0,43361000.0,44740000.0
,grossProfitRatio,0.603349488643365,0.577969549405166,0.581161190383985,0.610056699072837,0.634636934905031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,35195000.0,28321000.0,24077000.0,25200000.0,24629000.0
,SellingAndMarketingExpenses,9661000.0,9932000.0,9107000.0,9779000.0,9657000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,44856000.0,42655000.0,37833000.0,46180000.0,43766000.0
,costAndExpenses,83485000.0,76888000.0,65953000.0,73896000.0,69523000.0
,interestExpense,1255000.0,1904000.0,1420000.0,1332000.0,1344000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9740.0,4402000.0,4649000.0,5560000.0,3849000.0
,EBITDA,28385740.0,7830000.0,5027000.0,1635000.0,4829000.0
,EBITDARatio,0.291470612395778,0.0965296184429514,0.074875629300843,0.023003221857985,0.0684993687674653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,8827000.0,4227000.0,1185000.0,-2819000.0,974000.0
,operatingIncomeRatio,0.0906374501992032,0.0521112001479381,0.0176502129941315,-0.0396612124878653,0.0138161907598905
,totalOtherIncomeExpensesNet,1284000.0,2703000.0,2227000.0,2438000.0,1338000.0
,incomeBeforeTax,7543000.0,1524000.0,-1042000.0,-5257000.0,-364000.0
,incomeBeforeTaxRatio,0.0774530743007352,0.0187881402946434,-0.0155202716792279,-0.0739620411666221,-0.00516334028398372
,incomeTaxExpense,9789000.0,163000.0,53000.0,15450000.0,-142000.0
,netIncome,17332000.0,1361000.0,-1095000.0,-20707000.0,-222000.0
,netIncomeRatio,0.177968538218261,0.0167786475990877,-0.0163096904882481,-0.291331935787948,-0.00314907017319886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.860000015878145,0.0689760098295629,-0.05,-0.91,-0.01
,EPSDiluted,0.860000015878145,0.065308994560111,-0.05,-0.91,-0.01
,weightedAverageShsOut,20153488.0,19731498.0,21417628.0,22739651.0,22617901.0
,weightedAverageShsOutDil,21665000.0,20839396.0,21417628.0,22739651.0,22617901.0
