date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,294935000.0,272595000.0,319545000.0,390498000.0,378159000.0,362912000.0,217000000.0,243000000.0,200000000.0,157000000.0,103000000.0
,depreciationAndAmortization,130303000.0,125499000.0,124271000.0,118912000.0,115801000.0,114756000.0,111000000.0,106000000.0,97000000.0,101000000.0,103000000.0
,deferredIncomeTax,52114000.0,9455000.0,8131000.0,4348000.0,4570000.0,8611000.0,15000000.0,-4000000.0,-2000000.0,21000000.0,-28000000.0
,stockBasedCompensation,25010000.0,22910000.0,27082000.0,24264000.0,16506000.0,15064000.0,19000000.0,34000000.0,21000000.0,41000000.0,8000000.0
,changeInWorkingCapital,153158000.0,-179535000.0,-136066000.0,200456000.0,-76282000.0,22863000.0,-3000000.0,47000000.0,-72000000.0,18000000.0,117000000.0
,accountsReceivables,14627000.0,29516000.0,-14100000.0,-2992000.0,8948000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,88183000.0,9504000.0,-63890000.0,5281000.0,-40800000.0,-44213000.0,-60000000.0,-38000000.0,-21000000.0,-19000000.0,47000000.0
,accountsPayables,389756000.0,-14787000.0,-10461000.0,-38025000.0,38248000.0,24217000.0,77000000.0,102000000.0,-35000000.0,38000000.0,36000000.0
,otherWorkingCapital,556594000.0,403436000.0,582971000.0,719037000.0,518581000.0,594863000.0,572000000.0,3000000.0,-1000000.0,10000000.0,-8000000.0
,otherNonCashItems,0.0,407878000.0,137634000.0,28857000.0,20140000.0,17334000.0,9000000.0,9000000.0,14000000.0,53000000.0,82000000.0
,netCashProvidedByOperatingActivites,1222436000.0,493175000.0,444256000.0,523610000.0,564417000.0,504047000.0,441000000.0,449000000.0,299000000.0,409000000.0,438000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-162004000.0,-120545000.0,-145387000.0,-127830000.0,-114462000.0,-123920000.0,-138000000.0,-112000000.0,-124000000.0,-109000000.0,-81000000.0
,acquisitionsNet,0.0,-58000000.0,0.0,0.0,-151100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-107997000.0,-456585000.0,-253752000.0,-406296000.0,-26977000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,107997000.0,456585000.0,253752000.0,404971000.0,21977000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-161129000.0,-178545000.0,-145387000.0,-127830000.0,-266887000.0,-128920000.0,-138000000.0,-112000000.0,-124000000.0,-109000000.0,-83000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-26812000.0,-8162000.0,-1117000.0,-31125000.0,-18675000.0,-174900000.0,-1728000000.0,-808000000.0,-2635000000.0,-372000000.0,-1067000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,446000000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-91118000.0,-107491000.0,-452544000.0,-237164000.0,-387719000.0,678000.0,-21000000.0,-8000000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,-317000.0,-408000.0,-415000.0,-492000.0,-1000000.0,-766000000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-34394000.0,-20859000.0,16588000.0,15953000.0,-146662000.0,-11000000.0,-26000000.0,-30000000.0,-21000000.0,-28000000.0
,netCashUsedProvidedByFinancingActivities,-475000.0,-150553000.0,-478878000.0,-268697000.0,-408108000.0,-344031000.0,-164000000.0,-154000000.0,-490000000.0,-248000000.0,-253000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,784425000.0,164077000.0,-180009000.0,127083000.0,-110578000.0,31096000.0,139000000.0,183000000.0,-315000000.0,52000000.0,102000000.0
,cashAtEndOfPeriod,1194389000.0,409964000.0,245887000.0,425896000.0,298813000.0,409391000.0,378000000.0,239000000.0,56000000.0,371000000.0,319000000.0
,cashAtBeginningOfPeriod,409964000.0,245887000.0,425896000.0,298813000.0,409391000.0,378295000.0,239000000.0,56000000.0,371000000.0,319000000.0,217000000.0
,operatingCashFlow,1222436000.0,493175000.0,444256000.0,523610000.0,564417000.0,504047000.0,441000000.0,449000000.0,299000000.0,409000000.0,438000000.0
,capitalExpenditure,-162004000.0,-120545000.0,-145387000.0,-127830000.0,-114462000.0,-123920000.0,-138000000.0,-112000000.0,-124000000.0,-109000000.0,-81000000.0
,freeCashFlow,1060432000.0,314630000.0,298869000.0,395780000.0,449955000.0,380127000.0,303000000.0,337000000.0,175000000.0,300000000.0,357000000.0
